entite,review_text,rating,rel_date
POLE EMPLOI OULLINS-PE,Aucun,1,il y a 3 ans
POLE EMPLOI OULLINS-PE,Conseiller hyper désagréable. D'une lenteur inimaginable ! Une formation en informatique serait réellement nécessaire pour les conseillers.,1,il y a 3 ans
POLE EMPLOI OULLINS-PE,Si je pouvais mettre moins je le ferais malheureusement pas possible. Une bande d'incompetents notoires dépassés par les réformes successives grâce à cela en tant que repreneur d'entreprise je perds plus de 25000€ d'indemnisation suite à un ancien reliquat de droit. Vive la France toujours les mêmes qui se fo t b..... la gueule.,1,il y a 3 ans
POLE EMPLOI OULLINS-PE,La directrice ne sert à rien et ne connais rien non plus.....,1,il y a 4 ans
POLE EMPLOI OULLINS-PE,Aucun,1,il y a 4 ans
POLE EMPLOI OULLINS-PE,"Je suis tombé sur des conseillé qui ne m'ont jamais aidé pour mon retour à l'emploi aucune aide aucune communication, le but ultime est de vous découragez ! Ils ne sont pas du tout investi ! Et encore mieux ne ils ne répondent meme pas à vos messages, ils font les morts quand vous avez besoin d'eux, c'est honteux vraiment honteux !",1,il y a 4 ans
POLE EMPLOI OULLINS-PE,"Contrairement aux autres avis, j'ai trouvé les différents intervenants rencontrés très compétents et rassurants malgré la pression qu'ils doivent subir au quotidien.... Seul gros bémol qui n'est pas de leur fait, les locaux sont très mal pensés tant à l'intérieur qu'à l'extérieur. À l'intérieur on ne sait pas où attendre et on se sent perdu, à l'extérieur on se prend la pluie car aucun abris quand l'agence n'est pas encore ouverte.",5,il y a 4 ans
POLE EMPLOI OULLINS-PE,Nul nul et nul,1,il y a 5 ans
POLE EMPLOI OULLINS-PE,"J'ai quemandé un rendez vous physique pendant 6 mois... Ils m'ont changé 3 fois de conseillers car la première était en arrêt maladie, et bien pourquoi me l'affectez alors ?!
Enfin, j'obtiens un rdv physique, j'arrive à l'heure et préviens de mon arrivée sur la borne. J'attends, au bout de 45min, quelqu'un de PE vient me voir pour me dire que ma conseillère, Mme Marin, est en réalité absente !
Elle m'a proposé ce rdv 5 jours plus tôt et ne m'a jamais prévenu ni par mail ni par téléphone ! Je lui ai envoyé un mail quelque peu énervée, mais je suis restée courtoise ! Madame ne s'est jamais excusée de son absence car je cite ""son agence était bien prévenue""! Son agence ? Déjà non ""notre"", et oui je m'en fiche moi je me suis déplacée le matin tot, dans les embouteillages, pour RIEN !
Et encore c'est elle aujourd'hui qui me demande de rester correct ! Vous y croyez ?! Moi non... Jamais vu ça !
Les 2 autres rdv avec elle ont été une catastrophe, 20 minutes de retard à chaque fois sans jamais s'excuser...
Je lui ai expliqué que je souhaitais continuer mes études mais c'est compliqué car je rembourse encore mon prêt étudiant. J'ai fait un BTS tourisme et voudrais faire une licence management tourisme, sa réponse : ""c'est incohérent avec votre parcours""! Euh ? Je peux faire quoi comme études alors ?!
Je déconseille, c'est une horreur de traiter avec des gens incompétents à souhait alors que NOUS SOMMES DANS DES SITUATIONS PRÉCAIRES !",1,il y a 5 ans
POLE EMPLOI OULLINS-PE,Aucun,1,il y a 5 ans
POLE EMPLOI OULLINS-PE,Aucun,1,il y a 5 ans
POLE EMPLOI OULLINS-PE,"Bonjour
Je suis très déçu de pôle emploi oullins.
Une conseillère qui en a strictement rien à faire des gens motivé qui veulent travaillé et qui ont financé leurs études avec difficulté tout seul. Aucun suivi. Je demande un rdv avec ma conseillère depuis 5 mois, je suis au Rsa et j'ai vraiment du mal à trouvé un emploi dans la  comptabilité. Je l'ai vu une fois lors de mon inscription à PE. Je demande une reconversion professionnelle dans la comptabilité et elle me demande d'accepter des postes aide à la personne. Choses qui n'ont rien à voir avec le domaine comptable.
Ils sont complètement à côté de la plaque.
Je suis en 😈",1,il y a 5 ans
POLE EMPLOI OULLINS-PE,Aucun,5,il y a 5 ans
POLE EMPLOI OULLINS-PE,Aucun,5,il y a 5 ans
POLE EMPLOI OULLINS-PE,Aucun,5,il y a 5 ans
POLE EMPLOI OULLINS-PE,"Menace de radiation alors que la personne au guichet certifiait que mon dossier était niquel. Vive la France, vive les fonctionnaires!!!!",1,il y a 5 ans
POLE EMPLOI OULLINS-PE,"Contrairement à la plupart des avis que j'ai pu lire, mon expérience est très positive, j'ai été reçue par une conseillère très pro qui m'a donné de bons conseils. Seul bémol qui explique ma note, la pointeuse à l'entrée qui permet de signaler sa présence ne fonctionnait pas, il y avait du monde à l'accueil, j'ai attendu et lorsque mon tour est arrivé la personne qui m'a accueilli a failli me refouler...",4,il y a 5 ans
POLE EMPLOI OULLINS-PE,"Avis mitigé. Au téléphone, je n'ai pas eu les bonnes infos. J'ai également reçu un mauvais formulaire. Par contre sur place je crois que j'ai eu de la chance. Je suis tombée sur une personne très efficace qui a débloqué mon dossier.",3,il y a 5 ans
POLE EMPLOI OULLINS-PE,Aucun,1,il y a 5 ans
POLE EMPLOI OULLINS-PE,ne répond jamais au téléphone !!!!!!,1,il y a 5 ans
POLE EMPLOI OULLINS-PE,Si je pouvais en mettre 0 je l aurai fait .il pousse les gens a bout et ils se demandent pourquoi il y a de la violence apres !!!une conseillère m as meme dit:MR nous recevons tellement de courriers que nous nouvrons pas tous,1,il y a 6 ans
POLE EMPLOI OULLINS-PE,"Minable on a l'impression de devoir leur courir après plus que de chercher du travail. Ils sont longs à la détente, j'ai du appeler pour rdv après inscription, les appeler parce que les papiers envoyés sur le site étaient refuses alors que les attestations venaient de l employeur même... ils sont plus rapides et efficaces pour envoyer une radiation par contre",1,il y a 6 ans
POLE EMPLOI OULLINS-PE,Aucun,5,il y a 6 ans
POLE EMPLOI OULLINS-PE,Déplorable. Le conseiller ne sert à rien. Il ne sait pas utiliser un téléphone.,1,il y a 6 ans
POLE EMPLOI OULLINS-PE,"impossible de joindre ma conseillère je lui envoi des mails j appelle la plateforme mais elle ne me répond jamais alors que je bosse et je cherche a bosser + ...a croire qu on encourage que les assistés ou ceux qui ne veulent rien faire!
dommage d’être obligée de cocher une étoile pour être publiée car moi j aurai mis moins 10",1,il y a 6 ans
POLE EMPLOI OULLINS-PE,Aucun,1,il y a 6 ans
POLE EMPLOI OULLINS-PE,"Déplorable mais mois c'est grâce à pole emploi si j'ai trouvé un emploi donc moi je les encourage dans leur démarche
Cordialement
Mr Girin",1,il y a 6 ans
POLE EMPLOI OULLINS-PE,"Bonjour à tous et à toutes,
Votre agence Pole Emploi a déménagé et n'est plus 11 Rue Baudin.
Elle est située au 18 Grande Rue, 69600 OULLINS.
Pur vous y rendre en TCL il y a une possibilité d'arrêt proche de l'agence : bus C7, C10, 63, dans les deux sens de circulation.
En cas de pluie il n'y a pas d'abris alors prévoir le parapluie.",4,il y a 7 ans
POLE EMPLOI OULLINS-PE,sa fais deja depuis le moi de decembre que jaten mon chaumage toujour rien et la je vien dapeler on me di quil i a rien alors que jai tout deposer et travailler 5 ans en cdi je mapelle loureiro patrick  je vai faire un scandale si je nai toujour rien dans 5 jour car meme mon anfant au dela naura plus rien a manger jespere quill liront se message et que sa va bouger,1,il y a 7 ans
POLE EMPLOI OULLINS-PE,Assez bien reçu.,1,il y a 7 ans
POLE EMPLOI OULLINS-PE,"Dossier bloqué depuis plus d'un an concernant le droit d'option soit plus de 3000 € en attente et ils osent me réclamer 350€ de soit disant trop perçu. Courriers, déplacements multiples, rien n'y fait, il me promettent de régler cela toutes les semaines et me baladent....

Le directeur d'agence fait toujours mine de ne pas comprendre. Insulte et méprise des demandeurs d'emplois par certains agents. Le pire étant l’air insolent d'une des dames (pourtant assez âgée) de l’accueil. Elle se permet de provoquer les gens et les menace ensuite de représailles et de radiation lorsque ceux ci poussés à bout haussent le ton.

Bref une agence peut respectueuse et inefficace, comparativement aux agences de Montpellier et Sète qui elles sont très professionnelles.",1,il y a 7 ans
POLE EMPLOI OULLINS-PE,Aucun,1,il y a 9 ans
POLE EMPLOI OULLINS-PE,"Un personnel parfois sympa, parfois expéditif, mais de grosses carences en termes de gestion des dossiers et surtout des paiements!
Je suis auto-entrepreneur depuis 4 mois, je dois faire mon actualisation sur le net comme tous les demandeurs chaque fin de mois, et fournir à l'agence une attestation déclarative de mon chiffre d'affaires. Ce pauvre papier est traité avec deux semaines de retard, soit 2 semaines + 4j (virement pole emploi déjà 2 fois plus long qu'un virement classique) de retard pour les versements d'allocations!
C'est juste minable et déplorable! Soit il faut recruter d'urgence des personnes compétentes, soit il faut d'urgence se sortir les doigts du c**!",1,il y a 9 ans
POLE EMPLOI PAMIERS-PE,"Une très mauvaise gestion, les gens sont incompétents, les salles sales, les gens ne savent pas répondre aux questions! Encore une fois, un très mauvais service de l'état. Merci",1,il y a 6 mois
POLE EMPLOI PAMIERS-PE,Bon accueil à chaque fois que je me suis présenté et serviable. Une étoile en moins pour des avis différents selon la personne à qui on s'adresse. Et le manque de discrétion.,4,il y a 6 mois
POLE EMPLOI PAMIERS-PE,Aucun,5,il y a 7 mois
POLE EMPLOI PAMIERS-PE,Vous Inquiete pas si je vous le dit final pour ma pomme pareil mes jours diminu sur mon espace client elle dit non non croyez moi moi sur. Mon écran ils diminu pas. On leur écris ils. Mettent 3 mois pour do ner la réponse eux envoyé t un courrier et ils te laisse 15j,1,il y a un an
POLE EMPLOI PAMIERS-PE,Aucun,1,il y a un an
POLE EMPLOI PAMIERS-PE,"Service inhumain , je venais déclarer le décés de mon épouse et la personne  qui ma recu ...ma demander avant toute chose sans m'écouté parler .../"" si j avais pris rendez -vous ,"" je pense que les personnes n'ont pas le niveau , ni la formation nécessaire  , il faut embaucher des gens et pas des robots humain  ! finalement la personne ne savait meme pas m'informer des demarches a suivre ...il est vrais qu'un robot humain reste un robot avant tout !",1,il y a 3 ans
POLE EMPLOI PAMIERS-PE,Bon accueil les employés  sont très  sympa,5,il y a 3 ans
POLE EMPLOI PAMIERS-PE,Aucun,4,il y a 4 ans
POLE EMPLOI PAMIERS-PE,Aucun,1,il y a 5 ans
POLE EMPLOI PAMIERS-PE,Aucun,5,il y a 5 ans
POLE EMPLOI PAMIERS-PE,"Catastrophique
Ne se donne même pas la peine d allumé l ordinateur !! Incompétent !!!",1,il y a 5 ans
POLE EMPLOI PAMIERS-PE,Aucun,5,il y a 5 ans
POLE EMPLOI PAMIERS-PE,Aucun,5,il y a 5 ans
POLE EMPLOI PAMIERS-PE,Super un vrai moment de bonheur,4,il y a 5 ans
POLE EMPLOI PAMIERS-PE,Aucun,2,il y a 5 ans
POLE EMPLOI PAMIERS-PE,Je. Ne. Cherche. Pas. De. Travail. Chez. Eux. Trop usine. A. Chomage il. Y. A. D autres. Solutions. Pour. Bosser. Croyers.   Mio. !!!,2,il y a 5 ans
POLE EMPLOI PAMIERS-PE,Aucun,5,il y a 5 ans
POLE EMPLOI PAMIERS-PE,Sympa . Personnel très accueillant et disponible.,5,il y a 5 ans
POLE EMPLOI PAMIERS-PE,Aucun,5,il y a 5 ans
POLE EMPLOI PAMIERS-PE,Aucun,5,il y a 5 ans
POLE EMPLOI PAMIERS-PE,Trop longue attente,1,il y a 5 ans
POLE EMPLOI PAMIERS-PE,Aucun,1,il y a 5 ans
POLE EMPLOI PAMIERS-PE,Aucun,3,il y a 5 ans
POLE EMPLOI PAMIERS-PE,Aucun,5,il y a 5 ans
POLE EMPLOI PAMIERS-PE,Quand on a besoin de conseils ne pas y aller ....,1,il y a 5 ans
POLE EMPLOI PAMIERS-PE,On peut se garer tkl ils sont  mis a disposition des jeunes gens pour nous orienter et nous aider dans nos démarche ses très appreciable,3,il y a 5 ans
POLE EMPLOI PAMIERS-PE,Aucun,1,il y a 6 ans
POLE EMPLOI PAMIERS-PE,Aucun,1,il y a 6 ans
POLE EMPLOI PAMIERS-PE,"Trop de paperasse, lent",2,il y a 6 ans
POLE EMPLOI PAMIERS-PE,Bon et gentil comportement du personnel,4,il y a 6 ans
POLE EMPLOI PAMIERS-PE,Aucun intérêt. Mis a part des rdv pour nous rabaisser. Merci de leur aide inutile,1,il y a 6 ans
POLE EMPLOI PARIS 1 2 3 4EME PAUL LELONG-PE,"Rabaissé, harcelé depuis 3 ans par un conseiller apparemment protégé par une personne de la direction, cette agence ne prend pas ses responsabilités et n'offre aucune alternative à ses ""clients"".",1,il y a un mois
POLE EMPLOI PARIS 1 2 3 4EME PAUL LELONG-PE,"Il n'y a plus de français dans ce pays comportement honteux!. Pôle emploi se nettoyer avant d'aller travailler !?
,et arrêter de changer de conseiller tous les4matin",1,il y a un mois
POLE EMPLOI PARIS 1 2 3 4EME PAUL LELONG-PE,"Une plainte dans un contexte plus approprié suivra sans doute.
Pour le moment il suffit de savoir qu'ils n'ont aucune compétence en communication, après 4 mois mon dossier est toujours incomplet et je dois faire un travail téléphonique constant pour obtenir des informations et débloquer le processus.
Lors d'une réunion physique, le conseiller est devenu ""physique"", j'ai subi une agression, une très mauvaise scène en plein bureau public.
Pole emploi n'est pas Starbucks, si vous ne l'aimez pas vous ne pouvez pas le changer, mais préparez-vous à ce qui vous attend.",1,il y a 3 mois
POLE EMPLOI PARIS 1 2 3 4EME PAUL LELONG-PE,Aucun,1,il y a 4 mois
POLE EMPLOI PARIS 1 2 3 4EME PAUL LELONG-PE,Bon accueil,4,il y a 11 mois
POLE EMPLOI PARIS 1 2 3 4EME PAUL LELONG-PE,Aucun,5,il y a un an
POLE EMPLOI PARIS 1 2 3 4EME PAUL LELONG-PE,Aucun,1,il y a un an
POLE EMPLOI PARIS 1 2 3 4EME PAUL LELONG-PE,"J'ai pour une fois une très bonne personne qui a pris en charge mon dossier car je suis RQTH et je ne trouve pas de travail ( au passage si vous avez un plan sur Paris) je sais faire bcp de choses de la vente au magasinage. C'est prêt du métro bourse ,les règles d'hygiène sont respectés.  Je reviens sur l'aide apporté avec bienveillance et souci réel de votre cas . J'ai la chance d'avoir une conseillère très bien qui a vue que j'étais pas du genre a attendre que l'on m'appelle, je prends rdv depuis mon espace personnel et tout se passe bien pour moi.  J'espère que pour vous ce sera pareil.",5,il y a un an
POLE EMPLOI PARIS 1 2 3 4EME PAUL LELONG-PE,Conseillés très désagréable... Tu t’inscris à PE en 2021 et tu ne peux toucher aucune aide car tu suis une formation à distance depuis 2019 qui n’a rien à voir avec ton parcours professionnel alors que j’ai travaillé 7 ans non stop... c’est degueulasse.,1,il y a 2 ans
POLE EMPLOI PARIS 1 2 3 4EME PAUL LELONG-PE,Aucun,5,il y a 2 ans
POLE EMPLOI PARIS 1 2 3 4EME PAUL LELONG-PE,Aucun,1,il y a 2 ans
POLE EMPLOI PARIS 1 2 3 4EME PAUL LELONG-PE,"Les horaires sont magnifiques !!!
Bravo très pratique !!!
Et que dire de l'accueil  aucune amabilité  beaucoup de personnel mais qui font absolument  rien l'inertie  totale .
Comme quoi même à Paris cest mal géré",1,il y a 3 ans
POLE EMPLOI PARIS 1 2 3 4EME PAUL LELONG-PE,Peu réactif,3,il y a 3 ans
POLE EMPLOI PARIS 1 2 3 4EME PAUL LELONG-PE,Bravo vous avez reussi même a inventer des faux emplois mais précaires aussi. Vraiment le pays des nuls,5,il y a 3 ans
POLE EMPLOI PARIS 1 2 3 4EME PAUL LELONG-PE,Aucun,1,il y a 3 ans
POLE EMPLOI PARIS 1 2 3 4EME PAUL LELONG-PE,Aucun,1,il y a 3 ans
POLE EMPLOI PARIS 1 2 3 4EME PAUL LELONG-PE,"""Bonjour je cherche du travail""
- Faut regarder sur le site
voila le boulot en 2020",1,il y a 3 ans
POLE EMPLOI PARIS 1 2 3 4EME PAUL LELONG-PE,"Bonne organisation, peu d'attente, personnel sérieux et professionnel.",5,il y a 4 ans
POLE EMPLOI PARIS 1 2 3 4EME PAUL LELONG-PE,Parasite humain,1,il y a 4 ans
POLE EMPLOI PARIS 1 2 3 4EME PAUL LELONG-PE,Probablement la meilleure agence de Paris. Propre et spacieuse. Les personnes à l'acceuil étaient souriantes.,5,il y a 4 ans
POLE EMPLOI PARIS 1 2 3 4EME PAUL LELONG-PE,NUL LR REPONDEUR MARCHE PAS LES DEBILS,1,il y a 5 ans
POLE EMPLOI PARIS 1 2 3 4EME PAUL LELONG-PE,Aucun,5,il y a 5 ans
POLE EMPLOI PARIS 1 2 3 4EME PAUL LELONG-PE,Aucun,1,il y a 5 ans
POLE EMPLOI PARIS 1 2 3 4EME PAUL LELONG-PE,A l'écoute,3,il y a 5 ans
POLE EMPLOI PARIS 1 2 3 4EME PAUL LELONG-PE,Aucun,1,il y a 5 ans
POLE EMPLOI PARIS 1 2 3 4EME PAUL LELONG-PE,Aucun,5,il y a 5 ans
POLE EMPLOI PARIS 1 2 3 4EME PAUL LELONG-PE,Top,5,il y a 6 ans
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,Aucun,5,il y a un mois
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,C'est triste!,1,il y a 4 mois
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,une blague,1,il y a 4 mois
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,"Très bien reçu par mon conseiller. Il a fait des pieds et des mains pour m'expliquer, comprendre, synthétiser... Je vois mal ce qu'il aurait pû faire de plus. Vraiment agréablement surpris. Merci !",5,il y a 5 mois
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,Au téléphone avec la conseillère Sophie d’une écoute et d’un professionnalisme incroyable il en faudrait plus des personnes comme elle .,5,il y a 5 mois
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,"Ce pôle emploi est médiocre, imcompetence, surtout des conseillés qu il ne faut surtout pas déranger, on se demande ce qu ils font à pôle emplois, laissez votre place ,d autres attendent pour travailler. Les réponses soit disant dans les 48h, pour une réclamation  ba rien aucune réponse !!
Aucune fibre , cette agence est minable avec des pseudos conseillés complètement à côté, même pas le bac, du cap !! je pèses mes mots !!",1,il y a 5 mois
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,I went to appointment,3,il y a 6 mois
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,"Je souhaite du courage aux personnes s'inscrivant auprès de cette agence. Autant vous pourrez tomber sur des perles avec un suivi exemplaire qui vous aident et vous conseillent jusqu'au bout, autant, vous pourrez tomber sur des personnes peu aidant, pas à l'écoute avec qui il faudra vous armer de patience et bien suivre vos demandes et démarches par vous-même.",2,il y a 6 mois
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,"Pôle emploi médiocre, personne pour prévenir quand les conseillers par en vacances, les dossiers sont mal traités, à fuir, j’ai pas eu de chance d’être tombé sur cette agence si jamais vous déménagez dans le 10 eme, svp ne mettez pas votre nouvelle adresse gardez votre agence, y’a pas pire que celle du 10 eme.",1,il y a 9 mois
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,Une honte aucune imprimante qui marche jamais de papier si je pouvais mettre zéro ça serait avec plaisir.,1,il y a un an
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,"Service rapide, aimable et efficace!",5,il y a un an
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,Très bien,5,il y a un an
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,Aucun,5,il y a un an
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,"La plupart (pas tous) ne connaissent pas leurs travail et y sont juste pour passer le temps, j'y vais pour modifier ma déclaration mensuelle, la dame n'y arrive pas et commence à devenir désagréable, elle part voir une des ses collègues sans me dire quoi que se soit et reviens 20 minutes après, pour me dire que c'est pas possible, j'ai du partir pour revenir un autre jour ou j'espère trouver quelqu'un qui connaît son travail",1,il y a un an
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,Aucun,1,il y a un an
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,0/10 J'appelle depuis 9h on m'a répondu et raccroché dessus 2 fois alors que le temps d'attente est de minimum 15 min à chaque fois! J'ai demandé à ce qu'on me rapl dans les 2h ça n'a pas été fait! Nous sommes en crise sanitaire et ils préfèrent que les gens ce déplace en agence directement c'est incroyable,1,il y a 2 ans
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,Aucun,1,il y a 2 ans
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,"Wow c'est la première fois de ma vie que je suis à Pôle emploi et ces gens sont incroyables ! Je ne comprends pas tellement pourquoi il y a autant de critiques vis à vis de cette institution..

Les conseillers que j'ai eu sont adorables. Il y a beaucoup de formations et d'opportunités.. J'ai rien à redire à part que ces gens sont formidables :)

L'accompagnement qu'ils proposent est loin d'être poussièreux ! Pour la création d'entreprise ils proposent des ateliers en design thinking, et c'est vraiment efficace et motivant. Franchement un grand merci !

Les seuls problèmes que je rencontre sont liés au site web qui bug de temps en temps. Mais humainement et du côté de l'accompagnement fourni c'est un sans faute pour l'instant :)",5,il y a 2 ans
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,Aucun,5,il y a 2 ans
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,"Unskilled staff... I went there 3 times but my purpose not served, finally they gave an appointment and the day I reached, there was an notice -""We closed today exceptionally"".
What a silly joke!!",2,il y a 3 ans
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,"Le personnel de l agence sont  sympathiques ,le vigile aussi .",4,il y a 3 ans
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,Service très mauvais,1,il y a 3 ans
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,"Accueil et orientation très bonne de l'agent de sécurité, personnel d'Accueil efficace, conseillère pôle emploi à l'écoute du projet professionnel et facilitatrice dans les démarches. Je recommande.",5,il y a 4 ans
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,Très sale,1,il y a 4 ans
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,"un turn over incroyable, jamais le même conseiller. Ils ont plus de pb que nous avec leur poste.",1,il y a 4 ans
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,D'une incompétence incroyable!,1,il y a 4 ans
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,Je vous le déconseille très désagréable sincèrement un service vraiment médiocre,1,il y a 4 ans
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,Accueil très agréable. Efficace et tres rapide pour un dépôt de dossier allocation chômage.  Les agents me semble  très compétant,5,il y a 4 ans
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,Aucun,1,il y a 5 ans
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,Aucun,5,il y a 5 ans
POLE EMPLOI PARIS 10EME VICQ D'AZIR-PE,Aucun,4,il y a 6 ans
POLE EMPLOI PERIGUEUX LITTRE-PE,Aucun,5,il y a un jour
POLE EMPLOI PERIGUEUX LITTRE-PE,Aucun,5,il y a 4 mois
POLE EMPLOI PERIGUEUX LITTRE-PE,Aucun,4,il y a 9 mois
POLE EMPLOI PERIGUEUX LITTRE-PE,La communication et la gestion sont catastrophiques.,1,il y a 11 mois
POLE EMPLOI PERIGUEUX LITTRE-PE,Bravo,4,il y a 11 mois
POLE EMPLOI PERIGUEUX LITTRE-PE,Aucun,3,il y a un an
POLE EMPLOI PERIGUEUX LITTRE-PE,"J'ai changé un grand nombre de fois de conseillé sans savoir pourquoi. Dès qu'on envoie un mail pour poser une question on a comme réponse un truc déjà tout fais. Je ne suis pas un robot. Vous êtes payé pour conseiller les gens alors faites le correctement s'il vous plaît.
Cordialement.",1,il y a un an
POLE EMPLOI PERIGUEUX LITTRE-PE,Guignols,1,il y a un an
POLE EMPLOI PERIGUEUX LITTRE-PE,Aucun,1,il y a 2 ans
POLE EMPLOI PERIGUEUX LITTRE-PE,Aucun,1,il y a 2 ans
POLE EMPLOI PERIGUEUX LITTRE-PE,Aucun,1,il y a 2 ans
POLE EMPLOI PERIGUEUX LITTRE-PE,"Si vous devez leur écrire faites le en recommandé avec accusé réception, car ils ont tendance à perdre les courriers envoyés ou remis en main propre.
Mon amie en a fait la triste expérience.",1,il y a 3 ans
POLE EMPLOI PERIGUEUX LITTRE-PE,Mon femme a pris 3 fois le rendez vous et très fois été annulée par la conseillère,1,il y a 3 ans
POLE EMPLOI PERIGUEUX LITTRE-PE,Aucun,1,il y a 3 ans
POLE EMPLOI PERIGUEUX LITTRE-PE,Aucun,1,il y a 4 ans
POLE EMPLOI PERIGUEUX LITTRE-PE,"Ils sont bien gentils mais j y suis allé 3 fois, et 3 fois on m'a répondu des âneries. Gros préjudice...",1,il y a 4 ans
POLE EMPLOI PERIGUEUX LITTRE-PE,Aucun,1,il y a 5 ans
POLE EMPLOI PERIGUEUX LITTRE-PE,repondez o fone,1,il y a 5 ans
POLE EMPLOI PERIGUEUX LITTRE-PE,Aucun,2,il y a 6 ans
POLE EMPLOI PERIGUEUX LITTRE-PE,travaille 10 jours j'ai envoyer fiche de paie a bordeaux le 12 11 2012 aujourd'hui nous  sommes le 21 11 2012 et toujours pas d'indemnisation de pole emploi et les ennuis commence,2,il y a 10 ans
POLE EMPLOI POINT RELAIS DE BOLBEC-PE,De pire en pire radie pour soit disant un rendez vous loupé hors je suis arrivé 30 mn en avance des qui faut sortir de l'argent pour les gens sa les radie vite fait et ba je suis pas là de reprendre un emploi je vous le dit,1,il y a 2 semaines
POLE EMPLOI POINT RELAIS DE BOLBEC-PE,"Quand on est pas capable de calculer un complément sur 6 mois et qu'on me réclame 3000 de trop perçu .
Des incompétents voilà ce que vous êtes et le pire c'est que ce n'est pas la première fois que ça arrive.
Avec une actualisation faite tout les mois et bulletins de salaire fournis , je ne comprends pas comment une telle erreur peut être faites .c'est lamentable 😡",1,il y a 4 semaines
POLE EMPLOI POINT RELAIS DE BOLBEC-PE,Aucun,5,il y a 2 mois
POLE EMPLOI POINT RELAIS DE BOLBEC-PE,Aucun,4,il y a 3 mois
POLE EMPLOI POINT RELAIS DE BOLBEC-PE,"Équipe performante, humaine, courtoise et à l'écoute",5,il y a 4 mois
POLE EMPLOI POINT RELAIS DE BOLBEC-PE,Aucun,5,il y a 9 mois
POLE EMPLOI POINT RELAIS DE BOLBEC-PE,"Je me suis rendue lundi matin, dans cette agence,trés bon accueil, et bien dirigée vers mes démarches. Je vous souhaite de bonnes fêtes de fin d'année.",5,il y a un an
POLE EMPLOI POINT RELAIS DE BOLBEC-PE,Bonjour apre plusieur apel a pole emploi de lillebonne je nes jamai etait dessue très poli et courtois merci a vous pole emploi,5,il y a 3 ans
POLE EMPLOI POINT RELAIS DE BOLBEC-PE,"Je suis venu il y a 1 mois pour un entretien, j'ai été très décus par la femme de pôle emploi qui m'a reçus ! Accueil froid, questions maladroites, et ne sait pas resté neutre aux expressions du visage quand vous expliquez votre situations. J'ai eu l'impression de dégoûté !
Heureusement qu'il reste encore des gens sympathique !",2,il y a 3 ans
POLE EMPLOI POINT RELAIS DE BOLBEC-PE,"Dans l'ensemble assez satisfait, bonne équipe, mis à part une employée qui se permet de vous "" gronder "" parce que vous ne répondez pas au téléphone ... Nous avons une vie aussi à côté, nous n'avons pas le téléphone H24 dans la poche ;)
Ma conseillère a été efficace quand j'ai eu besoin, dans le cadre d'une reconversion, j'ai eu tous les conseils nécessaires et infos que j'attendais.
Et aussi les indemnités m'ont bien aidé quand j'étais sans emploi.",4,il y a 4 ans
POLE EMPLOI POINT RELAIS DE BOLBEC-PE,Appel pole emploi conseillere désagréable raccroche au nez pourtant j ai ete tres polie avec elle appel concernant l aide a mobilité. Impossible de joindre notre conseillère personnel sauf par mail j attend tjs mon rendez vous depuis 15 jours maintenant.,1,il y a 4 ans
POLE EMPLOI POINT RELAIS DE BOLBEC-PE,Aucun,3,il y a 4 ans
POLE EMPLOI POINT RELAIS DE BOLBEC-PE,Aucun,5,il y a 5 ans
POLE EMPLOI POINT RELAIS SAINT MAGNE-PE,J aimerais joindre la conseillère mais impossible de d avoir un contact direct !! Pour avoir des  renseignements par téléphone !! Ne pouvant pas me déplacer.,1,il y a un mois
