Description;accueil;Description_2;Description_3;clusters
les personnels sont accueillants et a l ecoute  ils aident et donnent des conseils utiles sur les dossiers  les formations  les recherches d emploi ;1;['personnel', 'aident', 'donnent', 'util', 'doss', 'format'];personnel aident donnent util doss format;1
rien ne fonctionne  complexe conseillers qui vendent leur produit pour prouver qu ils servent a qlq chosegros budget pour peu de resultatsquand le gouvernement va reagir et fermer ces etablissements qui coutent tres cherje remercie les agences d interim ;1;['vendent', 'produit', 'prouv', 'qlq', 'chosegros', 'budget', 'resultatsquand', 'gouvern', 'reag', 'ferm', 'etabl', 'coutent', 'cherj', 'agenc', 'interim'];vendent produit prouv qlq chosegros budget resultatsquand gouvern reag ferm etabl coutent cherj agenc interim;0
le 19 avril 2017  j ai ete licencie de mon poste d hotesse d accueil en entreprise sans preavis et sans procedureje me suis inscrite au pole emploi d asnieres sur seine le en avril 2017 de la ville d asnieres sur seinele pole emploi a refuse de finaliser la procedure dama qui permet la transmission de mon actualisation au pole emploi pour le versement de mes indemnites de chomage tout les mois  j ai ete oblige de reclamer a l accueil une attestation d actualisation que j envoyais moi meme par e mail au gestionnaire de la reunion des musees nationaux  les delais de versement de mes indemnites de chomage n etaient pas respectes  le pole emploi ne me remettait pas d attestation de versement de mon chomage  j ai ete accueilli a chaque fois comme une personne etrangere et en situation d irregularites  j ai ete denigre suite a mon demenagement vers la ville de capesterre belle eau  le pole emploi m a informe que la transmission de mon dossier vers la guadeloupe prendrait plus d une annee le pole emploi de capesterre belle eau a dit que j etais inscrite au pole emploi depuis le 13 fevrier 2018  je me suis toujours actualise dans les delais  le pole emploi a modifie a plusieurs reprises ma date d inscription au pole emploi le pole emploi de capesterre belle eau a refuse de l accorder l aide a l obtention du permis de conduire  le pole emploi a refuse de me remettre l entierete de mes indemnites de chomage salarie le pole emploi a refuse de me remettre mes indemnites d artiste auteur pour mon activite de creatrice textileplusieurs demandes de formation m ont ete refuse ;1;['19', '2017', 'licenc', 'hotess', 'preav', 'procedurej', 'inscrit', 'asni', 'sein', '2017', 'asni', 'seinel', 'procedur', 'indemn', 'chomag', 'reclam', 'attest', 'e', 'gestionnair', 'mus', 'national', 'indemn', 'chomag', 'respect', 'remet', 'attest', 'chomag', 'person', 'etrang', 'irregular', 'denigr', 'demenag', 'capesterr', 'eau', 'doss', 'guadeloup', 'prendr', 'capesterr', 'eau', 'inscrit', '13', '2018', 'capesterr', 'eau', 'accord', 'obtent', 'conduir', 'remettr', 'entieret', 'indemn', 'chomag', 'remettr', 'indemn', 'artist', 'auteur', 'creatric', 'textileplusieur', 'format'];19 2017 licenc hotess preav procedurej inscrit asni sein 2017 asni seinel procedur indemn chomag reclam attest e gestionnair mus national indemn chomag respect remet attest chomag person etrang irregular denigr demenag capesterr eau doss guadeloup prendr capesterr eau inscrit 13 2018 capesterr eau accord obtent conduir remettr entieret indemn chomag remettr indemn artist auteur creatric textileplusieur format;0
je suis un senior de 58 ans qui a souhaite devenir autoentrepreneur apres son licenciement fin mars  j ai sollicite a plusieurs reprises mon conseiller pole emploi pour m aider dans mes demarches   pas le temps de me recevoir  j ai commis une erreur en construisant mon dossier qui aurait pu etre eviter si j avais beneficie de l aide demandee  j ai trouve une mission suite a 4 entretiens avec une societe de prestations dans le cadre de ma nouvelle entreprise  celle ci  debutera debut mai prochain  il est important d etre soutenu dans la premiere periode de chomage car cela determine son investissement personnel et sa politique de recherche d emploi  l humain est important pour affronter l epreuve du chomage  internet ne suffit pas     ;1;['senior', '58', 'deven', 'autoentrepreneur', 'licenc', 'demarch', 'comm', 'construis', 'doss', 'benefic', 'soutenu', 'chomag', 'determin', 'invest', 'personnel', 'affront', 'epreuv', 'chomag', 'internet', 'suff'];senior 58 deven autoentrepreneur licenc demarch comm construis doss benefic soutenu chomag determin invest personnel affront epreuv chomag internet suff;-1
bonjour j ai eu recemment un rendez vous avec ma nouvelle conseillere pole emploi  avant meme de l avoir rencontre j avais une tres grosse apprehension sur le fait qu elle ne serait pas capable de repondre a mes questions  ni meme de trouver des solutions a mon changement de situation professionnel mais au final  une tres belle rencontre  elle a ete attentive  encourageante  pleine de bons conseils que je suis a la lettre  elle m a bien remotivee et relancer gout a mon projet  pour tout cela merci  ;1;['recent', 'gross', 'apprehen', 'capabl', 'solut', 'encourag', 'remot', 'gout'];recent gross apprehen capabl solut encourag remot gout;0
je suis venu avoir de l aide au pole emploi 7 collines pour pouvoir de reinscrire chez pole emploi car j ai ete radie suite a l expiration de mon titre de sejour  j ai ete accueilli par un jeune service civique qui m a bien explique la raison de ma radiation et qui ma aide a pouvoir me reinscrire j en suis satisfait ;1;['venu', 'collin', 'reinscr', 'expir', 'sejour', 'jeun', 'servic', 'civiqu', 'reinscr', 'satisf'];venu collin reinscr expir sejour jeun servic civiqu reinscr satisf;0
bonjour je tenais a raconter une experience que j ai vecu avec pole emploi  c est un accompagnement dans le cadre d un programme de groupe qui nous a emmene a reflechir a comment se reprendre en charge afin d aller de l avant en d autre termes comment etre resilient et reussir a rebondir  on a ete accompagnes par un psychologue du travail et une conseillere  l evolution est tres interessante et m a enormement aide a voir les choses du bon cote afin de reprendre confiance en moi et d aller de l avant en depassant les prejuges  on etait le premier groupe a tester cela et j espere que d autres personnes pourront en beneficier ;1;['ten', 'racont', 'programm', 'group', 'emmen', 'reflech', 'resilient', 'reuss', 'rebond', 'psychologu', 'evolu', 'depass', 'prejug', 'group', 'test', 'person', 'pourront'];ten racont programm group emmen reflech resilient reuss rebond psychologu evolu depass prejug group test person pourront;-1
apres la perte de mon emploi  j ai ete tres bien conseillee et suivie par le pole emploi de la ville de lunel  ma conseillere ainsi que toute l equipe ont ete remarquables  ils font un travail extraordinaire  en termes d aide pour une resilience personnelle  ou au niveau des formations qu ils proposent  il est important de notifier ;1;['lunel', 'equip', 'remarqu', 'extraordinair', 'resilient', 'personnel', 'format', 'proposent'];lunel equip remarqu extraordinair resilient personnel format proposent;1
tres bonne experience  une conseillere a l ecoute et tres reactive a toutes mes interrogations et besoins  ;1;['reactiv', 'interrog'];reactiv interrog;-1
la plupart du temps  l image de pole emploi et de ses conseillers est plutot percue negativement  apres un job saisonnier  je suis allee deposee mon certificat de travail chez pole emploi et le conseiller qui m a recu m a propose d integrer un dispositif de 3 mois nomme  club cadres   consecutivement a une seance d information et un entretien pour valider l integration  j ai ete membre de ce groupe durant 3 mois lors des rdv hebdomadaires  les conseillers nous faisaient travailler cv  lettres de motivation  entretien de recrutement  nous avons egalement aborde les nouvelles techniques de recrutement  rencontre des professionnels   entreprises et aussi cabinet rh afin de faire un 360  du marche du travail  au sein du club  6 participants sont retournes a l emploi et les autres sont remobilises  confiants cette experience permet de sortir de l isolement  de la devalorisation du fait du non emploi et complete parfaitement le dispositif propose par exemple par l apec  certes cela demande une reel investissement des conseillers et des membres du club entre chaque seance  et c est ce qui en fait la richesse et l efficacite ;1;['plupart', 'imag', 'job', 'saison', 'certificat', 'integr', 'nomm', 'club', 'cadr', 'consecut', 'seanc', 'integr', 'membr', 'group', 'rdv', 'hebdomadair', 'abord', 'techniqu', 'cabinet', 'rh', '360', 'sein', 'club', 'remobil', 'conf', 'isol', 'devalor', 'apec', 'cert', 'invest', 'membr', 'club', 'seanc', 'richess', 'efficac'];plupart imag job saison certificat integr nomm club cadr consecut seanc integr membr group rdv hebdomadair abord techniqu cabinet rh 360 sein club remobil conf isol devalor apec cert invest membr club seanc richess efficac;0
depuis plus de 8 mois  je cherche du travail  je postule tous les jours et rien  j ai recu un courrier pour appeler la ligne verte  apres 3 jours j ai recu un appel d une conseillere pole emploi courbessac qui m a donner rendez vous ce vendredi 13  en arrivant  j ai ete surprise  je m attendais pas a ca   une femme incroyable  a l ecoute  qui a de suite pris en compte ma situation en m aidant a la recherche d emploi  j ai meme un rendez vous avec un employeur pour un entretien d embauche  je croise les doigts  la seule chose que j ai a dire c est que ma conseillere est en quelque sorte mon ange gardien  merci pour tout du fond du cur  aujourd hui je partage mon experience et j en suis tres contente  ne baissez jamais les bras  tot ou tard a force de persuasion vos efforts finiront par etres recompenses ;1;['courr', 'vert', 'courbessac', 'vendred', '13', 'arriv', 'attend', 'femm', 'compt', 'employeur', 'crois', 'doigt', 'ange', 'gardien', 'fond', 'cur', 'partag', 'content', 'baiss', 'bras', 'tot', 'persu', 'effort', 'recompen'];courr vert courbessac vendred 13 arriv attend femm compt employeur crois doigt ange gardien fond cur partag content baiss bras tot persu effort recompen;0
apres mon deuxieme emploi je suis tombee dans le chomage  j ai essaye par mes moyens de chercher un travail  je n y suis pas arrivee malgre ma motivation je suis restee dans cette situation pendant pres de 9 mois  et un jour  en allant a pole emploi  une agente d accueil m a conseille de m inscrire a l accompagnement intensif pour les jeunes  je me suis inscrite  j ai tres vite eu un rendez vous  j ai eu un rendez vous a l agence de pole emploi des 7 collines a nimes  la personne a bien pris le temps de m ecouter  elle m a conseillee et elle m a aidee dans mes demarches puisque qu elle prenait souvent contact avec moi et me donner de nombreux rendez vous  et en moins de 2 mois j ai eu un poste  donc je suis tres satisfaite de cet accompagnement ;1;['chomag', '9', 'allant', 'agent', 'inten', 'jeun', 'inscrit', 'agenc', 'collin', 'nim', 'person', 'demarch', 'pren', 'contact', 'satisf'];chomag 9 allant agent inten jeun inscrit agenc collin nim person demarch pren contact satisf;-1
moi qui n avais pas confiance en moi  et qui etait pessimiste sur tout  j ai appris que rien n est impossible grace a mon accompagnement jeune et a ma conseillere  et qu il faut croire en soi et en ses projets  avec l envie et la motivation on peut faire beaucoup de choses grace a ma conseillere j ai pu me lancer dans une vae pour valider mon bac et par la suite pourquoi pas obtenir un bts je suis tres satisfaite de mon accompagnement ;1;['pessim', 'appris', 'jeun', 'soi', 'lanc', 'bac', 'bt', 'satisf'];pessim appris jeun soi lanc bac bt satisf;0
mon experience est vraiment tres enrichissante  ma conseillere a su m accompagner pour toutes les demarches en lien avec ma formation  donc tout s est enchaine tres rapidement  decouvrir le monde de l aeronautique en seulement un mois c est possible  malgre un rythme tres intensif et des revisions tous les jours  je suis impatiente d etre sur le terrain  encore merci a ma conseillere ;1;['enrich', 'demarch', 'lien', 'format', 'enchain', 'decouvr', 'aeronaut', 'rythm', 'inten', 'rev', 'impatient', 'terrain'];enrich demarch lien format enchain decouvr aeronaut rythm inten rev impatient terrain;-1
ma conseillere a vraiment ete tres a l ecoute et m a beaucoup aide  elle a su me conseiller comme il le fallait pendant les 6 mois d accompagnement elle a toujours ete la pour repondre a mes questions ;1;[];;-1
j ai travaille pendant 2 ans dans un foyer d hebergement pour personne agee autonome  je travaillais de nuit a gerer et veiller a la securite de plus d une centaine de residents alors que j etais toute seule  une nuit  une residente a mis fin a ses jours en sautant de son balcon   5eme etage   alors que je me trouvais a quelques metres lors de sa chute  a la suite de cet incident j ai donne ma demission en aout 2019  je m inscris donc a pole emploi meme si je sais que j ai une carence de 4 mois suite a ma demission nous sommes aujourd hui en fevrier 2020 et a cette heure je n ai plus aucune rentree d argent  je devais passer fin janvier en commission paritaire mais on m a annonce que la commission n avait pas pu decider sur mon dossier et souhaitait savoir si j avais travaille au mois de janvier  le comble de poser ce genre de question alors que vous n avez aucun moyen de vous deplacer  j ai des retards de loyer  des retards de factures et la seule chose qu on ose me dire   fallait pas demissionner  tant que pole emploi n a pas officiellement rejete mon dossier  je ne peux acceder au rsa je ne comprends pas pourquoi blamer des gens qui ont travaille et cotise pour ce qui leur revient de droit  une envie intense de quitter ce monde   ;1;['foi', 'heberg', 'person', 'autonom', 'nuit', 'veil', 'secur', 'centain', 'resident', 'nuit', 'resident', 'saut', 'balcon', '5em', 'etag', 'metr', 'chut', 'incident', 'demiss', '2019', 'inscris', 'carenc', 'demiss', 'argent', 'commiss', 'paritair', 'commiss', 'decid', 'doss', 'combl', 'pos', 'retard', 'retard', 'ose', 'demiss', 'officiel', 'doss', 'rsa', 'blam', 'revient', 'inten', 'quitt'];foi heberg person autonom nuit veil secur centain resident nuit resident saut balcon 5em etag metr chut incident demiss 2019 inscris carenc demiss argent commiss paritair commiss decid doss combl pos retard retard ose demiss officiel doss rsa blam revient inten quitt;0
je voulais temoigne de mon histoire  ma conseillere pole emploi a ete formidable  elle s est demener pour m aider et j ai pu retravailler grace a elle  merci;1;['temoign', 'histoir', 'formid', 'demen', 'retravaill'];temoign histoir formid demen retravaill;0
la caf m annonce que j ai eu un trop percu  pas la premiere fois     suite a un soit disant paiement de pole emploi en complement de mon salaire  j avertis la caf que je n ai pas touche le montant qu ils mentionnent  ils me renvoient vers pole emploi qui m indique les sommes recus et ne figure pas le montant mentionne par pole emploi  reponse de la caf ce montant n apparait pas car ce serait un trop percu du mois precedent  rebelotte et retour a pole emploi qui stipule dans un nouveau document qu il n y a eu aucun trop percu ces 3 dernieres annees  document depose en main propre a l agent de guichet qui consulte le document puis me dit de le mettre dans la boite dediee  resultat 5 jours apres je recois sur mon espace un message disant que ma demande a ete traitee  au final rien ne change sur mes droits je leur doit toujours deux mois d allocation logement  je viens de finir de les rembourser  depuis ce jour j ai decide de ne plus declarer mes revenus afin de ne rien toucher de leur part que ce soit les apl ou la prime d activite  j ai egalement pas divulguer les coordonnees bancaires de mon bailleur afin qu il ne percoit rien et que je paye mon loyer dans la totalite  c est navrant d en arriver la mais j ai perdu patience avec la caf a devoir prouver des informations qu ils pourraient consulter via le pole emploi ;1;['caf', 'pai', 'compl', 'salair', 'avert', 'caf', 'mentionnent', 'renvoient', 'recus', 'figur', 'repon', 'caf', 'appar', 'rebelott', 'stipul', 'docu', 'docu', 'main', 'propr', 'agent', 'guichet', 'docu', 'ded', 'alloc', 'log', 'rembour', 'declar', 'revenus', 'apl', 'divulgu', 'bancair', 'bailleur', 'percoit', 'pay', 'total', 'navr', 'patienc', 'caf', 'prouv'];caf pai compl salair avert caf mentionnent renvoient recus figur repon caf appar rebelott stipul docu docu main propr agent guichet docu ded alloc log rembour declar revenus apl divulgu bancair bailleur percoit pay total navr patienc caf prouv;0
efficacite de la conseillerereponse claire du service indemniteles applications pole emploi sont tres performantes ;1;['efficac', 'conseillererepon', 'servic', 'indemnitel', 'perform'];efficac conseillererepon servic indemnitel perform;1
pour mon inscription chez pole emploi  j ai eu droit a un accueil exemplaire  un service rapide avec des jeunes qui sont bien a l ecoute bravo  ;1;['exemplair', 'servic', 'jeun'];exemplair servic jeun;0
inscrite a pole emploi depuis un an  je n ai rencontre mon conseiller qu une fois j ai du le joindre deux fois par mail pour des renseignements et a la fin de mes deux conversations telephoniques  mon conseiller me dit    je vais vous envoyer une synthese de l entretien  mais de quel entretien parle t il   si je ne l avais pas contacte  jamais il n aurait pu remplir ses statistiques  je me demene pour trouver une formation je lui envoie un mail pour l en informer  il me rappelle et me dit  bon a quelle session souhaitez vous vous inscrire     je lui reponds  c est bon je suis en contact directement avec l organisme de formation  je verrais avec eux pour l inscription a la session   il me repond que l objectif c est qu il me place  j effectue toutes mes demarches seules et c est le conseiller qui va en retirer les lauriers en disant a son administration qu il m a place si je reprends ses termes  c est honteuxa part  vanter le site internet pole emploi  les conseillers n apportent rien en terme de conseils  de recherche sur notre secteur d activite  etc  la preuve apres un an de recherche  je suis toujours a la recherche d un emploi avec un seul rendez vous  je me pose vraiment la question de savoir si tous les conseillers pole emploi conseillent les demandeurs d emploi de la meme facon ;1;['inscrit', 'synth', 'contact', 'statist', 'demen', 'format', 'session', 'contact', 'format', 'verr', 'session', 'object', 'demarch', 'ret', 'laur', 'administr', 'reprend', 'vant', 'internet', 'apportent', 'conseillent'];inscrit synth contact statist demen format session contact format verr session object demarch ret laur administr reprend vant internet apportent conseillent;-1
j ai eu rendez vous avec une conseillere a l ecoute  agreable souriante et surtout comprehensible elle a su me comprendre et cela m a donner encore plus confiance en moi pour realiser mon projet professionnel je suis tres satisfaite de mon entretien  j ai obtenue des solutions et des reponses a mes questions je tiens a lui adresser un grand merci et a la feliciter pour son travail et son ecoute ;1;['sour', 'comprehensibl', 'satisf', 'obtenu', 'solut', 'repon', 'felic'];sour comprehensibl satisf obtenu solut repon felic;0
suite a une demission en juillet 2019  j ai voulu trouver le moyen d ouvrir mes droits au chomage pour pouvoir faire une formation pole emploi m a guidee tout du long de mon parcours tout d abord en me proposant d effectuer un travail saisonnier ce qui me permettait d ouvrir mes droits au chomage  suite a cette emploi qui a dure 8 mois  de aout 2019 a mars 2020   j ai donc pu obtenir les aides au retour a l emploi et realiser mon projet de reconversion professionnelle pole emploi m a guidee dans mon choix de centre de formation  puis dans les aides de financement  grace a un rendez vous avec un psychologue sur place  j ai pu confirmer mon choix de me former en tant qu assistante comptable  les demarches entre pole emploi et le centre de formation on ete tres complique car il y a peu de communication entre les deux  mais avec acharnement  j ai pu debuter ma formation en septembre 2020 et etre finalement embauche dans un cabinet comptable en tant que secretaire comptable ma conseillere pole emploi a ete tres presente toute au long de mon parcours et tres reactive  j ai eu beaucoup de chance de l avoir et elle m a permis d avancer rapidement et efficacement sur mon projet meme si ca a prit du temps  mais au bout d un parcours de reconversion qui a prit 1 an et demi  j ai enfin pu atteindre mon objectif  ;1;['demiss', 'juillet', '2019', 'chomag', 'format', 'guid', 'abord', 'saison', 'chomag', '2019', 'reconver', 'guid', 'format', 'financ', 'psychologu', 'confirm', 'comptabl', 'demarch', 'format', 'acharn', 'format', 'cabinet', 'comptabl', 'secretair', 'comptabl', 'reactiv', 'efficac', 'prit', 'reconver', 'prit', 'dem', 'atteindr', 'object'];demiss juillet 2019 chomag format guid abord saison chomag 2019 reconver guid format financ psychologu confirm comptabl demarch format acharn format cabinet comptabl secretair comptabl reactiv efficac prit reconver prit dem atteindr object;0
j avais demande par courrier en lr avec ar en date de mi avril 2021 un rendez vous avec un conseiller pole emploi ou le directeur afin d avoir des explications fiables  exactes  sures et non approximatives sur le montant alloue en allocation de chomage pour la periode du 01 04 a mi mai 2021 puisque des mi mai j ai retrouve moi meme un emploi durant ce temps pas un appel d un conseiller  ni meme d une eventuelle proposition de formation ou encore pour connaitre le pourquoi du comment de la perte d emploi durant ce mois et 9 jours de chomage  j ai appele le 3949 pratiquement tous les jours et a chaque fois les explications et les informations etaient differentes de la veilles   c est quand meme fou   bravo a l algorithme utilise par pole emploi  voir article de france inter du 02 11 2019 de lea guedj    n arrivant pas a avoir de bons conseils et explications  je me suis rendu par 2 fois directement au pole emploi cristallerie  tous cela pour rien  le conseiller m a endormi avec des explications a dormir debout et qui en plus m a pris de haut   conclusions du probleme    nous sommes le 27 07 et toujours aucune nouvelle du pole emploi pour ces fameuses explications   j ai fait plusieurs relance pour enfin avoir de vraies explications sur le versement bizarrement calcule de mon allocation de chomage  j ai meme transmis mes courriers et mes demandes a mme la deputee de nancy pour qu elle puisse intervenir  il m a ete repondu d une maniere laconique et  bateau  qu elle comprenait la situation et que j allais etre contacte prochainement    nous sommes quand meme le 27 07  4 mois  et toujours rien    bravo ;1;['courr', 'lr', 'ar', 'mi', 'directeur', 'fiabl', 'exact', 'approxim', 'allou', 'alloc', 'chomag', '01', '04', 'mi', 'mi', 'eventuel', 'format', 'connaitr', '9', 'chomag', '3949', 'pratiqu', 'veil', 'fou', 'algorithm', 'articl', 'inter', '02', '11', '2019', 'guedj', 'arriv', 'cristall', 'endorm', 'dorm', 'debout', 'haut', 'conclus', '27', '07', 'fameux', 'bizarr', 'alloc', 'chomag', 'courr', 'mme', 'deput', 'nancy', 'interven', 'lacon', 'bateau', 'compren', 'allais', 'contact', '27', '07'];courr lr ar mi directeur fiabl exact approxim allou alloc chomag 01 04 mi mi eventuel format connaitr 9 chomag 3949 pratiqu veil fou algorithm articl inter 02 11 2019 guedj arriv cristall endorm dorm debout haut conclus 27 07 fameux bizarr alloc chomag courr mme deput nancy interven lacon bateau compren allais contact 27 07;0
inscrite au chomage depuis 2017  tres longue duree   desolee de vous dire malheureusement que la communication n en est pas une    absence de conseillers la premiere annee et absence d allocations pendant six mois  de quoi etre inquiete   changements de conseillers   une dizaine depuis la premiere qui m a refuse mon dossier de formation pour motif que je n etais pas prioritaire avec un bac 5  difficultes d acces aux conseillers depuis le 17 03 2020  ils envoient les candidats vers d autres conseillers   on peut se demander ou peut etre le suivi dans ces circonstances mais je retiendrai que parmi la vingtaine d employes de la fonction publique  il y en a un qui evitait de me faire venir pour rien et qui m a meme offert un bilan de competences dont je revais depuis des annees mais on pense bien que l on peut attendre encore des mois sans allocation depuis aout 2020  sans compter la crise sanitaire qui nous empeche d acceder aux guichets de la fonction publique heureusement que j ai quand meme une conseillere qui m envoie vers une nouvelle conseillere  de quoi je me plains     si elles ne sont pas disponibles avant la rentree alors que j ai besoin d eux avant cette date butoir  notamment pour completer mon dossier caf  avec l absence de conseillers  je crois qu on ne nous aide pas et qu on nous retarde dans nos projets de formation avec l absence de reponse dans les delais qui sont demandes   cela nous ferme des portes qui doivent rester ouvertes ;1;['inscrit', 'chomag', '2017', 'desol', 'absenc', 'absenc', 'alloc', 'six', 'inquiet', 'chang', 'dizain', 'doss', 'format', 'prioritair', 'bac', '17', '03', 'envoient', 'circonst', 'retiendr', 'parm', 'vingtain', 'offert', 'rev', 'alloc', 'compt', 'cris', 'sanitair', 'empech', 'guichet', 'plain', 'disponibl', 'butoir', 'doss', 'caf', 'absenc', 'crois', 'retard', 'format', 'absenc', 'repon', 'ferm', 'ouvert'];inscrit chomag 2017 desol absenc absenc alloc six inquiet chang dizain doss format prioritair bac 17 03 envoient circonst retiendr parm vingtain offert rev alloc compt cris sanitair empech guichet plain disponibl butoir doss caf absenc crois retard format absenc repon ferm ouvert;0
j ai actualise ma periode d activite sur le site du pole emploi   mon espace en ligne renseigne que mon actualisation a ete valide le 3 octobre 2021  il est inscrit que ma validation concerne la periode du 31 aout 2021 au 31 aout 2021 uniquement  le service technique du pole emploi ne repond pas correctement au reclamation  les correspondances qui sont deposees a mon espace en ligne sont rendus inutilisables et illisibles par un code informatique ;1;['inscrit', '31', '31', 'servic', 'reclam', 'rendus', 'illisibl'];inscrit 31 31 servic reclam rendus illisibl;0
depuis mars 2020  j ai fais une demande d allocation chomage aupres de pole emploi suite a la crise sanitaire qui est restee sans reponse jusqu a maintenant  meme avec mes plusieurs relances  environ 100 relances  90  par telephone et 10   par mail   un dossier depose il y a environ 17 mois   a chaque fois que je prend contact avec pole emploi  j ai toujours plusieurs reponse differentes ;1;['alloc', 'chomag', 'cris', 'sanitair', 'repon', '100', '90', 'doss', '17', 'contact', 'repon'];alloc chomag cris sanitair repon 100 90 doss 17 contact repon;0
les dossiers d allocation ne sont jamais traites   j avais deposer un dossier d allocation depuis 2019 jusqu a maintenant sans reponse meme avec plusieurs relance  meme quand je contacte ma soi disant conseillere que j ai jamais vue  qui repond pratiquement jamais a mes messages  quand elle repond c est pour me dire  je reviens vers vous des que j aurais une reponse   des reclamations qui prennent 1 mois voire plus pour etre prise en compte  c est affiche que les reclamations sont traiter en 24h normalement    et quand c est pris en compte c est pour me  dire nous avons bien recu votre reclamation   a force de reclamer  ils ont decide de me radier des demandeurs d emploi   j ai aussi contacte le soi disant mediateur 2 fois sans reponse de sa part  a quoi ca sert  ;1;['doss', 'alloc', 'doss', 'alloc', '2019', 'repon', 'contact', 'soi', 'pratiqu', 'revien', 'repon', 'reclam', 'prennent', 'compt', 'reclam', '24h', 'compt', 'reclam', 'reclam', 'rad', 'contact', 'soi', 'mediateur', 'repon'];doss alloc doss alloc 2019 repon contact soi pratiqu revien repon reclam prennent compt reclam 24h compt reclam reclam rad contact soi mediateur repon;0
l agence de pole emploi de savigny le temple ne fait aucun effort pour traiter les demandes des allocataires  ils reprennent les memes reponses expeditives et courtes aux diverses reclamations pour des motifs differents  leurs conseillers sont desagreables et agressifs au telephone et ne se gene pas a nous raccrocher au nez  meme en saisissant la mediation regionale et nationale mes questions restent sans reponses  ce qui est plus grave meme en apportant des justificatifs pour contester des retenues et des debits excessifs et des erreurs de calculs de nos droits  aucun agent que ca soit au niveau de l agence directeur y compris ou au niveau de la mediation ne prend ses responsabilites pour corriger les erreurs constatees  2 ans de chomage sans aucun accompagnement ni conseil  ;1;['agenc', 'savigny', 'templ', 'effort', 'allocatair', 'reprennent', 'repon', 'exped', 'court', 'diver', 'reclam', 'agress', 'raccroch', 'nez', 'mediat', 'regional', 'national', 'restent', 'repon', 'grav', 'apport', 'justif', 'contest', 'retenu', 'deb', 'excess', 'agent', 'agenc', 'directeur', 'compr', 'mediat', 'responsabil', 'chomag'];agenc savigny templ effort allocatair reprennent repon exped court diver reclam agress raccroch nez mediat regional national restent repon grav apport justif contest retenu deb excess agent agenc directeur compr mediat responsabil chomag;0
je suis alle dans une agence de pole emploi pour me reinscrire a pole emploi  la bas je me suis dirige vers la personne de l accueil je lui ai demande de m aider pour me reinscrire tout suite elle m a dit  va chercher un ordinateur  debrouillez vous   je suis reste plus de 1h sur cet ordinateur  je n arrive pas a m inscrire je suis retourne vers la personne de l accueil en vain   la meme reponse au que je devrais appeler le 3949  la bas ils vont t aider a te reinscrire  j appelle et je tombe sur une personne pas gentille pas agreable dans sa facon de me parler  j ai un accent espagnol  elle n etait pas contente  elle m a parle de mon accent et m a dit que ce n etait pas tres agreable de l entendre dans ses oreilles  j ai appris le francais tout seul  je parle  j ecris  je lis    et pour cette personne mon accent n est pas tres agreable ;1;['agenc', 'reinscr', 'dirig', 'person', 'reinscr', 'debrouill', '1h', 'person', 'vain', 'repon', '3949', 'reinscr', 'person', 'gentill', 'accent', 'espagnol', 'content', 'accent', 'entendr', 'oreil', 'appris', 'ecris', 'lis', 'person', 'accent'];agenc reinscr dirig person reinscr debrouill 1h person vain repon 3949 reinscr person gentill accent espagnol content accent entendr oreil appris ecris lis person accent;0
quand votre enfant de 18 ans n est plus couvert par votre mutuelle qui exige une attestation pole emploi  l inscription se valide par un rendez vous physique que ma fille ne peut pas honorer etant sans permis  je suis disponible les mercredis et les vacances scolaires mais bien entendu aucune date dans ces creneaux   idem pour le permis  pas d aide puisque pas d inscription a pole emploi  ne peuvent ils pas faire l effort de l inscrire par rendez vous telephonique sachant qu elle ne peut se rendre sur place et ne pourra pas travailler tant qu elle n a pas le permis   c est grotesque et ils nous mettent dans la mouise ;1;['18', 'couvert', 'mutuel', 'attest', 'fill', 'honor', 'mercred', 'vacanc', 'scolair', 'entendu', 'creneau', 'idem', 'effort', 'grotesqu', 'mettent', 'mou'];18 couvert mutuel attest fill honor mercred vacanc scolair entendu creneau idem effort grotesqu mettent mou;0
je comprends que les agents du pole emploi subissent une forte pression due au nombre de chomeurs affectes par agent   je ne supporte plus d en payer les frais notamment avec un ton violent  rabaissant alors que je reste soumis   ca m agace  ca m enerve  j en ai marre qu on me colle des etiquettes erronees que personne ne decolle ;1;['agent', 'sub', 'pression', 'affect', 'agent', 'support', 'pai', 'frais', 'violent', 'rabaiss', 'soum', 'agac', 'enerv', 'marr', 'coll', 'etiquet', 'erron', 'person', 'decoll'];agent sub pression affect agent support pai frais violent rabaiss soum agac enerv marr coll etiquet erron person decoll;-1
