Description;demarche en ligne;compte ou espace personnel;telephone;e-mail;courrier;accueil;reseaux sociaux;Description_2;Description_3;clusters
la nouvelle interface pole emploi complique la declaration de l activite non salariee   elle me propose une liste d erreurs qui ne correspondent pas a ce que je veux signaler  je ne peux pas signaler que je n ai tout simplement pas de revenu ans pour tel mois ;0;1;0;0;0;0;0;['interfac', 'declar', 'salarie', 'correspondent', 'tel'];interfac declar salarie correspondent tel;2
alors que l actualisation se faisait en 5 clics   la il faut valider je ne sais combien de pages pour s actualiser  pole emploi veut definitivement se debarrasser des personnes qui ne maitrisent pas internet  et en plus avec cerise sur le gateau l impossibilite de changer sa declaration en cas d erreur  alors qu avant cela etait possible ;1;0;0;0;0;0;0;['clic', 'combien', 'definit', 'debarrass', 'maitrisent', 'internet', 'ceris', 'gateau', 'impossibilit', 'declar'];clic combien definit debarrass maitrisent internet ceris gateau impossibilit declar;0
auto entrepreneur avec parfois des activites salariees  l actualisation sur pole emploi doit se faire en plusieurs etapes  en effet  on peut s actualiser des le 28 du mois  mais il faudra fournir la declaration de ca delivree par l urssaf    sauf que cote urssaf  la declaration n est possible que le 1er du mois a partir de midi  quand ce n est pas le 2 voire le 3 lorsque le 1er tombe un samedi  ce qui est un non sens  cela retarde l envoi du document a pole emploi  et donc le paiement de complement  qui lui aussi va etre decale selon qu il y a un week end jour ferie ou non  lorsque la banque preleve le pret immobilier le 8  cela engendre des complications   ;1;0;0;0;0;0;0;['auto', 'entrepreneur', 'salarie', 'etap', 'declar', 'delivre', 'urssaf', 'urssaf', 'declar', 'samed', 'retard', 'docu', 'pai', 'compl', 'decal', 'selon', 'week', 'end', 'banqu', 'prelev', 'pret', 'immobili', 'engendr'];auto entrepreneur salarie etap declar delivre urssaf urssaf declar samed retard docu pai compl decal selon week end banqu prelev pret immobili engendr;-1
inscrite depuis peu a pole emploi  j ai recu une notification de decision suite a mon inscription  j ai acquis des droits je m actualise donc tous les mois  mes jours acquis sont bien decomptes mais ne me sont pas regles  je suis en communication toutes les semaines avec mon conseille financier par mail ainsi qu avec d autre conseillers pole emploi par telephone afin de regler le probleme mais mes indemnites  sont toujours bloquees ce jour 97 jours d indemnites mon ete decompte sans reglement aucun  je me retrouve dans une situation financiere tres compliquee depuis plus de 3 mois et je n en vois pas la fin;1;0;1;1;0;0;0;['inscrit', 'decis', 'acquis', 'acquis', 'decompt', 'financi', 'indemnit', 'bloque', '97', 'indemnit', 'decompt', 'complique', 'vois'];inscrit decis acquis acquis decompt financi indemnit bloque 97 indemnit decompt complique vois;3
j ai fait ma declaration le 30 du mois en anticipant mon salaire brut  lorsque j enverrai ma fiche de salaire  une regularisation sera effectuee vers le 10 du mois  donc  pas de panique  meme si vous anticipez  pole emploi fait le calcul quelques jours apres et fera le necessaire des la reception de votre feuille de paie ;1;0;0;1;0;0;0;['declar', 'anticip', 'salair', 'enverr', 'salair', 'effectue', 'paniqu', 'anticip', 'pai'];declar anticip salair enverr salair effectue paniqu anticip pai;2
je viens de faire une declaration actualisation pole emploi  prerampli  il faut finalement tout remplir soit meme  faire tres attention a ne rien oublier  enfin pour obtenir un justificatif papier  faut aller le chercher  alors qu auparavant il apparaissait directement   plus simple   et pour finir  pour editer se document  il faut plus de papiers et d encres  ou sont les economies pour l utilisateur  ;1;0;0;0;0;0;0;['declar', 'prerampl', 'oubli', 'justif', 'auparav', 'apparaiss', 'edit', 'docu', 'encre'];declar prerampl oubli justif auparav apparaiss edit docu encre;-1
vous devez sous android cliquer 3 fois sur;1;0;0;0;0;0;0;['android'];android;-1
je suis suivit depuis 2017 par cap emploi  mon principal frein est mon handicap   sauf qu ils s agit d un handicap non visible donc pour beaucoup de conseillers je ne suis pas handicape   entre aout et novembre je n ai pas eu de conseiller cap emploi  j ai du me tourner vers accelr emploi qui n est pas adapte a ma situation  le handicap n est pas pris en compte et en plus comme il n y avait pas assez de personnes sur le site  on nous a envoyer vers un autre site inadapte a mon handicap j ai ete oblige de suivre la prestation en visio et ce n etait pas du tout adapte    normalement j aurai du beneficier de la prestation includ pro insertion de l agefiph mais comme je n avait pas de conseiller en septembre je n ai pas pu avoir de place maintenant que j ai un conseiller  il n y a plus de places disponibles ;1;1;0;1;0;1;0;['2017', 'cap', 'frein', 'handicap', 'agit', 'handicap', 'visibl', 'handicap', 'cap', 'accelr', 'handicap', 'compt', 'inadapt', 'handicap', 'visio', 'includ', 'pro', 'insert', 'agefiph', 'plac', 'disponibl'];2017 cap frein handicap agit handicap visibl handicap cap accelr handicap compt inadapt handicap visio includ pro insert agefiph plac disponibl;-1
j ai voulu envoyer des documents via le site pole emploi et j ai reussi a envoyer qu une partie  les instructions ne sont pas claires du tout  en realite  sans les instructions  j aurais pu faire l upload correctement  les instructions elles memes m ont porte a confusion et j ai donc essaye de faire  un upload a la fois  sauf qu il fallait envoyer tout en meme temps  de plus  il y a zero maniere de corriger un upload  ui horrible  merci de le changer ;0;1;0;0;0;0;0;['docu', 'instruct', 'clair', 'instruct', 'upload', 'instruct', 'confus', 'upload', 'upload', 'ui', 'horribl'];docu instruct clair instruct upload instruct confus upload upload ui horribl;-1
la suppression le 2 nov 2022 des profils est prejudiciable  nous avons besoin de plusieurs profils pour nos candidatures  au moins 3 ou 4  comme avant  et avec un cv pre choisissable  je veux qu un responsable me telephone  pour cela et maints autres defauts ;1;0;1;0;1;0;0;['suppress', 'nov', 'profil', 'prejudici', 'profil', 'choisiss', 'respons', 'maint', 'defaut'];suppress nov profil prejudici profil choisiss respons maint defaut;-1
je contacte des personnes par telephone  ou je vais directement les voir suite a des annonces vues sur le site de pole emploi  et chaque fois le meme refrain    desole mais nous n avons pas publie d annonce depuis longtemps  nous ne cherchons personne  a chaque fois ca me deprime    le site sert juste a faire une actualisation mensuelle de notre situation et rien d autre  enormement d annonces fantomes  aberrant   et le nombres de spam depuis l inscription sur la bonne boite  etc   ce site devient n importe quoi ;1;0;0;0;0;1;0;['contact', 'vu', 'refrain', 'desol', 'publ', 'longtemp', 'cherchon', 'deprim', 'fantom', 'aberr', 'nombr', 'spam'];contact vu refrain desol publ longtemp cherchon deprim fantom aberr nombr spam;3
bonjour   je voulais signale que certaines annonces publie sur le site de pole emploi sont des arnaques  il n y a aucun control   de plus certain arnaqueur font leur marcher sur la base de cv de pole emploi  j ai signalee une personne a mon conseiller en esperant qu il pourra faire remonte l information   cordialement;1;1;0;0;0;0;0;['publ', 'arnaqu', 'arnaqueur', 'march', 'signale', 'remont'];publ arnaqu arnaqueur march signale remont;3
bonjour  je me permets une reflexion a propos du nouveau processus d actualisation a pole emploi par internet  auparavant  apres avoir renseigne les differentes lignes du formulaire et avoir valide les informations donnees  il etait possible de telecharger un resume de celui ci  avec la nouvelle formule  impossible d obtenir ce resume  et sauf a faire pas a pas des copies d ecran pour conserver une trace de ce que l on a renseigne  impossible d avoir acces a ce que l on a declare une fois la validation effectuee   de plus  impossible d indiquer qu il n y a eu aucune activite pour une entreprise  obligation de mettre au moins une heure sinon la validation n est pas possible   processus lourd et mal fait et le sentiment que tout est fait pour que l usager ne s y retrouve pas ;1;0;0;0;0;0;0;['reflexion', 'processus', 'internet', 'auparav', 'formulair', 'resum', 'resum', 'ecran', 'conserv', 'trac', 'declar', 'effectue', 'processus', 'lourd', 'usag'];reflexion processus internet auparav formulair resum resum ecran conserv trac declar effectue processus lourd usag;0
la nouvelle actualisation est une catastophe pour les salaries ayant une multitudes d employeurs  temps de declaration mensuel multiplier par 6  ;1;0;0;0;0;0;0;['catastoph', 'multitud', 'employeur', 'declar', 'multipli'];catastoph multitud employeur declar multipli;2
l inscription est facile  mais les champs obligatoires sont un peu compliques a choisir notamment pour indiquer qu on est en retraite et qu on cherche une formation pour completer les connaissances;1;0;0;0;0;0;0;['retrait', 'format'];retrait format;1
j ai ete licencie pour inaptitude professionnel apres 40 ans a travaille dans le batiment carreleur  je me suis inscrit a pole emploi  aucun rdv  demande de document permanent alors que mon employeur a fait le necessaire  j ai appele pour savoir si c etait possible de rencontrer ma referente   donne d office  on me dit que non un rdv telephonique uniquement pour l instant  inscrit depuis le 11 octobre et je ne sais toujours pas combien je vais etre remunere  les offres d emploi sont toujours les memes   a 58 ans j aimerais me reconvertir dans le service a domicile  pour faire des stages il faut attendre des mois     je me sent pas du tout aide pour pouvoir rebondir   j ai toujours travaille et j ai encore envi de continuer  on nous dit qu il y a du travail dans plein de secteur mais on est mal accompagne  c est deshumanisant  je ne demande qu a etre accompagne pour me reinserer  c est long;1;0;1;1;0;1;0;['licenc', 'inaptitud', '40', 'carreleur', 'inscrit', 'rdv', 'docu', 'permanent', 'employeur', 'appel', 'offic', 'rdv', 'instant', 'inscrit', '11', 'combien', 'remuner', 'offre', '58', 'reconvert', 'rebond', 'deshumanis', 'reinser'];licenc inaptitud 40 carreleur inscrit rdv docu permanent employeur appel offic rdv instant inscrit 11 combien remuner offre 58 reconvert rebond deshumanis reinser;2
depuis debut octobre  j ecris a ma conseillere et mon conseiller indemnisation mais mes demandes de rendez vous  telephoniques ou physique ne recoivent pas la moindre reponse  je suis toujours reste courtois et je veux que pole emploi me communique les information sur des periodes d indemnisation durant ma carriere afin de valider mon dossier de demande de retraite mais les mails sont classes   poubelle   sans la moindre reponse  j ai recu un email qui me disait que la situation etait regularisee   mais rien n a ete fait  du reste je ne sais pas comment ils auraient pu regulariser puisqu ils ne connaissaient pas les periodes en cause   lors d une reunion generale  debut octobre  personne n a voulu m ecouter  ils ont refuse toutes demandes d infos personelles  un rdv m a ete donne  telephoniquement avec ma conseillere  et c est une autre personne qui m a repondue  me disant incompetente a repondre a mes questions  ma caisse de retraite me demande ces documents  mais personne de pole emploi ne reponds a mes emails  je trouve hallucinant que de simples demandes de justificatifs ne soient pas traites par les conseillers de pole emploi ;1;1;1;1;0;0;0;['ecris', 'indemnis', 'recoivent', 'repons', 'courtois', 'indemnis', 'dossi', 'retrait', 'class', 'poubel', 'repons', 'regularise', 'puisqu', 'general', 'infos', 'personel', 'rdv', 'incompetent', 'caiss', 'retrait', 'docu', 'hallucin', 'simpl', 'justif'];ecris indemnis recoivent repons courtois indemnis dossi retrait class poubel repons regularise puisqu general infos personel rdv incompetent caiss retrait docu hallucin simpl justif;2
premier rendez vous a pole mploi lagarde  un peu d apprehension au depart  une conseillere a pris le temps de m expliquer simplement tous les rudiments de base du site et la future marche a suivre  je tiens a signaler que cette personne a ete tres performante  je ne suis pas encore sauve mais deja rassure ;0;1;1;1;0;0;0;['mploi', 'lagard', 'apprehens', 'rud', 'futur', 'perform', 'sauv', 'rassur'];mploi lagard apprehens rud futur perform sauv rassur;3
c est dommage que l aspect du site ne soit pas entierement actualise pour le rendre aux gouts et normes du jour ;1;0;0;0;0;0;0;['aspect', 'entier', 'gout', 'norm'];aspect entier gout norm;3
je postule depuis plus d un an pour un poste d  assistant funeraire  hors   ma  conseillere me propose des postes de commercial  poseur de fenetres  vendeur de voitures  commercial en charpente metalliques    on est bien d accord  rien a voir avec le funeraire    mais rassurez vous  j ai trouve mon cdi tout seul comme un grand et j attends toujours des nouvelles de mes precedentes demandes et questions aupres de vos services  bref  vous allez droit dans le mur si vous continuez comme ca  revoyez completement votre copie  comme on me le disait a l ecole    a bon entendeur    salut;0;0;0;0;0;1;0;['funerair', 'hor', 'commercial', 'poseur', 'fenetr', 'vendeur', 'voitur', 'commercial', 'charpent', 'metall', 'accord', 'funerair', 'rassur', 'cdi', 'attend', 'mur', 'revoi', 'ecol', 'entendeur', 'salut'];funerair hor commercial poseur fenetr vendeur voitur commercial charpent metall accord funerair rassur cdi attend mur revoi ecol entendeur salut;3
la nouvelle interface d actualisation multipliant les pages pour des questions identiques a l ancienne interface elle multiplie aussi les occasions d erreur  la derniere question equivoque par sa position est une evidente source d erreur;1;0;0;0;0;0;0;['interfac', 'multipli', 'ident', 'interfac', 'occas', 'equivoqu', 'sourc'];interfac multipli ident interfac occas equivoqu sourc;-1
    c est le service a contacter  malheureusement  il s agit d un passage oblige lorsque l on est demandeur d emploi   pole emploi  c est la deshumanisation du marche du travail  lorsque vous allez en agence  l accueil est assure par une tablette et lorsque l on echange avec un  conseiller  il se comporte en robot   peu leur importe que vous soyez actif dans votre recherche d emploi ou votre reconversion  il ne faut surtout pas leur prendre trop de temps    si votre mail fait plus de 4 lignes   il n est pas lu integralement  si vous n entrez pas dans le moule   vous etes une gene   lors de mon inscription  je leur indique que je suis dans une demarche de creation d entreprise donc la semaine suivante je recois un coup de telephone d un prestataire prive  certainement paye a prix d or  pour mes demarches    de retour a un emploi salarie   je ne prendrai qu un exemple mais malheureusement  il ne s agit pas d un evenement isole mais bien d une constante dans mon experience aupres de ce service ;1;1;1;1;0;1;0;['contact', 'agit', 'passag', 'deshumanis', 'assur', 'tablet', 'robot', 'actif', 'reconvers', 'lu', 'integral', 'entrez', 'moul', 'demarch', 'prestatair', 'pay', 'prix', 'demarch', 'prendr', 'agit', 'even', 'isol', 'const'];contact agit passag deshumanis assur tablet robot actif reconvers lu integral entrez moul demarch prestatair pay prix demarch prendr agit even isol const;0
j ai 54 ans et   c est ma 1ere experience avec pole emploi  certains diront   quelle chance   la ou d autres diront   pas de chance    en a peine quelques jours  dans le cadre d un csp  j ai percu tout ce qui ne va pas  qui pourrait etre ameliore car ameliorable pour une meilleure qualite de service a la fois pour l usager et pour les employes  cette amelioration se resume en deux mots   moins d administratif   et   plus d ecoute  de bienveillance     j ai vu en direct dans deux agences  des usagers reduits a l etat de dindon sans tete a qui on parle en infantilisant et que l on balade d un centre a l autre ou en insistant sur l espace particulier  la demarche tout numerique a quelqu un  qui  fragile  vulnerable ne semblait rien comprendre mais n osait pas l indiquer  des problemes de courrier  d adresse postale  numerique et puis des dates de declaration depassees  un labyrinthe administratif  la zizanie vue par uderzo  l impression aussi que le personnel suit d abord et avant tout un protocole purement administratif  donc  pourquoi ne pas l alimenter en redemandant des documents supplementaires  complementaires avec des justificatifs anciens  ca occupera l usager sans doute  deprimant  usant  fatigant  stressant  on a parfois besoin  dans une vie compliquee a toutes les etapes  d une veritable ecoute  d une aide qui finalise un dossier  de la bienveillance  demandez sans cesse des complements administratifs releve de l acharnement voire meme de la maltraitance administrative  j ai senti la faille entre un public qui travaille et un public qui  en attente d un emploi ou d un revenu meme minime  est aussi en attente d une legerete  d un soutien moral  d un personnel aidant  bref d une rehumanisation de la societe  j ai senti aussi que j en avais besoin ;1;1;0;1;1;0;0;['54', '1er', 'diront', 'diront', 'csp', 'meilleur', 'usag', 'resum', 'administr', 'usager', 'reduit', 'dindon', 'tet', 'infantilis', 'balad', 'insist', 'demarch', 'numer', 'fragil', 'vulner', 'sembl', 'osait', 'courri', 'postal', 'numer', 'declar', 'depasse', 'labyrinth', 'administr', 'zizan', 'uderzo', 'impress', 'suit', 'abord', 'protocol', 'pur', 'administr', 'aliment', 'redemand', 'docu', 'supplementair', 'complementair', 'justif', 'occup', 'usag', 'deprim', 'usant', 'fatig', 'stress', 'complique', 'etap', 'dossi', 'cess', 'compl', 'administr', 'acharn', 'maltrait', 'administr', 'faill', 'minim', 'legeret', 'soutien', 'moral', 'rehumanis'];54 1er diront diront csp meilleur usag resum administr usager reduit dindon tet infantilis balad insist demarch numer fragil vulner sembl osait courri postal numer declar depasse labyrinth administr zizan uderzo impress suit abord protocol pur administr aliment redemand docu supplementair complementair justif occup usag deprim usant fatig stress complique etap dossi cess compl administr acharn maltrait administr faill minim legeret soutien moral rehumanis;3
bonjour  bug  plantage  15 employeurs en cesu et pajemploi repertorie pour la plupart en numero d employeur a longueur de 15 chiffre environ    impossible de les   creer   ca prend plus d une heure pour s actualiser et le mois dernier j ai du appeler et payer le numero a 4 chiffres tres cher    auparavant c etait juste une addition des heures et des montants bruts et c etait parfait  la c  est le cauchemar  ;1;1;1;0;0;0;0;['bug', 'plantag', 'employeur', 'pajemploi', 'repertor', 'plupart', 'employeur', 'longueur', 'appel', 'pai', 'cher', 'auparav', 'addit', 'brut', 'parf', 'cauchemar'];bug plantag employeur pajemploi repertor plupart employeur longueur appel pai cher auparav addit brut parf cauchemar;2
voici mon message envoye a pole emploi sur leur nouvelle interface pour la declaration mensuelle d activite  bonjour  votre interface repose sur le fait que les employeurs ont declare a temps les contrats passes avec nous   votre logique est donc que nous n avons qu a valider les donnees receptionnees par vos services   mais dans la realite c est rarement le cas   soit les employeurs n ont pas transfere les donnees  soit ils les transmettrent trop tard par rapport au delai maximum ou nous devons faire nos declarations  nous nous trouvons donc dans la situation  ou nous devons remplir laborieusement en ajoutant pour chaque contrat une nouvelle case ou nous devons rentrer  laborieusement toutes nos donnees avec qui plus est des menus deroulants  ce qui n est vraiment pas pratique pour les dates   etc  etc   je mets trois fois plus de temps en qu avec l ancien systeme  alors vous etes fait certainement plaisir a faire une belle interfaces avec tout ecrit tres gros  ce qui fait que a chaque fois que l on valide un employeur  on est oblige de redescendre tout en bas pour ajouter de nouveaux contrats  tout ceci n est vraiment pas pratique  encore une fois personne ne s est mis a la place de l utilisateur et dans la realite de son utilisation et du fonctionnement de l ensemble ;1;1;0;0;0;0;0;['voic', 'interfac', 'declar', 'interfac', 'repos', 'employeur', 'declar', 'contrat', 'logiqu', 'receptionne', 'rar', 'employeur', 'transfer', 'transmettrent', 'maximum', 'devon', 'declar', 'trouvon', 'devon', 'labori', 'ajout', 'contrat', 'devon', 'labori', 'menus', 'deroul', 'system', 'plais', 'interfac', 'employeur', 'redescendr', 'ajout', 'contrat', 'cec', 'ensembl'];voic interfac declar interfac repos employeur declar contrat logiqu receptionne rar employeur transfer transmettrent maximum devon declar trouvon devon labori ajout contrat devon labori menus deroul system plais interfac employeur redescendr ajout contrat cec ensembl;2
aucune offre de formation  chaque demande de reconversion est balayee  par la meme reponse   comme si j etais un cabinet d audience ou mediametrie    pour les offres d emploi on ne sait pas si elles sont reels aucune reponse quand on postule  pour les offres dites   ou vous prenez ce boulot ou vous etes radie   inexistantes  il n y a pas d offres et pour les rdv avec les referents il n existent que si on se desinscrit et qu on se reinscrit   3 postes disponible en agence pour 30 personnes par heure  combien va couter le changement de nom  au moins le prix de 10000 ordinateurs   bref un pognon de dingue comme dirait l autre      et pour rediger un cv il faut rentrer chez soi telecharger une application et si on n a pas acces a internet ;1;0;0;0;0;0;0;['offre', 'format', 'reconvers', 'balaye', 'repons', 'cabinet', 'audienc', 'mediametr', 'offre', 'repons', 'offre', 'pren', 'boulot', 'inexist', 'offre', 'rdv', 'existent', 'desinscr', 'reinscr', 'combien', 'cout', 'prix', '10000', 'pognon', 'dingu', 'dir', 'redig', 'soi', 'internet'];offre format reconvers balaye repons cabinet audienc mediametr offre repons offre pren boulot inexist offre rdv existent desinscr reinscr combien cout prix 10000 pognon dingu dir redig soi internet;-1
tres mal vecu cette actualisation largement plus complique et source de stress  d angoisse et de panique  avant c etait simple  plus maintenant  avant c etait clair et lisible  plus maintenant  la maintenant c est incomprehensible  rien n est clair et en plus c est source d erreur  ca met en difficulte  je vous assure  avant c etait plus simple et plus clair et ce n etait pas source d erreurs  la j angoisse pour les prochaines actualisations ;1;1;0;0;0;0;0;['larg', 'sourc', 'stress', 'paniqu', 'lisibl', 'incomprehensibl', 'sourc', 'assur', 'sourc'];larg sourc stress paniqu lisibl incomprehensibl sourc assur sourc;-1
j ai depose une convention de stage il y a deux semaines   aujourd hui  jour de debut de stage  les documents ne sont toujours pas parvenus ni a moi  ni a mon employeur  je ne suis donc pas couvert et le stage ne peut pas commencer  joli debut pour pole emploi  contrarier un projet de retour a l emploi    et vous vous etonnez que les gens preferent rester au chomage plutot  que de travailler   ;1;0;0;1;0;0;0;['convent', 'docu', 'parvenus', 'employeur', 'couvert', 'jol', 'contrari', 'eton', 'preferent', 'chomag'];convent docu parvenus employeur couvert jol contrari eton preferent chomag;3
bonjour je suis maintenant en ass depuis 5 ans de chomage  je me bats pour reconquerir le marche du travail  ayant ete cassee dans ma carriere  a 52 ans passes  je me suis presentee et inscrite a une reunion d information au lycee etienne legrand afin de parfaire mes competences et valider mes remplacements par un diplome d etat  lors de la reunion au greta avec pole emploi  on a refuse ma candidature pour demarrer cette formation sans motif  je vous demande d intervenir au plus vite  je n accepte pas une fois de plus la decision de pole emploi  de plus je candidate et une fois sur deux   l offre est cloturee  ;1;0;1;1;0;1;1;['ass', 'chomag', 'reconquer', 'casse', '52', 'presente', 'inscrit', 'lyce', 'etien', 'legrand', 'parfair', 'remplac', 'gret', 'demarr', 'format', 'interven', 'decis', 'offre', 'cloture'];ass chomag reconquer casse 52 presente inscrit lyce etien legrand parfair remplac gret demarr format interven decis offre cloture;1
sur la page d accueil de pole emploi  une suite d articles qui pretendent tous recruter  je ne trouve pas ces offres d emploi dans la realite de l appli  mes offres   pole emploi fait de la propagande  de la publicite mensongere ;1;1;0;0;0;0;0;['articl', 'pretendent', 'offre', 'appli', 'offre', 'propagand', 'publicit', 'mensonger'];articl pretendent offre appli offre propagand publicit mensonger;-1
multiples employeurs trouves par mes soins  dossier difficile du fait de multiples employeurs  le tour de la france pour differents documents les differents sites publics ne veulent pas s accorder  des conciliateurs qui servent a rien  des robots mais par contre  le comble lors de controles   acces a tout sauf le du a la personne et le culot d envoyer un papier  voila l absurdite de ce service public  a part leur tasse a cafe qui voyage cela me rend folle  d ailleurs ;1;0;0;0;0;0;0;['employeur', 'soin', 'dossi', 'employeur', 'tour', 'docu', 'veulent', 'accord', 'concili', 'robot', 'combl', 'culot', 'absurdit', 'tass', 'caf', 'voyag', 'foll'];employeur soin dossi employeur tour docu veulent accord concili robot combl culot absurdit tass caf voyag foll;2
excellente interface mise a jour   toutefois  juste une petite remarque  on aimerait juste pouvoir connaitre la suite du processus avant de cliquer sur suivant   mais tres bien   tres positif  ne changez pas tout le temps d ergonomie svp     ;1;0;0;1;0;0;0;['excellent', 'interfac', 'toutefois', 'remarqu', 'connaitr', 'processus', 'chang', 'ergonom', 'svp'];excellent interfac toutefois remarqu connaitr processus chang ergonom svp;-1
lors du dernier confinement et apres un bilan de competences j ai choisi de m orienter vers le metier de l evolution professionnelle  a l issu de la formation de huit mois dont j ai obtenu un titre reconnu au niveau 5 du rncp  j ai passe les epreuves de test de selection chez pole emploi  que j ai reussi  j ai passe plusieurs entretiens en viso avec les rh  mais je n ai eu le droit qu a de la mefiance  ce qui est encore plus grave c est qu etant au rsa je suis cense etre suivi regulierement par pole emploi hors ca fait plus de trois mois que pole emploi est cense me contacter et que rien n est fait dans ce sens si ca continue j envoie un courrier au president de la republique ;1;0;0;1;0;1;0;['confin', 'orient', 'evolu', 'issu', 'format', 'huit', 'obtenu', 'reconnu', 'rncp', 'epreuv', 'test', 'select', 'viso', 'rh', 'mefianc', 'grav', 'rsa', 'regulier', 'hor', 'contact', 'courri', 'president', 'republ'];confin orient evolu issu format huit obtenu reconnu rncp epreuv test select viso rh mefianc grav rsa regulier hor contact courri president republ;-1
bonjour  depuis plusieurs jours  il est impossible de s inscrire a pole emploi pour la 1ere fois   probleme technique   merci de reessayer ulterieurement      apres un passage en agence  il s avere que le probleme technique est serieux et dure depuis quelques jours  comment on fait maintenant   merci ;1;0;0;0;0;1;0;['1er', 'ulterieur', 'passag', 'aver'];1er ulterieur passag aver;3
en general je suis decu des services proposes   je suis lourdement penalise par des demarches inutiles qui ne se concretise en rien en ce  qui concerne soit la formation soit l emploi derniere en date demande d une aide a la fomation d une semaine pour finaliser un projet ceci apres avoir investi dans la formation personnellement et dans du materiel pour creer une entreprise en tant qu auto entrepreneur projet elabore en trois ans de travail      resultat impossible   mon projet est mis de cote je compte partir  de l hexagone;1;0;0;0;0;0;0;['lourd', 'penalis', 'demarch', 'concretis', 'format', 'fomat', 'cec', 'invest', 'format', 'materiel', 'auto', 'entrepreneur', 'elabor', 'compt', 'hexagon'];lourd penalis demarch concretis format fomat cec invest format materiel auto entrepreneur elabor compt hexagon;-1
mes revenus pole emploi sont variables en fonction des saisies sur salaires  de plus je viens de reprendre une activite en interim remuneree moins importante que mon chomage  ;1;0;0;1;0;0;0;['revenus', 'variabl', 'salair', 'interim', 'remunere', 'chomag'];revenus variabl salair interim remunere chomag;2
bonjour   le  nouveau  formulaire d actualisation web presente des evolutions positives pour les intermittents  comme le preremplissage cachets salaires ou le calcul automatique  en revanche je ne comprends pas l angle choisi dans la partie  demarches   on a l impression de retomber sur un formulaire de demandeur d emploi  classique    cv envoyes  entretiens d embauche  candidatures spontanees  tout cela ne correspond pas aux demarches d un grand nombre d intermittents   si nous sommes en effet en recherche permanente de travail  pour beaucoup d entre nous   et notamment tous ceux qui creent leur propre spectacle    il est plutot question de demarchage  de bouche a oreille  de travail sur la communication pour se faire connaitre  de reponses a des sollicitations que d envoi de cv et d entretiens d embauche  je suppose que les artistes qui travaillent principalement par casting peuvent  entrer dans la case   mais tous ceux qui ont cree un spectacle et travaillent a ce titre avec un producteur convaincu et ou avec des employeurs occasionnels ne se reconnaissent pas du tout dans cette partie du formulaire  personnellement  chaque mois  je me demande en vain comment le completer pour etre au plus pres de la realite de mes demarches    de plus  second effet de ce formulaire inadapte  j ai toujours l impression d etre juge negativement  comme si mes demarches n en etaient pas puisqu elle n existent pas dans ce recensement  et comme si on me disait chaque mois    dites il serait peut etre temps de chercher un vrai travail  d envoyer des cv et de passer des entretiens   d autant que parallelement je recois regulierement des propositions de pole emploi pour suivre des formations vers la creation d entreprise  le metier d enseignant  de nounou  livreur  boucher ou gardien de prison  il me semble donc que ce formulaire devrait etre repense pour etre adapte a un plus large panel de situations  je vous remercie pour l attention que vous porterez a ces remarques ;1;1;0;0;0;0;0;['formulair', 'web', 'evolu', 'intermittent', 'preremplissag', 'cachet', 'salair', 'revanch', 'angle', 'demarch', 'impress', 'retomb', 'formulair', 'classiqu', 'spontane', 'demarch', 'intermittent', 'permanent', 'creent', 'propr', 'demarchag', 'bouch', 'oreil', 'connaitr', 'repons', 'suppos', 'artist', 'travaillent', 'casting', 'entrer', 'travaillent', 'producteur', 'convaincu', 'employeur', 'occasionnel', 'reconnaissent', 'formulair', 'vain', 'demarch', 'second', 'formulair', 'inadapt', 'impress', 'jug', 'demarch', 'puisqu', 'existent', 'recens', 'parallel', 'regulier', 'format', 'enseign', 'nounou', 'livreur', 'bouch', 'gardien', 'prison', 'formulair', 'repens', 'larg', 'panel', 'remarqu'];formulair web evolu intermittent preremplissag cachet salair revanch angle demarch impress retomb formulair classiqu spontane demarch intermittent permanent creent propr demarchag bouch oreil connaitr repons suppos artist travaillent casting entrer travaillent producteur convaincu employeur occasionnel reconnaissent formulair vain demarch second formulair inadapt impress jug demarch puisqu existent recens parallel regulier format enseign nounou livreur bouch gardien prison formulair repens larg panel remarqu;-1
suite a une demande d allocations chomage qui a ete refusee alors qu a priori je remplie toutes les conditions pour obtenir l are  j ai envoye plusieurs emails a la personne indiquee comme ma conseillere indemnisation afin d obtenir une explication  apres chacun de mes emails  envoyes a plus de 3 jours d intervalle  j ai bien recu l email automatique de pole emploi indiquant que mon message avait bien ete recu et que j obtiendrais une reponse dans les 48h  je n ai jamais eu aucune reponse a mes demandes et ai finalement du me rendre en agence ;0;0;0;1;0;0;0;['alloc', 'chomag', 'prior', 'condit', 'indique', 'indemnis', 'intervall', 'obtiendr', 'repons', '48h', 'repons'];alloc chomag prior condit indique indemnis intervall obtiendr repons 48h repons;-1
3949   tapez 1 ou 2 ou 3 et ainsi de suite sans jamais pouvoir obtenir un simple renseignement ni pouvoir joindre un conseiller  c est lassant  usant  si l administration s humanise  je ne vois pas comment ;0;0;1;0;0;0;0;['3949', 'tap', 'usant', 'administr', 'humanis', 'vois'];3949 tap usant administr humanis vois;0
