Description;accueil;Description_2;Description_3;clusters
conseillere et conseiller vraiment competent et a l ecoute   ;1;['competent'];competent;-1
tres bon accueil pour une premiere visite tres a l ecoute  voir par la suite;1;['visit'];visit;-1
equipe accueillante a l ecoute et tres serviables malgre mais 40 questions   merci a la personnes qui c est occuper de moi au top;1;['equip', 'serviabl', '40', 'person', 'occup', 'top'];equip serviabl 40 person occup top;-1
personnel sympathique et acceuillant  bonne ponctualite  juste une grosse deception quand ma conseillere m annonce que son compte admin m a trouve 233 offres d emploi  alors que le site en retourne 3  en demandant de l aide on me dit que je ne comprends rien et suite a une simulation  ma conseillere parvient a trouver 1 offre d emploi avec le critere qui permettait d en trouver 233  juste hallucinant d incompetence et de manque de remise en question  a cote de ca il y a l apecita qui vous traite comme une pepite  vous ecoute pendant une heure et ne vous demande aucune contre partie  c f  actualisation du profil tous les mois a pole emploi sous peine d etre radie ;1;['personnel', 'sympath', 'acceuill', 'ponctualit', 'gross', 'decept', 'compt', 'admin', '233', 'offre', 'simul', 'parvient', 'offre', 'criter', '233', 'hallucin', 'incompetent', 'remis', 'apecit', 'pepit', 'f', 'profil'];personnel sympath acceuill ponctualit gross decept compt admin 233 offre simul parvient offre criter 233 hallucin incompetent remis apecit pepit f profil;0
j avais un premier rdv dans cette antenne  et tout s est extremement bien deroule  personnel sympathique  disponible  locaux pas desagreables   ;1;['rdv', 'anten', 'extrem', 'deroul', 'personnel', 'sympath'];rdv anten extrem deroul personnel sympath;1
quand la personne a l accueil vous regarde de haut en bas  et que lorsque vous lui posez une question  on vous repond dedaigneusement  ca sert a rien de vous deplacer  c est sur internet   et bien  je prends la decision d y mettre une petite mauvaise note sur  internet  ;1;['person', 'regard', 'haut', 'pos', 'dedaign', 'internet', 'prend', 'decis', 'internet'];person regard haut pos dedaign internet prend decis internet;-1
un conseiller qui ne sait pas conseiller  ma situation est complique ok  mais pour arriver a ce resultat  plus d allocations et qu elle mauvaise foi dans les mail recu   merci pour la galere dans laquelle vous m avez mis       ;1;['ok', 'alloc', 'foi', 'galer'];ok alloc foi galer;1
accueillir par ikenia danaho  personne tres agreable et patiente   ;1;['ikeni', 'danaho', 'person', 'patient'];ikeni danaho person patient;1
il ne merite meme pas une etoile aujourd hui   j ai appele l agence   je n avais qu une seule question   lorsque la secretaire a pris l appel  elle ne m a meme pas salue et n etait pas du tout amicale ;1;['merit', 'agenc', 'secretair', 'salu', 'amical'];merit agenc secretair salu amical;-1
si tu veux etre insulte et humilie par ton conseiller moha  tu vas a pole emploi la courneuve  comme il a dit henri  93  saint denis c est pas la france moi je dis que c est venezuela ;1;['insult', 'humil', 'moh', 'vas', 'courneuv', 'henr', '93', 'saint', 'den', 'venezuel'];insult humil moh vas courneuv henr 93 saint den venezuel;0
bonjour    je suis alle a l agence pour avoir des informations sur ma demande d allocation et malheureusement la receptionniste m a tres mal traite utilisant des mots offensants  a mon avis  les personnes qui travaillent avec le public devraient au moins savoir respecter les autres  je suis alle chercher des informations et ce que j ai trouve c etait une femme sans humanite et empathie sociale  qui criait et m offensait devant tout le monde  elle n etait pas professionnelle  le service public est un devoir et un droit pour tous ;1;['agenc', 'alloc', 'reception', 'offens', 'person', 'travaillent', 'respect', 'femm', 'humanit', 'empath', 'cri', 'offens', 'servic'];agenc alloc reception offens person travaillent respect femm humanit empath cri offens servic;1
pour ma part je suis suivie par une conseillere tres aimable et gentil qui prend le temps de m appeler regulierement pour savoir ou en est ma situation donc je n ai pas grand chose pour le moment a redire;1;['aimabl', 'gentil', 'regulier', 'redir'];aimabl gentil regulier redir;1
merci a l equipe de pole emploi de la ferte sous jouarre  apres plus de deux mois de probleme avec le mandataire dans le cadre d une liquidation d entreprise  l equipe du pole emploi a toujours ete presente et de bon conseil  encore bravo a ces professionnels ;1;['equip', 'fert', 'jouarr', 'mandatair', 'liquid', 'equip'];equip fert jouarr mandatair liquid equip;-1
cette dame a l accueil tres desagreable impression que faire ce travail et renseigner les personnes lui deplaise et pourtant elle a de la chance d avoir 1 emploie stable  malheureusement je suis oblige de mettre une etoile ;1;['impress', 'person', 'deplais', 'stabl'];impress person deplais stabl;1
tres contente de la reactivite et les competences de certaines conseilleres ou responsables   par contre ma conseillere indemnisation 0   elle m a envoyee bouler sans meme essayer de comprendre ma situation  j ai du me deplacer apres presque 2 mois de mails  lui demandant un rdv qui n a jamais ete donne  ;1;['content', 'reactivit', 'respons', 'indemnis', 'envoye', 'boul', 'rdv'];content reactivit respons indemnis envoye boul rdv;-1
desobligeant  hautain  industriel  ne reponds qu au besoins des employeurs  j en suis degouter ;1;['desoblig', 'hautain', 'industriel', 'besoin', 'employeur', 'degout'];desoblig hautain industriel besoin employeur degout;-1
conseillere vraiment nul   manque de respect total pas du tout professionnel   un endroit a ne pas aller  ;1;['respect', 'endroit'];respect endroit;1
rare que je felicite le service public mais la bravo   ils ont ete reactifs et tres competant sur mon dossier qui a ete assez complexe  ;1;['rar', 'felicit', 'servic', 'reactif', 'compet', 'dossi'];rar felicit servic reactif compet dossi;-1
pas enormement d attente  accueil poli et rapide  conseiller sachant de quoi il parle  et serieusement present pour aider et repondre aux questions;1;[];;-1
facile a contacter les conseillers sont professionnels et orientent bien dans le projet et les formations pour trouver un emploi   traitement rapide de mon indemnisation des l inscription  ma conseillere m a tout explique gentiment ;1;['contact', 'orientent', 'format', 'indemnis', 'gent'];contact orientent format indemnis gent;-1
tres bonne accueil etant nouvdans le departement et etant un dossier un peu special tres bien prise en charge je recommande fortement;1;['nouvdan', 'dossi', 'special', 'recommand'];nouvdan dossi special recommand;-1
desobligeants  odieux  non professionnels  se permettent de juger sans connaitre la situation  nous prennent de haut quand on vient les voir  sachez que vous aussi qui travaillez chez pole emploi  vous pouvez vous retrouver a notre place   y gouter vous ferais du bien et vous apprendrez l humilite  ;1;['desoblig', 'odieux', 'permettent', 'jug', 'connaitr', 'prennent', 'haut', 'vient', 'sach', 'gout', 'apprendr', 'humilit'];desoblig odieux permettent jug connaitr prennent haut vient sach gout apprendr humilit;1
rendez vous bidon sans les honorer inefficacite total pour un organisme de l etat quel honte              ;1;['bidon', 'honor', 'inefficacit'];bidon honor inefficacit;-1
excellent accueil et accompagnement;1;['excellent'];excellent;-1
j ai ete tres bien acceuillie  personnel tres agreable  locaux accueillant  rien a redire;1;['acceuill', 'personnel', 'redir'];acceuill personnel redir;-1
tres bonne agence  personnel poli et competent surtout mme vidal qui m a recu ce jour t es professionnel  merci pour votre aide;1;['agenc', 'personnel', 'competent', 'mme', 'vidal'];agenc personnel competent mme vidal;1
un grand respect ce qui travaille la bas  et qui doivent se coltiner le fossile qui gere l accueil  un conseil quand on a l accueil  on sourit un minimum  surtout quand la personne d en face est souriant  mais je pense que le fossile n a pas aime la remarque  donc je vais etre gentil je vais pas vous mettre une etoile  mais attention on n est pas loin  le respect de la clientele est une des choses primordiales quand vous travaillez a l accueil et que vous devez mettre en place le plus rapidement  a la place d envoyer des phrases meprisante du style   mais c est un jeune il ecoute pas   ou le    vous allez pas m apprendre la vie    mme le fossile de l accueil  ne vous fiez pas aux apparences  je vous en supplie  ca pourra vous faire du tort  mais bon vous allez encore me repondre que je peux vous apprendre la vie mamie ;1;['respect', 'coltin', 'fossil', 'sour', 'person', 'fac', 'souri', 'fossil', 'remarqu', 'gentil', 'respect', 'clientel', 'primordial', 'phras', 'mepris', 'styl', 'jeun', 'apprendr', 'mme', 'fossil', 'fi', 'apparent', 'suppl', 'tort', 'apprendr', 'mam'];respect coltin fossil sour person fac souri fossil remarqu gentil respect clientel primordial phras mepris styl jeun apprendr mme fossil fi apparent suppl tort apprendr mam;1
complique pour avoir un rendez vous avec sa conseillere ;1;[];;-1
le service employeur a ete tres efficace et rapide   merci a eux ;1;['servic', 'employeur'];servic employeur;-1
service is very poor with counsellors  never imagined how unprofessional they are;1;['servic', 'is', 'very', 'poor', 'with', 'counsellor', 'nev', 'imagined', 'how', 'unprofessional', 'they'];servic is very poor with counsellor nev imagined how unprofessional they;-1
bien recu et acceuillant;1;['acceuill'];acceuill;-1
pour ce qui est du pole  a  langres 5 5  une equipe disponible et tres agreable  qui vous aide et trouve les reponses a  vos questions   pour ce qui est des  employes  du 3949    0 pointe  je ne comprend pas du tout leur utilite    3 interlocuteurs au telephone     3 personnes qui ne savent pas et finissent  au bout de 10 minutes de communication bien audible    les 3 par repondre  oulala je ne vous entend plus je vous invite a  renouveler votre appel   et hop on raccroche    plus facile que de chercher une reponse;1;['langr', 'equip', 'repons', '3949', 'point', 'utilit', 'interlocuteur', 'person', 'savent', 'audibl', 'oulal', 'entend', 'invit', 'renouvel', 'hop', 'raccroch', 'repons'];langr equip repons 3949 point utilit interlocuteur person savent audibl oulal entend invit renouvel hop raccroch repons;0
il faut etre faignants et totalement sans emploi pour avoir leurs attentions  femme autaine au telephone qui refuse l inscription d un ami sous pretexte qu il est interimaire  emploi precaire avec des contrats a la semaine  reponse de cette personne   il faut etre sans emploi pour s inscrire  mais avec leur carence automatique ils privilegie les personnes qui ne cherchent pas a s en sortir et a payer leurs factures en travaillant et prenant n importe quel poste meme court  bref reponse affligeante d une personne sensee aide quelqu un qui a toujours travaille et qui se retrouve dans le precarite  vive la france   ;1;['faign', 'femm', 'autain', 'ami', 'pretext', 'interimair', 'precair', 'contrat', 'repons', 'person', 'carenc', 'privileg', 'person', 'cherchent', 'pai', 'pren', 'court', 'repons', 'afflig', 'person', 'sense', 'precarit', 'viv'];faign femm autain ami pretext interimair precair contrat repons person carenc privileg person cherchent pai pren court repons afflig person sense precarit viv;0
je suis actuellement suivi par une demoiselle charmante et pleine de bonne volonte et d  espoir elle  croit en se quelle fait     elle y met tout son cur    je le vois bien    mais c est  franchement pas suffisant      elle essaye de  faire son taf du mieux quelle peux mais je n ai toujours de  boulot    j ai le sentiment que l application me donne des rendez vous juste pour remplir leur agenda et les subventions qui vont avec  avis tres personnel   mais honnete     abonnez vous a ma chaine youtube  amigotv carlito;1;['demoisel', 'charm', 'plein', 'volont', 'espoir', 'croit', 'cur', 'vois', 'taf', 'boulot', 'agend', 'subvent', 'personnel', 'honnet', 'abon', 'chain', 'youtub', 'amigotv', 'carlito'];demoisel charm plein volont espoir croit cur vois taf boulot agend subvent personnel honnet abon chain youtub amigotv carlito;0
le bureau du travail est heureux de chercher et de trouver du travail le personnel est tres gentil;1;['bureau', 'personnel', 'gentil'];bureau personnel gentil;-1
le 13 decembre 2022  j avais un rendez vous  des inspecteurs incroyablement attentifs  malheureusement  je ne connais que le nom d un seul d entre eux   virginia   je suis reconnaissant pour leur comprehension et leur volonte d aider  je remercie les employes de cette agence ;1;['13', 'inspecteur', 'virgini', 'reconnaiss', 'volont', 'agenc'];13 inspecteur virgini reconnaiss volont agenc;-1
conseiller a l ecoute   comprehensif et surtout reactif  rien a dire un accueille toujours polis et avec respect  aucun autre pole emploie n a etait a la hauteur de celui ci ;1;['comprehens', 'reactif', 'respect', 'hauteur'];comprehens reactif respect hauteur;1
tres bonne accueil des agents en service;1;['agent', 'servic'];agent servic;-1
accueil tres sympathique  l equipe s est occupe de moi malgre ma demande peu commune  un grand merci  ;1;['sympath', 'equip', 'occup'];sympath equip occup;1
l accueil agreable masque obligatoire ;1;['masqu'];masqu;1
agence tres accueillante  tout le monde dit bonjour  personnel aimable accueillie par une conseillere adorable qui m a tout explique ce qu il y avait a faire et a savoir  un grand merci ;1;['agenc', 'personnel', 'aimabl', 'ador'];agenc personnel aimabl ador;-1
je n ai jamais eu de soucis avec mes precedents conseillers pole emploi  malheureusement je suis tombe sur madame lisowski  une personne desagreable au telephone  qui ne repond qu a certains mails et qui n a aucun sens du conseil  elle aurait besoin d une conseillere d orientation pour sa propre carriere professionnelle;1;['souc', 'lisowsk', 'person', 'orient', 'propr'];souc lisowsk person orient propr;1
tres bon accueil  conseillere tres professionnel  a l ecoute  sans juger;1;['jug'];jug;1
personnel de l accueil tres agreable et professionnel;1;['personnel'];personnel;-1
conseiller incompetent;1;['incompetent'];incompetent;-1
accueil tres sympathique et rapide    merci beaucoup a mme preaud pour son aide si precieuse  son professionnalisme et sa gentillesse    florian et zoe;1;['sympath', 'mme', 'preaud', 'precieux', 'professionnal', 'gentilless', 'florian', 'zo'];sympath mme preaud precieux professionnal gentilless florian zo;-1
personne peu  voir meme pas du tout agreable  la personne que j ai eu au telephone n etait absolument pas aimable  vraiment pas encourageant    ;1;['person', 'person', 'aimabl', 'encourag'];person person aimabl encourag;-1
tres bien recu  conseillere tres gentille et a l ecoute  emplacement facile d acces;1;['gentill', 'emplac'];gentill emplac;1
un accueil personnalise et une ecoute attentive pour toutes les situations ;1;['personnalis'];personnalis;-1
un accueil desagreable et inhumain via l interphone ce jour 12 octobre 2020 a15h30  je me suis presente pour la premiere fois avec mon attestation assedic et certificat de travail  un homme refuse de m ouvrir et me dit de deposer mon courrier dans la boite aux lettres situee a l exterieur  lorsque je precise que je desire un recepisse de mon depot il me repond   on ne donne pas de recepisse  ce n est pas la poste ici   voila l accueil reserve aux nouveaux inscrits  si le reste est du meme style  ca promet   ;1;['inhumain', 'interphon', 'a15h30', 'attest', 'assedic', 'certificat', 'homm', 'courri', 'situe', 'exterieur', 'desir', 'recep', 'depot', 'recep', 'reserv', 'inscrit', 'styl', 'promet'];inhumain interphon a15h30 attest assedic certificat homm courri situe exterieur desir recep depot recep reserv inscrit styl promet;-1
une catastrophe ce pole emploi surtout madame m  on doit les supplier pour avoir une formation il se melent de notre vie il pose des questions tres choquante sur notre vie intime je comprends pas cette france qui met en place un pole emploie qui doit nous trouver du travail mais que en faite c est tout le contraire ;1;['suppli', 'format', 'melent', 'choqu', 'intim'];suppli format melent choqu intim;1
on est mal recu  certaines conseillere prennent un peu les gens de haut  on nous reprocherait presque d etre inscrit  les informations ne sont pas toujours exact  expedition et condescendance sont l esprit de ce lieu ;1;['prennent', 'haut', 'reproch', 'inscrit', 'exact', 'expedit', 'condescend', 'esprit'];prennent haut reproch inscrit exact expedit condescend esprit;-1
l incompetence totale  ma conseillere m avait interdit d utiliser mon point cpf pour financer une formation car   j avais une autre source de financement en complement    ce qui est plus qu aberrant  j ai fait des allers retours pendant deux mois  elle m a fait perdre mon temps et mon energie  j ai craque et j ai fait ma demande d utilisation de mon point cpf via le net  et pole emploi l a acceptee en deux secondes  car c est normal   et elle m a envoye un mail en disant que c etait grace a elle car elle avait defendu mon projet  faux  elle se bornait a insister pour que je suive une formation en ligne   et la  un autre conseiller me dit que je n aurai pas ma remuneration de novembre puisque ma formation s est terminee en debut novembre et a l heure actuelle je ne suis plus demandeur d emploi     ou est passe mon argent     comment ca se fait que les conseillers de pole emploi sont si peu formes et nous donnent a chaque fois des informations erronees   ce sont des conseillers ou des recepteurs des dossiers d inscription  ;1;['incompetent', 'total', 'interd', 'cpf', 'financ', 'format', 'sourc', 'financ', 'compl', 'aberr', 'aller', 'energ', 'craqu', 'cpf', 'net', 'accepte', 'second', 'defendu', 'born', 'insist', 'format', 'remuner', 'format', 'termine', 'actuel', 'argent', 'donnent', 'errone', 'recepteur', 'dossi'];incompetent total interd cpf financ format sourc financ compl aberr aller energ craqu cpf net accepte second defendu born insist format remuner format termine actuel argent donnent errone recepteur dossi;0
pendant j ete entrain de modifier mes informations avec la jeune fille a l ordinateur elle ete entrain de envoye petit texte a sont petits copain pour presque tout le temps j ete choque;1;['entrain', 'jeun', 'fill', 'entrain', 'copain', 'choqu'];entrain jeun fill entrain copain choqu;1
accueil agreable  rv ponctuel et de qualite ;1;['rv', 'ponctuel'];rv ponctuel;1
accueil et entretien agreables  certains conseillers connaissent bien leur metier et sont competents  ca fait plaisir ;1;['connaissent', 'competent', 'plais'];connaissent competent plais;-1
0 etoile   manque de de serieux je suis convoque pour un premier rendez vous le 30 07 2020 a 15h  le matin du rendez vous  le conseille m appelle pour me dire que l entretien se fera par telephone  comme convenu il appelle et l entretien  env  30mn  se passe avec un conseiller qui semble sympathique  5 jours plus tard je recois un  courrier d avertissement pour absence au rendez vous  et que je risque d etre radier   je risque donc d etre radier pour incompetence de votre equipe;1;['convoqu', '07', '15h', 'convenu', 'env', '30mn', 'sympath', 'courri', 'avert', 'absenc', 'radi', 'radi', 'incompetent', 'equip'];convoqu 07 15h convenu env 30mn sympath courri avert absenc radi radi incompetent equip;0
tres bien recu bon suivi;1;[];;-1
inadmissible  on me convoque pour un rendez vous avec un rappel la veille et on m indique une fois sur place que je ne peux pas l effectuer  tres decu ;1;['inadmissibl', 'convoqu', 'veil'];inadmissibl convoqu veil;1
en tant que creatrice d entreprise  j ai ete accompagnee avec beaucoup de bienveillance et de professionnalisme par mon conseiller  il a toujours repondu a mes sollicitations par mail  et a trouve des solutions pertinentes pour mon projet  qui a aboutit  quand j ai eu un probleme administratif avec une ecole lors d une inscription pour une formation  une conseillere au telephone sur libourne  qui ne m etait pas affecte  a resolu un probleme relevant de l ecole  en un temps record  avec beaucoup de comprehension  la fois ou je me suis deplace sur leur site  ma demande a etait bien traitee  rapidement  les conseillers sont souriants  bref c est important aussi de dire quand les choses se passent tres bien  je peux affirmer que les personnes a qui j ai eu affaire la bas travaille reellement pour favoriser le retour a l emploi  et qu ils ont en plus les competences professionnelles et les qualites humaines pour cela ;1;['creatric', 'accompagne', 'professionnal', 'solut', 'pertinent', 'about', 'administr', 'ecol', 'format', 'libourn', 'affect', 'resolu', 'ecol', 'record', 'traite', 'souri', 'passent', 'affirm', 'person', 'affair', 'favoris', 'qualit'];creatric accompagne professionnal solut pertinent about administr ecol format libourn affect resolu ecol record traite souri passent affirm person affair favoris qualit;0
un grand merci a ma conseillere  cecile courouble de m avoir bien suivi et accompagne sans me harceler  je pense que grace a cette aide j ai pu passer mes permis pl et enfin retrouver un emploi  continuez   ;1;['cecil', 'couroubl', 'harcel', 'pl'];cecil couroubl harcel pl;1
tres spacieux et prise en charge rapide;1;['spacieux'];spacieux;1
faire des efforts pour l accueil  vous etes vraiment desagreable    meme la conseillere changez de metier si vous n aimez pas votre boulot  ;1;['effort', 'chang', 'boulot'];effort chang boulot;-1
votre idee de l entretien de simulation avant d integrer l enterprise sait un vrai echec vous etes les pires conseils qui existent sur lille;1;['ide', 'simul', 'integr', 'enterpris', 'echec', 'pir', 'existent', 'lill'];ide simul integr enterpris echec pir existent lill;1
j ai du aller a pole emplois apres le travail pour accompagner ma mere  je comprend pas pourquoi il on besoin de savoir mon nom  prenom ainsi que mon numero  nous avons etait dirige vers une femme au abord sympathique  puis cela a vite dechante elle c est plein de devoir s occuper de plusieurs personnes  bah oui en meme temps je pense que tu est paye pour sa  j ai du trouver du temps pour venir et etendre sa bah franchement j ai fait demi tour ;1;['mer', 'prenom', 'dirig', 'femm', 'abord', 'sympath', 'dech', 'occup', 'person', 'bah', 'pay', 'etendr', 'bah', 'dem', 'tour'];mer prenom dirig femm abord sympath dech occup person bah pay etendr bah dem tour;0
je viens de faire 1h45 de route expres pour un rendez vous et on me  previens 20min avant l heure prevue que c est annulee  il y a un gros manque de professionnalisme ;1;['1h45', 'rout', 'expre', 'previen', '20min', 'prevu', 'annule', 'professionnal'];1h45 rout expre previen 20min prevu annule professionnal;-1
tres bon accueil rapide et efficace;1;[];;-1
honteux     je n ai jamais vu ca     j appelle pour avoir des precisions sur mon indemnisation et la personne   une femme  me raccroche au nez 2 fois a la suite  je lui demande la 2 e fois c est bien vous qui m avez raccroche au nez   elle me reponds oui et    agressive  elle ne souhaite pas faire son travail   blasee elle souffle a chaque fois que je lui parle  et me parle tres mal au telephone  il est preferable qu elle change de metier    je me deplace a l agence directement et la personne n ose meme pas sortir de son bureau  c est la directrice qui se deplace et me dit qu il faut que je fasse une reclamation sur mon compte ;1;['indemnis', 'person', 'femm', 'raccroch', 'nez', 'e', 'raccroch', 'nez', 'agress', 'blase', 'souffl', 'prefer', 'agenc', 'person', 'ose', 'bureau', 'directric', 'fass', 'reclam', 'compt'];indemnis person femm raccroch nez e raccroch nez agress blase souffl prefer agenc person ose bureau directric fass reclam compt;0
completement d accord avec tous les autres avis  c est honteux de ne pas etre professionnel  au moindre faux pas ils nous radient mais eux ils se permettent de tout faire  les conseillers ne font pas leur boulot  si vous n aimez pas votre travail il est temps de le changer  ;1;['accord', 'radient', 'permettent', 'boulot'];accord radient permettent boulot;-1
si je pouvais mettre 0 etoiles je l aurai bien evidemment fait  de nos jours  personne ne fait son travail  les conseillers sont payes a rien faire  vous etes fatiguants  je rejoins les autres avis  ils font tout pour nous faire craquer et qu on abandonne par nous memes  voila comment ils procedent  c est a se demander s ils n ont pas ete forme dans ce but la  apres vous vous etonnez que personne ne veut trouver de travail  commencer par mettre des gens competents dans ces postes la ;1;['person', 'pay', 'fatigu', 'rejoin', 'craqu', 'abandon', 'procedent', 'but', 'eton', 'person', 'competent'];person pay fatigu rejoin craqu abandon procedent but eton person competent;0
inscrit a pole emploi en 2019 et en situation d invalidite  en deux ans  j ai eu quatre conseillers qui ont ete replace pour etudier mon dossier et aucunes propositions serieuse d offre d emploi pour mon handicap  passez votre chemin  c est une honte cette agence   a fuir;1;['inscrit', '2019', 'invalidit', 'quatr', 'replac', 'etudi', 'dossi', 'offre', 'handicap', 'chemin', 'agenc', 'fuir'];inscrit 2019 invalidit quatr replac etudi dossi offre handicap chemin agenc fuir;-1
zero aceuille zero conseillere zero et vous prend pour un con a fuuuuuuirre;1;['aceuill', 'fuuuuuuirr'];aceuill fuuuuuuirr;1
ma conseillere a ete tres perspicace et a pris mon dossier bien au serieux;1;['perspicac', 'dossi'];perspicac dossi;-1
bien agencee personnel a l ecoute pour nous aider dans nos recherches et bien se servir de l ordinateur car transmettre les documents n est pas toujours facile  savoir etre patient car le personnel fait ce qu il peut mais pour mon avis on trouve tjrs quelqu un pour nous aider ;1;['agence', 'personnel', 'serv', 'docu', 'patient', 'personnel', 'tjr'];agence personnel serv docu patient personnel tjr;-1
service zero ils sont meme pas capables de traiter des demandes d ouv des droits apres plusieurs passages;1;['servic', 'capabl', 'ouv', 'passag'];servic capabl ouv passag;1
les conseillers n ont pas ete competents a repondre a mes demandes  ils agissent et donnent des conseils sans savoir  avec des erreurs  ou sans entrer en sujet  l attitude envers moi a ete comme si j etais une chose  un numero  une case a remplir  le conseiller ne repond pas regulierement  toujours des excuses qui n ont plus le sens  je suis tres decu  je deconseille cette agence;1;['competent', 'agissent', 'donnent', 'entrer', 'attitud', 'enver', 'regulier', 'deconseil', 'agenc'];competent agissent donnent entrer attitud enver regulier deconseil agenc;-1
nous avons des conseilleres mais je me demande bien a quoi servent t elles car elle nous bloque la conversation et nous ne pouvons plus leurs envoyer des mails lorsque l on a besoin de poser une question  c est vraiment du n importe quoi   ;1;['pouvon', 'pos'];pouvon pos;1
malgre les mauvaise notes jais etait recu par ma  conseillere madame bourgeaux qui est  tres sympathique et  tres comprehensibles vis a vis de ma situation a qui sais oriente des gens vers des formations ou trouver d autre solution je la recommande fortement ;1;['jais', 'bourgeau', 'sympath', 'comprehensibl', 'orient', 'format', 'recommand'];jais bourgeau sympath comprehensibl orient format recommand;-1
femme a l accueil tres desagreable   qui ne cherche meme pas a regler les problemes des gens   inadmissible  ;1;['femm', 'inadmissibl'];femm inadmissibl;1
personnel accueillant   a l ecoute  competent  rapide et tres efficace ;1;['personnel', 'competent'];personnel competent;-1
dans l ensemble  personnel competant  disponible et reactif pour vos requetes ;1;['ensembl', 'personnel', 'compet', 'reactif', 'requet'];ensembl personnel compet reactif requet;-1
tres bon accueil  j ai ete bien recu  bien aiguille par des jeunes qui font leur service civique  mon premier rendez vous avec la conseillere s est tres bien passe  un peu inutile vu que j avais deja fait toutes les demarches en ligne  dommage  3 semaines pour finalement arriver au meme resultat  c est du temps de perdu dans la recherche d emploi  mais sinon  le personnel est tres gentil  souriant et accueillant ;1;['aiguill', 'jeun', 'servic', 'civiqu', 'demarch', 'personnel', 'gentil', 'souri'];aiguill jeun servic civiqu demarch personnel gentil souri;1
personnel agreable et lieu spatieux;1;['personnel', 'spatieux'];personnel spatieux;1
l accueil excellent  et samuel etait tres gentil et serviable  il m a meme appele pour m informer que j avais oublie un petit bout de papier  tres bon service   bien que je n ai pas ete en mesure d obtenir un rdv a la date que je voulais  je suis sortie satisfaite de leur service ;1;['excellent', 'samuel', 'gentil', 'serviabl', 'servic', 'rdv', 'satisfait', 'servic'];excellent samuel gentil serviabl servic rdv satisfait servic;1
tres bonne agence  a l ecoute  disponible  de bons conseils  un grand merci a mme gisele julien pour son aide et sa gentillesse  ;1;['agenc', 'mme', 'gisel', 'julien', 'gentilless'];agenc mme gisel julien gentilless;1
super accueil  personnel professionnel et consciencieux ;1;['personnel', 'conscienci'];personnel conscienci;1
j ai etais tres bien accueilli par anthony un grand  merci de m avoir aide pour mes demarches;1;['anthony', 'demarch'];anthony demarch;1
aujourd hui j ai eu mon premier rendez vous  en arrivant on m informe qu au final mon rdv a ete annule et que effectivement ils ont oublie de me prevenir  je cherche a comprendre pour quel raison et ont me reponds sans trop me repondre tout en restant fort agreable evidemment  finalement quelqu un a la   gentillesse   de me prendre en entretien  et je me retrouve face a une personne tout a fait meprisante et absolument pas agreable  le dialogue a ete tres complique pour un premier rendez vous  cela me parait complique de rester motive pour mes projets futur puisque parait il le marche sur lequel je veux entrer est bouche c est pourquoi il est inutile de me financer mon ecole  et si je veux me la financer je n ai qu a chercher une alternance  je remercie encore pole emploi pour ce chaleureux accueil et pour ce premier rendez vous ma fois tres bien prepare  et qui m a permis de me rendre compte qu il vaut mieux que je me debrouille seule puisque je vois bien qu on ne m apportera aucunes aides ;1;['arriv', 'rdv', 'effect', 'preven', 'rest', 'gentilless', 'fac', 'person', 'mepris', 'dialogu', 'par', 'motiv', 'futur', 'par', 'lequel', 'entrer', 'bouch', 'financ', 'ecol', 'financ', 'altern', 'chaleur', 'prepar', 'compt', 'vaut', 'debrouill', 'vois', 'apport'];arriv rdv effect preven rest gentilless fac person mepris dialogu par motiv futur par lequel entrer bouch financ ecol financ altern chaleur prepar compt vaut debrouill vois apport;-1
pas tres grand  accueillant  personnel efficace et aimable  mal situe  et indique par contre ;1;['personnel', 'aimabl', 'situ'];personnel aimabl situ;-1
dommage on je peux pas mettre 0   alors j ai un rdv avec une conseillere qui ne me connait pas j ai du batailler pour avoir un rdv et des questions sur la creation d entreprise  erreur j ai perdu mon temps elle connait rien de rien elle ne regarde meme pas dans les yeux j ai parler avec un front aujourd hui ;1;['rdv', 'bataill', 'rdv', 'regard', 'yeux', 'front'];rdv bataill rdv regard yeux front;1
acceuil desagreable  conseillere inefficace et incompetente  meme au 3949 je suis mieux recu et aiguille  je ne valide pas ce lieu et les personne qui s en occupe ;1;['acceuil', 'inefficac', 'incompetent', '3949', 'aiguill', 'person', 'occup'];acceuil inefficac incompetent 3949 aiguill person occup;-1
accueil tres chaleureux et un professionnalisme assure  vous etes a la hauteur de vos competences  j ai ete agreable surprise par leurs acceuils chaleureux  tous des personnes tres a l ecoute des personnes pour nous aider dans le monde du travail  merci beaucoup pour votre gentillesse  en particulier  la mme g g qui m a receptionne rapidement des mon arrivee pour monter mon dossier de a r e  merci beaucoup a toute l agence    tres bonne continuation a vous  au revoir  nounou nicole;1;['chaleur', 'professionnal', 'assur', 'hauteur', 'acceuil', 'chaleur', 'person', 'person', 'gentilless', 'mme', 'g', 'g', 'reception', 'arrive', 'dossi', 'r', 'e', 'agenc', 'revoir', 'nounou', 'nicol'];chaleur professionnal assur hauteur acceuil chaleur person person gentilless mme g g reception arrive dossi r e agenc revoir nounou nicol;0
accueil tres sympathique  ponctuel et tres serieux;1;['sympath', 'ponctuel'];sympath ponctuel;-1
bien accueilli tres satisfaite des personnes qui travaillent a la anpe;1;['satisfait', 'person', 'travaillent', 'anpe'];satisfait person travaillent anpe;-1
