Description;telephone;Description_2;Description_3;clusters
aucun creneau n est disponible par telephone  en agence ou visioconference  pour obtenir un rendez vous avec le pole emploi ;1;['creneau', 'agenc', 'visioconferent'];creneau agenc visioconferent;-1
le 13 09 2022 bonjour  hier j ai appele pole emploi on m a dit que je pourrais rencontrer un conseiller tous les matin au pole emploi de mondidier  ce matin je suis donc alle au pole emploi de mondidier j ai ete tres mal recue par la dame de l accueil  elle ne m a pas laisse rencontrer un conseiller sous pretexte que j ai un emploi  elle m a recue dans l espace accueil sans meme me faire assoir  je suis en cdi temps plein  mon travail ne me convient plus  le poste a change et j ai maintenant une vie de famille  les horaires ne sont plus en adequation avec ma vie de maman  elle m a clairement dit que pole emploi ne pouvait rien pour moi  qu il fallait me debrouiller  que je ne pouvais pas prendre de rdv  qu on ne pouvait pas me renseigner sur le marche du travail  qu on ne pouvait pas m aider a y voir plus clair  je suis arrivee dans vos locaux j etais tres motivee en sortant j etais completement demotivee  si on a un travail et que l on veut en changer il faut d abord se retrouver sans emploi dans la misere pour qu on vous aide   merci pole emploi  ;1;['13', '09', 'hi', 'mondidi', 'mondidi', 'pretext', 'assoir', 'cdi', 'convient', 'famill', 'horair', 'adequ', 'maman', 'debrouill', 'rdv', 'arrive', 'motive', 'demotive', 'abord', 'miser'];13 09 hi mondidi mondidi pretext assoir cdi convient famill horair adequ maman debrouill rdv arrive motive demotive abord miser;1
voici presque 7 semaines maintenant que j ai ete licenciee economique avec csp et je n ai aucune nouvelle de pole emploi  aucun numero d adherent  aucun contact avec personne  je suis seule dans la nature   j ai beau appeler tous les jours on me repond   je n ai pas trace de votre dossier et    c est tout  aucun service de reclamation  aucune personne pour vous guider  et    aucune allocation versee alors que j ai 3 enfants  les personnes qui repondent en ligne donnent des informations succinctes et contradictoires a chaque fois  je suis perdue   apres le traumatisme du licenciement  celui de l abandon total avec aucune aide  c est incroyable  je suis tres tres decue des services publics francais ;1;['voic', 'licencie', 'csp', 'adherent', 'contact', 'person', 'natur', 'trac', 'dossi', 'servic', 'reclam', 'person', 'guid', 'alloc', 'verse', 'person', 'repondent', 'donnent', 'succinct', 'contradictoir', 'perdu', 'traumat', 'licenci', 'abandon', 'servic'];voic licencie csp adherent contact person natur trac dossi servic reclam person guid alloc verse person repondent donnent succinct contradictoir perdu traumat licenci abandon servic;-1
je me suis inscrite a nouveau a pole emploi mi aout 2022  je dis a nouveau car ce n est pas la premiere fois  je pensais etre convoquee a un entretien mais non  comme je ne recevais pas de convocation  j ai demande un rendez vous par mail a ma conseillere  resultat  j ai recu un mail m indiquant un rendez vous debut octobre  soit un mois plus tard  a quelle heure   ce n est pas indiquee  et telephonique    je trouve le delai trop long  aussi  je decide de faire le 3949  pour essayer de faire avancer les choses  et la  j ai ete mal recue  j ai la nette impression de deranger  on me propose d aller a l espace co working a pole emploi mais c est pas ce que je demande  je le precise et la  conversation devient houleuse  la personne me precice qu elle n est pas payer assez cher pour me repondre et me dit que je suis agressive  ben oui  j ai repondu et reagit a ces paroles non adaptees   le pire c est quant on vous dit qu on est pas dans un monde de bisounours   que faut il repondre  a cela et comment  sans agresser l agent bien sur   et a celle qui vous precise qu elle est en cdi de droit prive et qu elle aussi peut perdre son travail  bref   je me suis sentie pas ecoutee  abandonnee a mon sort  bref  il faut que je me debrouille et me sorte de ma situation  seule    alors les videos temoignage sur l accompagnement globale  c est quoi   du vent  ;1;['inscrit', 'mi', 'convoque', 'recev', 'convoc', 'indique', '3949', 'net', 'impress', 'derang', 'co', 'working', 'houleux', 'person', 'precic', 'pai', 'cher', 'agress', 'ben', 'reag', 'parol', 'adapte', 'bisounour', 'agress', 'agent', 'cdi', 'ecoute', 'abandonne', 'debrouill', 'videos', 'temoignag', 'global', 'vent'];inscrit mi convoque recev convoc indique 3949 net impress derang co working houleux person precic pai cher agress ben reag parol adapte bisounour agress agent cdi ecoute abandonne debrouill videos temoignag global vent;-1
bonjour ma situation a changer j aimerai prevenir pole emploi via telephone   la messagerie a indique qu on me rappellera dans les deux heures    on ne m a pas rappele  j essaie de vous ecrire via messagerie sur votre site ou  c est complique de vous ecrire   trop de choses inutile ;1;['preven', 'messager', 'ecrir', 'messager', 'ecrir'];preven messager ecrir messager ecrir;-1
la derniere fois que j ai ete en entretien de suivi  je parle bien de suivi en agence et non de deplacements pour signaler des dysfonctionnements tels que des retards de versement  de minima sociaux   je precise pour les lecteurs  que dame nature n a pas dotes d une grande imagination  et qui voient des  chomeurs professionnels  partout  date de septembre 2019  comme il arrive parfois  la personne designee conseillere a change au premier trimestre de cette annee 2022  je ne l ai jamais vue  neanmoins  mon prochain  rendez vous de suivi  est un rendez vous telephonique  cette virtualite de suivi ressemble a une tactique de mise au placard telle qu il peut en advenir en milieu professionnel  adjointe a la technique de mise sous pression  soit en cas de plainte  soit en imposant un rythme  dans tous les sens du terme  pendant l entretien enregistrable   le tout resultant en une poussee au repli ;1;['agenc', 'tel', 'retard', 'minim', 'lecteur', 'natur', 'dot', 'imagin', 'voient', 'partout', '2019', 'person', 'designe', 'neanmoin', 'virtualit', 'ressembl', 'tactiqu', 'placard', 'tel', 'adven', 'milieu', 'adjoint', 'pression', 'plaint', 'impos', 'rythm', 'result', 'pousse', 'repl'];agenc tel retard minim lecteur natur dot imagin voient partout 2019 person designe neanmoin virtualit ressembl tactiqu placard tel adven milieu adjoint pression plaint impos rythm result pousse repl;-1
je tiens a remercier ma conseillere pole emploi qui fait un suivi tres professionnel et accorde toute l attention necessaire au bon suivi des demandeurs d emploi  c est une personne tres professionnelle et je tiens a ce que le directeur de pole emploi de rennes sache qu il a une conseillere formidable ;1;['remerci', 'accord', 'person', 'directeur', 'ren', 'sach', 'formid'];remerci accord person directeur ren sach formid;1
aucun creneau n est disponible par telephone  en agence ou visioconference  pour obtenir un rendez vous avec le pole emploi  les chomeurs et les services publics sont sacrifies ;1;['creneau', 'agenc', 'visioconferent', 'servic', 'sacrif'];creneau agenc visioconferent servic sacrif;-1
bonjour   je voudrais attirer votre attention sur un probleme pour contacter pole emploi par telephone  on peut avoir a contacter pole emploi alors que l on n est plus inscrit   c est alors impossible de contacter par le 3949 car on vous demande toujours votre identifiant  hors celui ci a ete desactive  pour trouver un autre numero de telephone  c est la galere ;1;['voudr', 'attir', 'contact', 'contact', 'inscrit', 'contact', '3949', 'identifi', 'hor', 'desact', 'galer'];voudr attir contact contact inscrit contact 3949 identifi hor desact galer;-1
bonjour  je tiens a souligner ma satisfaction quant a remplir mes actualisations mensuelles  en effet  c est simple et efficace  sans compter que les renseignements importants  comme les dates d actualisation   sommes et jours prevus sont indiques  des solutions sont apportees pour etre plus efficaces dans le monde du demandeur d emploi et je trouve cela bien  nota  serait il possible d etre averti  mail ou sms  lorsqu il faut s actualiser car je ne vais pas tout le temps sur mon ordinateur  et lorsqu il fonctionne      merci d avance ;1;['soulign', 'satisfact', 'compt', 'prevus', 'solut', 'apporte', 'efficac', 'avert', 'sm', 'lorsqu', 'lorsqu'];soulign satisfact compt prevus solut apporte efficac avert sm lorsqu lorsqu;-1
pole emploi me reclame des documents de 6 ans d anteriorite  fiches de paie  attestation employeur etc     et 11 documents   le dernier de la liste est le recapitulatif de carriere fourni par la caisse de retraite  qui contient tous les elements demandes  on ne rit pas de la redondance  par ailleurs  on me reclame des documents qui ne me concernent pas  comme une attestation de fin de contrat  quand mon statut n etait pas contractuel  et mon interlocuteur ne connait absolument pas les regles de la fonction publique  ni celles qui regissent ma profession ;1;['reclam', 'docu', 'anteriorit', 'pai', 'attest', 'employeur', '11', 'docu', 'recapitul', 'caiss', 'retrait', 'contient', 'element', 'rit', 'redond', 'reclam', 'docu', 'concernent', 'attest', 'contrat', 'contractuel', 'interlocuteur', 'cel', 'reg', 'profess'];reclam docu anteriorit pai attest employeur 11 docu recapitul caiss retrait contient element rit redond reclam docu concernent attest contrat contractuel interlocuteur cel reg profess;2
hier  j ai recu ce courrier dans mon espace pe    objet   documents a transmettre apres etude de votre dossier d allocations  madame   apres etude de votre dossier  des informations complementaires sont necessaires pour mettre a jour votre  situation   nous vous remercions de nous transmettre au plus tot les 2 documents suivants indispensables au  traitement de votre dossier    1    l attestation destinee a pole emploi delivree par votre employeur employeur  particulier pour la periode du 28 08 18 au 31 10 21  2    votre contrat de travail pour votre activite ayant debute le  06 12 21  cette liste de documents a ete mise a jour a partir des informations en notre possession a la date du 25  aout 2022   1    vous pouvez nous transmettre vos documents par differents moyens    soit depuis votre espace personnel pole emploi  service   mes echanges avec pole emploi    rubrique    transmettre et suivre un document     2     soit depuis l  application mobile pole emploi   mon espace    service   documents     soit en agence   a partir des ordinateurs mis a votre disposition en libre acces   soit par courrier postal  3    en envoyant une copie de vos 2 documents a   pole emploi ploermel    vous trouverez les consignes a suivre pour l envoi de vos documents par internet ou mobile en  annexe   votre demande d allocations sera etudiee a reception de ces documents  en cas de difficultes  n hesitez pas a contacter votre conseiller par courriel   nous vous prions d agreer  madame  nos salutations distinguees   le directeur de l agence  lol  je pense serieusement que ce pe se moque de moi  et je reste polie   explications   pour le 1  ils ont tous les documents de mes particuliers employeurs sur cette periode  x3 minimum   et pour le 2  dernier envoi le 17mai 2022  x3 aussi    precision  la conseillere n est pas tres douee pour l informatique comme vu en rdv ;1;['hi', 'courri', 'objet', 'docu', 'etud', 'dossi', 'alloc', 'etud', 'dossi', 'complementair', 'tot', 'docu', 'indispens', 'dossi', 'attest', 'destine', 'delivre', 'employeur', 'employeur', '08', '18', '31', '21', 'contrat', 'debut', '06', '21', 'docu', 'possess', 'docu', 'personnel', 'servic', 'docu', 'mobil', 'servic', 'docu', 'agenc', 'libr', 'courri', 'postal', 'docu', 'ploermel', 'consign', 'docu', 'internet', 'mobil', 'annex', 'alloc', 'etudie', 'docu', 'hesit', 'contact', 'courriel', 'prion', 'agre', 'salut', 'distingue', 'directeur', 'agenc', 'lol', 'moqu', 'docu', 'employeur', 'x3', '17mai', 'x3', 'doue', 'rdv'];hi courri objet docu etud dossi alloc etud dossi complementair tot docu indispens dossi attest destine delivre employeur employeur 08 18 31 21 contrat debut 06 21 docu possess docu personnel servic docu mobil servic docu agenc libr courri postal docu ploermel consign docu internet mobil annex alloc etudie docu hesit contact courriel prion agre salut distingue directeur agenc lol moqu docu employeur x3 17mai x3 doue rdv;-1
bonjour   depuis septembre j ai recu pleins d e  mails m informant que j avais droit au chomage    mais jamais aucune nouvelle ou reponse de mes conseillers   j ai pose beaucoup de questions et rien de tout ;1;['plein', 'e', 'chomag', 'repons'];plein e chomag repons;1
meme si l interface du site pole emploi n est pas tres intuitive   a mon avis   je dois reconnaitre que pole emploi de saint gilles croix de vie est tres efficace   je viens de recruter deux employes grace a l accueil   a la gentillesse et a la competence du personnel  merci a eux ;1;['interfac', 'intuit', 'reconnaitr', 'saint', 'gill', 'croix', 'gentilless', 'competent', 'personnel'];interfac intuit reconnaitr saint gill croix gentilless competent personnel;-1
j ai fais une demande concernant une formation diplomante d assistant immobilier avec dimension pro narbonne  j ai travaille sur ce dossier depuis fevrier 2022  le financement a ete accepte en juin 2022  j aurais du commencer la formation le 3 octobre 2022  sauf qu il y a eu un probleme  dimension pro n est pas au courant de l acceptation du financement et du coup je ne peux pas commencer  je suis au rsa  reconnu en rqth  je fais tout ce que je peux pour m en sortir et un couac administratif rend tout tres complique  et impossible d avoir un conseiller pole emploi avant minimum 3 semaines ;1;['format', 'immobili', 'dimens', 'pro', 'narbon', 'dossi', 'financ', 'juin', 'format', 'dimens', 'pro', 'financ', 'rsa', 'reconnu', 'rqth', 'couac', 'administr'];format immobili dimens pro narbon dossi financ juin format dimens pro financ rsa reconnu rqth couac administr;-1
organisme pole emploi   aucune reponse de l employeur car il cree des viviers de c v grace a la cooperation de pole emplo  et pole emploi ne verifie pas du tout les offres et reponses des employeurs  resultat   ca devient chronophage de se presenter a des entretiens sans aucune reponse   qui aboutissent sur des depots de c v en vue de creer des viviers de candidats pour les absences maladie etc   et ils notifient pole emploi d offres cloturees   et nous pas de reponses   a croire que pole emploi travaille beaucoup plus pour  les employeurs que pour les chomeurs ;1;['repons', 'employeur', 'vivi', 'v', 'cooper', 'emplo', 'verif', 'offre', 'repons', 'employeur', 'chronophag', 'repons', 'about', 'depot', 'v', 'vivi', 'absenc', 'malad', 'notifient', 'offre', 'cloture', 'repons', 'employeur'];repons employeur vivi v cooper emplo verif offre repons employeur chronophag repons about depot v vivi absenc malad notifient offre cloture repons employeur;2
  recu un courrier de cpam me demandant un tas de documents pour calcul pension d invalidite dont attestations allocations chomage et attestation salaires   appel pole emploi qui ne peut rien faire pour moi par telephone par l intermediaire du site  impossible d avoir des attestions pour allocations superieures a 2ans      je dois faire un courrier manuscrit et aller le deposer en agence    en pleine periode de penurie d essence  c est tres fort    et je ne suis meme pas certaine qu on puisse me les donner comme ca      appel cpam pour leur demander des precisions sur leur courrier  qui mentionne le nom d une personne  chouette      on me repond qu on ne peut me passer personne au telephone   ils vont envoyer un message a cette dame pour qu elle me rappelle    on nous dit de conserver tous nos docs par informatique   mais il faut quand meme les imprimer  ;1;['courri', 'cpam', 'tas', 'docu', 'pension', 'invalidit', 'attest', 'alloc', 'chomag', 'attest', 'salair', 'intermediair', 'attest', 'alloc', 'superieur', '2an', 'courri', 'manuscr', 'agenc', 'plein', 'penur', 'essenc', 'cpam', 'courri', 'person', 'chouet', 'person', 'conserv'];courri cpam tas docu pension invalidit attest alloc chomag attest salair intermediair attest alloc superieur 2an courri manuscr agenc plein penur essenc cpam courri person chouet person conserv;1
avec la nouvelle interface je ne suis pas parvenu a valider mon actualisation car en tant qu autoentrepreneur je n ai pas realise de ca donc 0 mais au niveau des heures 0 ne fonctionne pas et bloque la validation  apres appel a pole emploi la personne du service indemnisation m a informe qu avec le nouveau formulaire il fallait note 151h en heures travaillees meme si cela ne reflete pas la realite et note 0   en remuneration  sur cette rubrique il conviendrait de donc preciser   si vous n avez pas  genere de ca noter 151h en heures et 0 en remuneration  cela eviterait des appels a pole emploi comme cela a ete le cas pour moi ;1;['interfac', 'parvenu', 'autoentrepreneur', 'person', 'servic', 'indemnis', 'formulair', '151h', 'reflet', 'remuner', 'conviendr', 'gener', '151h', 'remuner'];interfac parvenu autoentrepreneur person servic indemnis formulair 151h reflet remuner conviendr gener 151h remuner;-1
desormais au chomage malgre moi  je me suis inscrit a pole emploi debut septembre 2022  fin septembre  lors de mon rendez vous de validation d inscription  pole emploi le mans gare m indique que mon dossier est suivi par deux agences  le mans gare pour le volet administratif et le mans universite pour le volet allocations chomage   je me suis rendu a l agence le mans universite pour faire valider ma demande d allocation  chose qui s est faite dans les bonnes conditions au vu des documents demandes et fournis  le lendemain  a ma grande surprise  l agence pole emploi le mans gare me demande une serie de bulletins de paie et bloque mon dossier d allocation  j envoie les documents demandes mais mon dossier reste bloque  lorsque je decide d appeler le 3949  je tombe sur l agence le mans gare  un monsieur me reponds et des ses premieres paroles je sens qu il est sur la defensive  il m a l air mecontent et ses reponses ne repondent pas a mes questions  il m informe que l attestation adressee par mon entreprise n est pas conforme a ce que j ai fourni et m invite a retourner voir avec l entreprise  ce que je fais immediatement  2 semaines plus tard  mon dossier etant toujours bloque  je recontacte l agence et le meme monsieur me repond dans les memes conditions et  cette fois ci  il me raccroche au nez sans que je ne sache pourquoi  je rappelle et retombe sur lui  je lui demande pourquoi il a ce comportement et il me dit que mon dossier n est pas base chez eux  que dois contacter l agence de le mans universite pour avoir des reponses a mes questions  jusqu a present mon dossier reste bloque pour des raisons completement infondees ;1;['chomag', 'inscrit', 'man', 'dossi', 'agenc', 'man', 'volet', 'administr', 'man', 'universit', 'volet', 'alloc', 'chomag', 'agenc', 'man', 'universit', 'alloc', 'condit', 'docu', 'lendemain', 'agenc', 'man', 'ser', 'bulletin', 'pai', 'dossi', 'alloc', 'docu', 'dossi', '3949', 'agenc', 'man', 'premier', 'parol', 'defens', 'air', 'mecontent', 'repons', 'repondent', 'attest', 'adresse', 'conform', 'invit', 'immediat', 'dossi', 'recontact', 'agenc', 'condit', 'raccroch', 'nez', 'sach', 'retomb', 'dossi', 'contact', 'agenc', 'man', 'universit', 'repons', 'dossi', 'raison', 'infonde'];chomag inscrit man dossi agenc man volet administr man universit volet alloc chomag agenc man universit alloc condit docu lendemain agenc man ser bulletin pai dossi alloc docu dossi 3949 agenc man premier parol defens air mecontent repons repondent attest adresse conform invit immediat dossi recontact agenc condit raccroch nez sach retomb dossi contact agenc man universit repons dossi raison infonde;-1
bonsoir   personne autonome  qui depuis ma rupture conventionnelle il y a 10 ans  s est debrouillee toute seule  et pourtant que d anecdotes depuis ce jour ou j ai pousse la porte de pole emploi  un burn out non reconnu par une degradation professionnelle d un collegue      avec diverses conseilleres sur cette periode dont certaines je n ai eu que le nom  sauf si je me reiterai ma demande pour un rdv physique ou telephoniquement car besoin d ateliers  creation cv  entretien pour embauche  mise en situation    etc       par courriel  afin de  rebondir  reprendre le chemin dans la recherche d un emploi apres 30 ans d activite  je n etais plus dans le coup     j ai eu dans mes conseilleres  des personnes bienveillantes et de bons conseils  mais le systeme est fait qu elles ont tellement de personnes a suivre que c est difficile pour elles d etre beaucoup a l ecoute    j en concois  mais lorsque l on doit se reconstruire  et recherche un nouvel emploi  ce n est pas toujours facile de  se vendre  quand qui plus est apres la cinquantaine     j en ai fait des ateliers  car un jour je souhaitais au plus vite reprendre l activite professionnelle  j ai  rame   j ai trouve  j ai en dividende divise par 2 5 le salaire que j avais quitte  comme le dit un proverbe   quand on veut  on peut    les annees passent vites  les dernieres annees a faire  et il y aura ne autre vie plus tranquille  je l espere et le souhaite   cordialement ;1;['bonsoir', 'person', 'autonom', 'conventionnel', 'debrouille', 'anecdot', 'pouss', 'burn', 'out', 'reconnu', 'degrad', 'collegu', 'divers', 'reit', 'rdv', 'courriel', 'rebond', 'chemin', 'person', 'system', 'person', 'concois', 'reconstruir', 'vendr', 'cinquantain', 'ram', 'dividend', 'divis', 'salair', 'quitt', 'proverb', 'passent', 'dernier', 'tranquill'];bonsoir person autonom conventionnel debrouille anecdot pouss burn out reconnu degrad collegu divers reit rdv courriel rebond chemin person system person concois reconstruir vendr cinquantain ram dividend divis salair quitt proverb passent dernier tranquill;-1
ou trouver une adresse pour envoyer le formulaire de pole emploi pour savoir si mon are est encore disponible  pole emploi ne peut me le dire au 3989 ;1;['formulair', '3989'];formulair 3989;-1
auto entrepreneur  pole emploi me taxe sur mon chiffre d affaire alors que je suis deja taxee sur le montant du chiffre d affaire par l urssaf  de plus  pourquoi ne pas separer les revenus   mon conjoint gagne bien sa vie mais ne me paye rien  pole emploi ne tient pas compte de cela et ne me verse rien   mon compagnon touche trop  trop percu de 5000 euros   je conteste et il passe a 263 euros   mais plus d allocations   ils avaient oublie de me demander mon chiffre d affaire pendant 2 ans et ca a change dix fois de conseiller  pour moi ils ne servent a rien pour certains ;1;['auto', 'entrepreneur', 'tax', 'affair', 'taxe', 'affair', 'urssaf', 'separ', 'revenus', 'conjoint', 'pay', 'tient', 'compt', 'compagnon', '5000', 'euros', 'contest', '263', 'euros', 'alloc', 'affair', 'dix'];auto entrepreneur tax affair taxe affair urssaf separ revenus conjoint pay tient compt compagnon 5000 euros contest 263 euros alloc affair dix;-1
bonjour  ce lundi 10 10 2022 a 9h00 env  mon rendez vous telephone  entretien individuel obligatoire  avec pole emploi romilly sur seine a echoue a cause d un probleme de reseau sfr  la conseillere   remplacante de ma conseillere en conge maternite  a tente 2 appels a 9h13 et 9h14 infructueux faute de reseau  a 9h15 j ai contacte le 3949 pour signaler le dysfonctionnement reseau a pole emploi et mon interlocutrice a demande a la conseillere de renouveler une 3ieme fois son appel  ce qu elle a fait a 9h35 en tombant directement sur ma messagerie   mon  journal d appel  ne le mentionne meme pas et c est un  message  signalant que le numero 09 72 72 39 49 est tombe sur ma messagerie sans laisser de message qui m a informe de ce 3ieme appel  pourquoi pole emploi ne me contacte pas sur mon telephone fixe dont il dispose du numero sachant que les reseaux telephoniques prives  sfr red  free  bouygues b you  sur mon village sont intermittents    un demandeur d emploi de 57 ans en zone rurale n est il pas suffisamment en detresse morale  decheance physique et extreme precarite financiere comme ca  ;1;['lund', '9h00', 'env', 'individuel', 'romilly', 'sein', 'echou', 'reseau', 'sfr', 'remplac', 'cong', 'maternit', '9h13', '9h14', 'infructu', 'reseau', '9h15', 'contact', '3949', 'reseau', 'interlocutric', 'renouvel', '3iem', '9h35', 'tomb', 'messager', 'journal', '09', '72', '72', '39', '49', 'messager', '3iem', 'contact', 'fix', 'dispos', 'reseau', 'priv', 'sfr', 'red', 'fre', 'bouygu', 'b', 'you', 'villag', 'intermittent', '57', 'zon', 'rural', 'detress', 'moral', 'decheanc', 'extrem', 'precarit'];lund 9h00 env individuel romilly sein echou reseau sfr remplac cong maternit 9h13 9h14 infructu reseau 9h15 contact 3949 reseau interlocutric renouvel 3iem 9h35 tomb messager journal 09 72 72 39 49 messager 3iem contact fix dispos reseau priv sfr red fre bouygu b you villag intermittent 57 zon rural detress moral decheanc extrem precarit;1
le pole emploi invite les demandeurs d emploi a s inscrire a un evenement en envoyant un courriel a l adresse e mail ape 9771 pole emploi fr  cette adresse courriel est erronee et ne recoit pas mes courriels ;1;['invit', 'even', 'courriel', 'e', 'ape', '9771', 'courriel', 'errone', 'recoit', 'courriel'];invit even courriel e ape 9771 courriel errone recoit courriel;-1
eligible a une retraite a taux plein depuis fevrier 2020  j ai fait le choix de continuer a travailler  j ai un emploi a temps partiel en teletravail en cdi depuis janvier 2020  pe me radie en fevrier 2020 au motif que je peux beneficier de ma pension de retraite  pourquoi     c est la loi      surprenant non   je suis en droit de travailler jusqu a mes 70 ans     de plus un interlocuteur pe m a dit de continuer a me declarer demandeur d emploi tant que je n avais pas atteint la limite legale et maintenant je dois refaire un dossier avec renvoi de pieces deja transmises  pas tres suivi tout cela    ;1;['eligibl', 'retrait', 'taux', 'teletravail', 'cdi', 'pension', 'retrait', 'surpren', '70', 'interlocuteur', 'declar', 'atteint', 'legal', 'refair', 'dossi', 'renvoi'];eligibl retrait taux teletravail cdi pension retrait surpren 70 interlocuteur declar atteint legal refair dossi renvoi;-1
bonjour   je me suis retrouve au chomage pour fin de contrat interim  pole emploi me reclame bulletin de salaire  attestation employeur  j ai tente a plusieurs reprises d envoyer mes documents via le site internet  les documents sont toujours refuses pour un motif differents a chaques fois  je corrige un motif de refus  mes documents sont toujours refuses pour un nouveau motif   aujourd hui j ai retrouve du travail  donc impossible pour moi de me rendre en agence    pas voie postale  mes documents etaient apparemment pas bons  pole emploi trouve toujours des problemes  mais jamais de solutions    comment faire   ;1;['chomag', 'contrat', 'interim', 'reclam', 'bulletin', 'salair', 'attest', 'employeur', 'docu', 'internet', 'docu', 'chaqu', 'corrig', 'docu', 'agenc', 'postal', 'docu', 'apparent', 'solut'];chomag contrat interim reclam bulletin salair attest employeur docu internet docu chaqu corrig docu agenc postal docu apparent solut;2
au debut avec pole emploi  j ai eus une conseillere tres agreable puis je suis passee a une autre conseillere et encore une autre avec qui j avais un peu de mal dans la communication ex   un jour  nous faisons un entretien telephonique et a un moment je ne l entends pas bien et meme presque pas je lui dis alors  et elle me lance   et la je m  excuse aupres d elle d un ton honteux et l entretien se termine comme ca  quand j  ai recu l enquete de satisfaction j ai demander a changer de conseillere  et rapidement on m informait qu il m  avait ete attribuer une nouvelle conseillere  jusqu a maintenant  je me sens bien avec celle ci qui prend son temps et qui se tient au fait de ma situation en temps voulu sauf que dernierement un tout petit incident pas tres grave est intervenu  je m  explique  j avais un contrat de travail et je lui ai informer de mon changement de situation  nous avons fait l  entretien telephonique  j ai recu la synthese d  entretien sauf que j avais stipuler contrat de 1 ans et elle a inscrit 2 ans  j  ai lui ai envoyer un mail pour l en informer et elle m a reecrit oui mais ce genre de contrat peut etre reconduit 1 an de plus  c  est pour cela que j ai mis 2 ans  j ai quand meme demander rectification pour etre en regle et elle m a renvoyer une nouvelle synthese d entretien breve avec juste 4 lignes  j ai sentis dans cette synthese que je l avais agacer mais au moins j avais obtenu satisfaction et l esprit tranquille  avec tout cela  j en ai deduis que des personnes peuvent etre fragilisees par la facon dont les conseillers leur parle et avoir un sentiment de rabaissement et de ne plus avoir envie de se rendre dans les locaux de pole emploi par manque d estime de soi ;1;['passe', 'ex', 'faison', 'entend', 'lanc', 'enquet', 'satisfact', 'attribu', 'tient', 'dernier', 'incident', 'grav', 'intervenu', 'contrat', 'synthes', 'stipul', 'contrat', 'inscrit', 'reecr', 'contrat', 'reconduit', 'rectif', 'renvoi', 'synthes', 'brev', 'synthes', 'agac', 'obtenu', 'satisfact', 'esprit', 'tranquill', 'deduis', 'person', 'fragilise', 'rabaissement', 'estim', 'soi'];passe ex faison entend lanc enquet satisfact attribu tient dernier incident grav intervenu contrat synthes stipul contrat inscrit reecr contrat reconduit rectif renvoi synthes brev synthes agac obtenu satisfact esprit tranquill deduis person fragilise rabaissement estim soi;-1
1er entretien le 06 09  je recois les coordonnees de mon conseiller  plus tard  je veux envoyer la fiche de paie quand j ai travaille en aout   sur mon compte  je peux la mettre en pj  mais la validation ne passe pas  j envoie un mail a mon conseiller   le mail me revient car adresse mail invalide      elle m avait aussi indique d appeler le 3949 lorsque nous demenagerions en dordogne  pour transferer mon dossier  j appelle le 3949  mais la boite vocale ne me permet pas d acceder a un interlocuteur pour modifier mon adresse  en conclusion  on ne peut pas joindre pole emploi par mail  ni par telephone   adresse mail du conseiller qui n aboutit pas   au telephone  pas d option possible pour parler a quelq un   pas d adresse mail generale a pole emploi  donc  j ai change d adresse  de departement  je fais quoi   service impossible a joindre directement ;1;['06', '09', 'pai', 'compt', 'pj', 'revient', 'invalid', '3949', 'demenag', 'dordogn', 'transfer', 'dossi', '3949', 'vocal', 'interlocuteur', 'conclus', 'about', 'option', 'quelq', 'general', 'servic'];06 09 pai compt pj revient invalid 3949 demenag dordogn transfer dossi 3949 vocal interlocuteur conclus about option quelq general servic;-1
indemnise a hauteur de 12  par jour soit 320  mois pendant 500 jours   quelle inutilite  ne serait il pas plus judicieux d indemniser plus  mais moins longtemps   evidemment    un demandeur d emploi a d abord besoin de protection  voire de temps pour se former    egalement scandaleux  quand il y a une erreur  soit de la part du demandeur  soit de la part de  pole emploi  c est toujours le demandeur qui trinque   on est prive pendant un mois d indemnisation  et en plus on est somme de rembourser les soi disant trop percus    quel est le projet   un retour digne a l emploi   ou une precarisation a l extreme des demandeurs pour qu ils soient pret a accepter n importe quoi  ;1;['indemnis', 'hauteur', '320', '500', 'inutilit', 'judici', 'indemnis', 'longtemp', 'abord', 'protect', 'scandal', 'trinqu', 'indemnis', 'somm', 'rembours', 'soi', 'percus', 'dign', 'precaris', 'extrem', 'pret'];indemnis hauteur 320 500 inutilit judici indemnis longtemp abord protect scandal trinqu indemnis somm rembours soi percus dign precaris extrem pret;-1
premier contact telephonique  entretien annuel   la personne m a raccroche au nez  quand je lui ai pose la question   vous me parlez d emploi alimentaire  ah bon     nous pouvons chercher un emploi sans que cela soit alimentaire  2 minutes d entretien  pas plus  abattage  pas de compassion  rien  froid     a revoir  question   quel sera le cout de  france travail   logo etc   ;1;['contact', 'annuel', 'person', 'raccroch', 'nez', 'parl', 'alimentair', 'ah', 'pouvon', 'alimentair', 'abattag', 'compass', 'froid', 'revoir', 'cout', 'logo'];contact annuel person raccroch nez parl alimentair ah pouvon alimentair abattag compass froid revoir cout logo;1
