Description;telephone;Description_2;Description_3;clusters
il n est pas possible d appeler ou d avoir un courrier direct  le courrier que j ai envoye et signale etre arrive a ce bureau n a jamais ete livre au bureau principal  ces modalites m ont fait perdre beaucoup d argent et beaucoup de temps  a revoir le systeme  pas efficace ;1;['courri', 'courri', 'bureau', 'livr', 'bureau', 'modalit', 'argent', 'revoir', 'system'];courri courri bureau livr bureau modalit argent revoir system;1
de plus en plus  impoli  meprisant et hautain   service pire que deplorable a ce stade  heureusement que les entretiens ce font par telephone  n appelez pas  surtout en fin de journee au risque de tomber sur une harpie aigris qui ne vous ecoutera pas et vous enverra chiee  entretiens telephoniques  les responsables je vois invite a ecouter l audio du jeudi 10 octobre 2022 sur mes allocations que je cotise;1;['impol', 'mepris', 'hautain', 'servic', 'deplor', 'stad', 'tomb', 'harp', 'aigr', 'enverr', 'chie', 'respons', 'vois', 'invit', 'audio', 'jeud', 'alloc'];impol mepris hautain servic deplor stad tomb harp aigr enverr chie respons vois invit audio jeud alloc;1
aucun accompagnement  mme yeti pas d experience  trop jeune  repond pas aux mail pas de telephone  idem pour service indemnite zero pointe  c est plutot pole pas emploi;1;['mme', 'yeti', 'jeun', 'idem', 'servic', 'indemnit', 'point'];mme yeti jeun idem servic indemnit point;1
ils ont aucune connaissance de leur metier  j ai deja eu 3 rdv loupe avec eux car ils ne mon pas appeler sur le bon numero    du coup  j ai eu un avertissement de radiation  oblige d envoyer des mails a leur agence  ce sont des specimens tres interessant  de plus  quand j etais a l agence pour la premiere fois  quelqu un ce moquais d un beneficiaire ouvertement  bravo l hypocrisie   ;1;['rdv', 'loup', 'avert', 'agenc', 'specimen', 'agenc', 'moqu', 'beneficiair', 'ouvert', 'hypocris'];rdv loup avert agenc specimen agenc moqu beneficiair ouvert hypocris;-1
tres mauvaise agence et je ne decolere pas depuis plusieurs annees  j ai realise un dossier de demande de formation qui a ete egare par cette agence  j ai  aujourd hui  encore mal aux oreilles  lorsque par telephone  qu une personne responsable de l agence d evreux m annonce que le pole emploi de gisors a egare mon dossier  un deploiement d energie  de moyens pour s en sortir qui finalement n abouti pas du tout  aujourd hui  on continu de me repondre avec denie  voire des phrases formatees  je suis dans l impasse depuis   de 2 ans en raison d un total manque de respect via le demandeur d emploi  je vous invite pas non plus  a suivre l une de leur formation  des formations particulierement ennuyeuses avec pour certains formateur un manque de pedagogie evidente et a souligner   a noter   que les avis favorables de cette page sont essentiellement ecrites par des  local guide  a se demander si  certains ne sont pas  mandates  pour ecrire ce type de texte     une agence pour l emploi d une tres negligence et d une grande incompetence  une enquete mediapart me semble a l avenir indispensable    ;1;['agenc', 'decoler', 'dossi', 'format', 'egar', 'agenc', 'oreil', 'person', 'respons', 'agenc', 'evreux', 'gisor', 'egar', 'dossi', 'deploi', 'energ', 'about', 'den', 'phras', 'formate', 'impass', 'respect', 'invit', 'format', 'format', 'ennui', 'pedagog', 'soulign', 'favor', 'essentiel', 'guid', 'mandat', 'ecrir', 'agenc', 'negligent', 'incompetent', 'enquet', 'mediapart', 'aven', 'indispens'];agenc decoler dossi format egar agenc oreil person respons agenc evreux gisor egar dossi deploi energ about den phras formate impass respect invit format format ennui pedagog soulign favor essentiel guid mandat ecrir agenc negligent incompetent enquet mediapart aven indispens;1
aucune communication aucun moyen d appeler c est vachement utile surtout avec les convocation inutile completement hors sujets de vos recherches serieusement a eviter surtout avec les soit disant aide financier qui n existe pas ;1;['vach', 'util', 'convoc', 'hor', 'financi'];vach util convoc hor financi;-1
deja qu au niveau competences on est pas franchement sur des prix nobels  mais c est clairement pas avec les horaires de travail qu ils font que ca va les etouffer             appel a 15h32   le service est ouvert jusqu a 15h30 ;1;['prix', 'nobel', 'horair', 'etouff', '15h32', 'servic', 'ouvert', '15h30'];prix nobel horair etouff 15h32 servic ouvert 15h30;1
je recommande le pole emploi de guingamp   en effet j ai demande plusieurs fois a avoir un rdv avec mes conseillers et ceux ci ont accepte que ce soit par mail   telephone   un rdv physique a l agence   ma conseillere s est meme deplacee jusqu a l agence de paimpol pour avoir un entretien sur mes demarches   j attends un financement pour une formation et j ai ete bien conseille pour savoir quels organismes contacter   felicitation pour votre patience et votre serieux a bientot   kenavo;1;['recommand', 'guingamp', 'rdv', 'rdv', 'agenc', 'deplace', 'agenc', 'paimpol', 'demarch', 'attend', 'financ', 'format', 'contact', 'felicit', 'patienc', 'bientot', 'kenavo'];recommand guingamp rdv rdv agenc deplace agenc paimpol demarch attend financ format contact felicit patienc bientot kenavo;1
et encore une etoile je suis gentille   entre les pertes de documents  oblige de se deplacer plusieurs fois  ainsi que passer plusieurs coups de fils pour que ces derniers soient pris en compte  ma conseillere  alors la le top du top  je rigole bien sur  on se sait jamais parler  on ose me laisser un message vocal en me parlant comme si j etais un chien  on se permet de juger ma vie parce que je ne reponds pas au coup de fil  desole si je boss hein  le professionnalisme vous connaissez   et l amabilite   parce que la bas  le neant total  ;1;['gentill', 'docu', 'coup', 'fil', 'derni', 'compt', 'top', 'top', 'rigol', 'ose', 'vocal', 'parl', 'chien', 'jug', 'fil', 'desol', 'boss', 'hein', 'professionnal', 'amabilit', 'ne'];gentill docu coup fil derni compt top top rigol ose vocal parl chien jug fil desol boss hein professionnal amabilit ne;2
j aurais mis 0 etoile  j appelle ce matin des l ouverture pour savoir quel justificatif il demande exactement pour une reinscription apres un conge maternite  on me transfere le service indemnisation qui n a rien compris a ce que je demandais   alors que c est tres simple  surtout en ce qui concerne le cmg  je precise que je n ai jamais pris de conge parentale car la conseillere a cru a cela car elle ne sait pas ce qu est le cmg  alors soit elle doit changer de metier soit se former  j ai appele pour une simple question j attendais une simple reponse courtoise mais  cela aussi doit s apprendre en tant qu individu  ya du travail  au moins a versailles ils etaient polis et intelligents;1;['ouvertur', 'justif', 'exact', 'reinscript', 'cong', 'maternit', 'transfer', 'servic', 'indemnis', 'compr', 'cmg', 'cong', 'parental', 'cru', 'cmg', 'attend', 'repons', 'courtois', 'apprendr', 'individu', 'ya', 'versaill', 'intelligent'];ouvertur justif exact reinscript cong maternit transfer servic indemnis compr cmg cong parental cru cmg attend repons courtois apprendr individu ya versaill intelligent;1
ne repondent jamais au telephone;1;['repondent'];repondent;-1
je n ai que des problemes   3 fois que j envoie des documents  que je les remets en main propre  et qu ils arrivent a les perdre   on me raccroche au nez  seule fois ou j ai reussis a les joindre  parce que je perds patience   mais toujours avec politesse    bientot 2 mois qu ils doivent valider ma demande d aide a la mobilite  impossible de les joindre   tres tres decue  ;1;['docu', 'remet', 'main', 'propr', 'arrivent', 'raccroch', 'nez', 'reuss', 'perd', 'patienc', 'politess', 'bientot'];docu remet main propr arrivent raccroch nez reuss perd patienc politess bientot;2
les conseillers ne repondent pas aux messages  impossible d avoir quelqu un au telephone  ils mettent des mois a traiter les documents  resultat 1 mois de retard dans le traitement de mon dossier  personne ne veut m expliquer pourquoi je n ai toujours pas touche mes indemnites  alors que j ai fais toutes les demarches en temps et en heure  un manque de professionnalisme et d humanite totale ;1;['repondent', 'mettent', 'docu', 'retard', 'dossi', 'person', 'indemnit', 'demarch', 'professionnal', 'humanit', 'total'];repondent mettent docu retard dossi person indemnit demarch professionnal humanit total;-1
fermer l apres midi c est dommage;1;['ferm'];ferm;2
j ai eu dame au telephone du service  indemnisation   du val de marne fort malpolie et desagreable  qui a pretexte des problemes de reseaux et m a raccroche au nez apres   du mal a y croire vu son ton condescendant des les premieres secondes de l appel ;1;['servic', 'indemnis', 'val', 'marn', 'malpol', 'pretext', 'reseau', 'raccroch', 'nez', 'condescend', 'premier', 'second'];servic indemnis val marn malpol pretext reseau raccroch nez condescend premier second;2
accueil telephonique tres agreable  tres bon suivi du dossier  pour les avoir eu au telephone plusieurs fois je suis ravie des echanges que j ai pu avoir avec eux  les renseignements sont clairs  ca change des precedentes experiences que j ai pu avoir avec d autres agences dans l herault ;1;['dossi', 'rav', 'clair', 'agenc', 'herault'];dossi rav clair agenc herault;-1
j appelle pour joindre une conseillere  qui me redirige vers une autre conseillere pour regler des problemes administratives qui ne se terminent jamais  le tout pour patienter 40 minutes et avoir personne au bout du fil  ca en dit long sur l organisation  je vais devoir me deplacer en agence avec mon handicap puisque c est pas possible que les choses soient faites si on s y deplace pas;1;['redirig', 'administr', 'terminent', 'patient', '40', 'person', 'fil', 'agenc', 'handicap'];redirig administr terminent patient 40 person fil agenc handicap;-1
toujours bien renseigner et accueilli par telephone je ne comprend pas les gens qui se plaignent allee faire un tour aux assedics de la poste 6 mois pour avoir une indemnite personne au telephone vous serez bien content de dependre du pole emploi    ;1;['plaignent', 'tour', 'assedic', 'indemnit', 'person', 'content', 'dependr'];plaignent tour assedic indemnit person content dependr;1
toujours tres bien recue quand j ai un rendez vous  malheureusement  ce n est pas toujours le meme conseiller qui suit mon dossier ;1;['suit', 'dossi'];suit dossi;-1
les conseillers de pole emploi villeurbanne ne servent a rien  ils ne repondent jamais aux mails ni ne vous rappellent pour honorer un entretien telephonique  de plus ils ne comprennent pas que lorsque vous etes personne a mobilite reduite et que vous dependez des transports en commun c est difficile de se rendre aux entretiens   c est une honte  ;1;['villeurbann', 'repondent', 'rappellent', 'honor', 'comprennent', 'person', 'reduit', 'depend', 'transport'];villeurbann repondent rappellent honor comprennent person reduit depend transport;-1
le pire service 3h50 d attente sur le repondeur  personne ne repond  les bureaux sont fermes quand ils devraient etre ouvert  pfff   ;1;['servic', '3h50', 'repondeur', 'person', 'bureau', 'ferm', 'ouvert', 'pfff'];servic 3h50 repondeur person bureau ferm ouvert pfff;-1
c est plus plus possible le 3949  lamentable;1;['3949'];3949;-1
au secretariat ils vous envoient bouler  il faut absolument s inscrire sur pole emploi donc quitter son poste pour obtenir une information alors que vous pouvez avoir la reponse par telephone en 2min au 3949   ne leur donnez pas de travail  appeler ce numero gratuit pour toute information vous verrez du personnel competent  ;1;['secretariat', 'envoient', 'boul', 'quitt', 'repons', '2min', '3949', 'gratuit', 'verr', 'personnel', 'competent'];secretariat envoient boul quitt repons 2min 3949 gratuit verr personnel competent;-1
nous attendons trop de temps au telephone  ;1;['attendon'];attendon;2
tres bonne experience  je remercie le conseiller que j ai eu au telephone et qui a debloque mon probleme en une journee  ;1;['debloqu'];debloqu;2
quand est ce que vous daignerez repondre aux appels   depuis hier matin je ne cesse d essayer de vous contacter  12 min d attente annoncees  j en attends 20 pour qu au final vous mettiez fin a l appel    vous nous prenez pour quoi en fait     c est inadmissible de se comporter ainsi  impossible de vous contacter  comment on fait si on a un gros soucis avec notre compte pole emploi sans que vous ne fassiez votre boulot  ;1;['daign', 'hi', 'cess', 'contact', 'min', 'annonce', 'attend', 'pren', 'inadmissibl', 'contact', 'souc', 'compt', 'fass', 'boulot'];daign hi cess contact min annonce attend pren inadmissibl contact souc compt fass boulot;0
je mets un gros zero pointe a cette agence  on passe les voir ce n est jamais le moment  on a l impression de les deranger alors qu ils sont payes pour nous aider  on appelle le service indemnisation  on se fait raccrocher au nez alors que je n avais pas finis de poser mes questions  en plus  le service telephonique est payant  donc on paye pour avoir aucune info car on se fait raccrocher au nez ;1;['point', 'agenc', 'impress', 'derang', 'pay', 'servic', 'indemnis', 'raccroch', 'nez', 'pos', 'servic', 'pai', 'pay', 'info', 'raccroch', 'nez'];point agenc impress derang pay servic indemnis raccroch nez pos servic pai pay info raccroch nez;1
im po ssible a joindre  j essaie d avoir des informations concernant l indemnisation  j ai demande a ce que l on me recontacte dans les 2 heures  cela a ete fait mais la communication a vite ete coupee sans que je n ai les reponses a mes questions  je rappelle en expliquant ce qu il s est passe et demande a ce que l on me recontacte dans les 2 heures  ou je laisse un message vocal mais aucun retour   super pour un organisme qui doit aider les demandeurs d emploi  ;1;['im', 'po', 'ssibl', 'indemnis', 'recontact', 'coupe', 'repons', 'recontact', 'vocal'];im po ssibl indemnis recontact coupe repons recontact vocal;-1
cela fait 3 semaines que j essaye de les joindre en laissant des messages ou ils sont cense rappeler dans les 2h ou les 24h  jamais aucun rappel  aucune aide  franchement decevant pour une structure qui vante les merites d aider les chercheurs d emploi  nul;1;['2h', '24h', 'decev', 'structur', 'vant', 'merit', 'chercheur'];2h 24h decev structur vant merit chercheur;-1
beaucoup de problemes avec l agence et trop de harcelement telephonique pour rien du tout;1;['agenc', 'harcel'];agenc harcel;-1
renseignements et accueil courtois;1;['courtois'];courtois;-1
inadmissible  j appelle  depuis lundi et  je n ai jamais eux personnes;1;['inadmissibl', 'lund', 'person'];inadmissibl lund person;-1
des gros bon a rien   ils bloque mon dossier et ne reponde pas au mail ni appel  ;1;['dossi'];dossi;2
je met 4 etoiles pour car j ai eu du mal a avoir un rdv pour parler de mon projet professionnel  par contre mon rdv telephonique s est tres bien passe avec mr selbonne qui a ete tres aimable et la communication a ete tres chaleureuse  il a su m ecouter et repondre a mes questions ;1;['rdv', 'rdv', 'mr', 'selbon', 'aimabl', 'chaleur'];rdv rdv mr selbon aimabl chaleur;2
rdv pris par mail    ils devais m appeler le 20 mai rdv pris il y as deux semaine    a 15h30    0 appel que faire je les rappelles pas de reponse    pas content du tout 2 semaine que j attend ce coup de fils avec impatience personne ose me repondre un peux du m enfoutisme 12 ans sans etre au chomage et quand ont a besoin d eux ils sont pas la super  ;1;['rdv', 'rdv', '15h30', 'repons', 'content', 'attend', 'fil', 'impatient', 'person', 'ose', 'enfout', 'chomag'];rdv rdv 15h30 repons content attend fil impatient person ose enfout chomag;-1
des employes qui ne repondent pas aux questions a condition que je me deplace  aucune adresse mail pour un contact le telephone ca sonne et ca coupe au nez  un parking tres petit par contre celui des employes pole emploi est grand et remplit pas pas totalement ;1;['repondent', 'condit', 'contact', 'son', 'coup', 'nez', 'parking'];repondent condit contact son coup nez parking;0
appel a pole emploi pour avoir un rendez vous avec un conseiller  etant inscrite depuis 7 mois sans aucun rendez vous     la standardiste ne me passe personne  ni ne me donne de rendez vous  elle me dit simplement j ai envoye un mail a la personne concernee   on vous recontacte      aucun respect des personnes qu ils ont au telephone  nous ne sommes que des machines   ;1;['inscrit', 'standard', 'person', 'person', 'concerne', 'recontact', 'respect', 'person', 'machin'];inscrit standard person person concerne recontact respect person machin;-1
incompetent  injoignable  arrogent et menace les chomeur             et en plus il on du travaille grace a chomeur;1;['incompetent', 'injoign', 'arrogent'];incompetent injoign arrogent;2
je laisse un avis pour   les personnes pas contente    j ai ete tres bien accompagnee meme en cette periode difficile du au confinement  par telephone avec madame valerie j  et monsieur jonathan s  je vous remercie pour votre courage  votre sympathie ;1;['person', 'content', 'accompagne', 'confin', 'valer', 'jonathan', 'courag', 'sympath'];person content accompagne confin valer jonathan courag sympath;2
j ai contacte le 3949   il est incroyable de tomber sur une personne aussi desagreable et agressive dans ses reponses  aucune empathie  aucun professionnalisme  si j avais ete sur place j aurais explose  et dire que c est nos impots qui remunere ces gens la  ;1;['contact', '3949', 'tomb', 'person', 'agress', 'repons', 'empath', 'professionnal', 'explos', 'impot', 'remuner'];contact 3949 tomb person agress repons empath professionnal explos impot remuner;-1
aucune aide bien au contraire il refusent de me repondre au telephone et me donne un rendez vous a 220 klm de la ou je me suis inscrit et me desinscrive sans aucune raison;1;['refusent', '220', 'klm', 'inscrit', 'desinscr'];refusent 220 klm inscrit desinscr;-1
l humain a quitte depuis longtemps ce lieu qu est pole emploi   pas de possibilite d avoir quelqu un au telephone  votre temps d attente est estime a moins d 1mn    10 mn plus tard  tous les conseillers pole emploi sont en ligne veuillez laisser un message vous serez rappele sous 24h   pour ma part jamais je n ai ete rappele  pas de reponse concrete par ecrit  du coup il faut se deplacer et la c est le bouquet  faites une reclamation depuis votre compte  il peut y avoir 7 jours de delais de reponse   c est magnifique    et ca fait 30 ans que ca dure ;1;['quitt', 'longtemp', 'estim', '1mn', 'mn', '24h', 'repons', 'concret', 'bouquet', 'reclam', 'compt', 'repons', 'magnif'];quitt longtemp estim 1mn mn 24h repons concret bouquet reclam compt repons magnif;-1
aucune aide de leur part   que des reproches de ne pas repondre au telephone  sachant qu il m appelle quand je travaille et qu il est impossible de les joindre de nous meme   personnes irrespectueuses et sans professionnalisme au telephone    tres decu sachant que je suis jeune et que je ne connais pas mes droits et mes devoirs et qu ils sont incapables d expliquer les choses    a eviter fortement cette agence  ;1;['reproch', 'person', 'irrespectu', 'professionnal', 'jeun', 'devoir', 'agenc'];reproch person irrespectu professionnal jeun devoir agenc;-1
je me suis inscrite il y a un mois et la personne que j ai eu au telephone etait super sympathique a l ecoute pour le premier entretien  suite a cela  j ai appele l agence parce que je devais m expliquer sur ma situation qui s averait compliquee pour l indemnisation  la dame a fait le necessaire rapidement et a su m apporter une reponse et une solution  je suis pleinement satisfaite de la relation  merci beaucoup    ;1;['inscrit', 'person', 'sympath', 'agenc', 'aver', 'complique', 'indemnis', 'apport', 'repons', 'plein', 'satisfait'];inscrit person sympath agenc aver complique indemnis apport repons plein satisfait;-1
l endroit ou la dame du standard est plus a l ecoute et demele ton dossier alors que tu as envoye un message a ta conseillere qui est cense te repondre dans maxi 48h et que ca va faire 15 jours qu elle fait la morte  alors merci madame du standard;1;['endroit', 'standard', 'demel', 'dossi', 'max', '48h', 'mort', 'standard'];endroit standard demel dossi max 48h mort standard;-1
20 ans de metiers  le pire service professionnels que j ai  affaires a eux   comment voulais vous  recruter si y a aucune communication dans cette agence   ne leurs faites jamais confiance  toujours leurs demandes une trace ecrites  ils ne repondent jamais ni aux telephones ni au mail      ;1;['servic', 'affair', 'agenc', 'trac', 'repondent'];servic affair agenc trac repondent;-1
appeler 3 fois pour nous dire on va vous rappeler    ca fait 10 jours que j attends qu on me rappelle et on me repete toujours qu on va me rappeler   merci le professionnalisme   ;1;['attend', 'repet', 'professionnal'];attend repet professionnal;-1
il ne merite meme pas une etoile aujourd hui   j ai appele l agence   je n avais qu une seule question   lorsque la secretaire a pris l appel  elle ne m a meme pas salue et n etait pas du tout amicale ;1;['merit', 'agenc', 'secretair', 'salu', 'amical'];merit agenc secretair salu amical;-1
incompetents  mieux vaut ne pas y faire appel  desagreable au telephone ;1;['incompetent', 'vaut'];incompetent vaut;-1
si tu souhaites une reponse hors sujet  vous pouvez les appeler ils sont la    ;1;['repons', 'hor'];repons hor;2
je me demande si dans cette agence elle connaisse bien leur metier    pas une conseillere dit la meme chose  notre conseillere referent a 48h de delais pour nous recontacter sa fait plus de 48h et toujours aucune nouvelle  en plus sa vous parle mal et sa vous raccroche au nez  si vous aimez pas votre metier demissionner  on pose des questions et on n a jamais les reponses  aucun professionnalisme;1;['agenc', '48h', 'recontact', '48h', 'raccroch', 'nez', 'demission', 'repons', 'professionnal'];agenc 48h recontact 48h raccroch nez demission repons professionnal;1
aucun professionnalisme  conseillere pas a l ecoute n explique absolument rien  ne laisse pas exprimer l interlocuteur  ne repond a aucunes question c est tout simplement inadmissible   et pour couronner le tout elle vous raccroche au nez    honnetement c est une honte   c est de l irrespect;1;['professionnal', 'exprim', 'interlocuteur', 'inadmissibl', 'couron', 'raccroch', 'nez', 'honnet', 'irrespect'];professionnal exprim interlocuteur inadmissibl couron raccroch nez honnet irrespect;-1
pour ce qui est du pole  a  langres 5 5  une equipe disponible et tres agreable  qui vous aide et trouve les reponses a  vos questions   pour ce qui est des  employes  du 3949    0 pointe  je ne comprend pas du tout leur utilite    3 interlocuteurs au telephone     3 personnes qui ne savent pas et finissent  au bout de 10 minutes de communication bien audible    les 3 par repondre  oulala je ne vous entend plus je vous invite a  renouveler votre appel   et hop on raccroche    plus facile que de chercher une reponse;1;['langr', 'equip', 'repons', '3949', 'point', 'utilit', 'interlocuteur', 'person', 'savent', 'audibl', 'oulal', 'entend', 'invit', 'renouvel', 'hop', 'raccroch', 'repons'];langr equip repons 3949 point utilit interlocuteur person savent audibl oulal entend invit renouvel hop raccroch repons;-1
que dire    le je m enfoustisme par excellence     navre  ce n est surement pas le cas de tout le personnel   du moins j ose esperer mais concernant les quelques personnes que j ai eues    franchement pas a la hauteur ;1;['enfoust', 'excellent', 'navr', 'sur', 'personnel', 'ose', 'person', 'hauteur'];enfoust excellent navr sur personnel ose person hauteur;2
bonjour   je suis vraiment decue   j avais rdv avec ma conseillere mercredi 16 12 20 a 14h par telephone   j ai patiemment attendu   au final je recois un sms de mon operateur vers 15h   me disant que ma conseillere a essaye de me joindre   j hallucine   depuis 13h15   j essaie de contacter pole emploi rien ne passe   c est quoi  ;1;['rdv', 'mercred', '16', '14h', 'patient', 'attendu', 'sm', 'oper', '15h', 'hallucin', '13h15', 'contact'];rdv mercred 16 14h patient attendu sm oper 15h hallucin 13h15 contact;-1
je n ai jamais eu de soucis avec mes precedents conseillers pole emploi  malheureusement je suis tombe sur madame lisowski  une personne desagreable au telephone  qui ne repond qu a certains mails et qui n a aucun sens du conseil  elle aurait besoin d une conseillere d orientation pour sa propre carriere professionnelle;1;['souc', 'lisowsk', 'person', 'orient', 'propr'];souc lisowsk person orient propr;1
merci de ne plus prendre les gens de haut lors des prochains appels  vous ne valez pas plus que quiconque  service indemnisation pas du tout aimable  reactif uniquement pour reclamer de l argent  affirmant des propos en desaccord avec ce que je vois sur mon compte ;1;['haut', 'val', 'quiconqu', 'servic', 'indemnis', 'aimabl', 'reactif', 'reclam', 'argent', 'affirm', 'desaccord', 'vois', 'compt'];haut val quiconqu servic indemnis aimabl reactif reclam argent affirm desaccord vois compt;-1
personne peu  voir meme pas du tout agreable  la personne que j ai eu au telephone n etait absolument pas aimable  vraiment pas encourageant    ;1;['person', 'person', 'aimabl', 'encourag'];person person aimabl encourag;-1
premier contact telephonique catastrophique  la personne qui m a repondue m a extremement mal parler  probablement raciste au vus de la demande    se permette de modifier mon premier rdv sans me le demander et me font croire que c est moi qui l es pose  lors du rendez vous c est encore pire   les informations donner sont totalement fausse   sans parler du site qui marche 1 jours sur 2 et qui est inutilisable et incomprehensible je pleins les ancien qui ont deja du mal avec internet  car meme pour les personnes habituer a l informatique c est un casse tete  scandaleux   dommage que l on ne puisse mettre zero etoiles ;1;['contact', 'person', 'extrem', 'probabl', 'racist', 'vus', 'rdv', 'inutilis', 'incomprehensibl', 'plein', 'internet', 'person', 'habitu', 'cass', 'tet', 'scandal'];contact person extrem probabl racist vus rdv inutilis incomprehensibl plein internet person habitu cass tet scandal;0
aucune consideration pour les etudiants et site mal concut  il est impossible de les joindre malgre une attente de plus de 20min  de plus  seulement 3 dates de rdv possible pour une inscription  aucun report ou date supplementaires  c est scandaleux ;1;['etudi', 'concut', '20min', 'rdv', 'report', 'supplementair', 'scandal'];etudi concut 20min rdv report supplementair scandal;1
on m a raccroche au nez au bout de 1 min de conversion contre 15 min d attente pour avoir une reponse a mon appel   ;1;['raccroch', 'nez', 'min', 'min', 'repons'];raccroch nez min min repons;2
0 etoile   manque de de serieux je suis convoque pour un premier rendez vous le 30 07 2020 a 15h  le matin du rendez vous  le conseille m appelle pour me dire que l entretien se fera par telephone  comme convenu il appelle et l entretien  env  30mn  se passe avec un conseiller qui semble sympathique  5 jours plus tard je recois un  courrier d avertissement pour absence au rendez vous  et que je risque d etre radier   je risque donc d etre radier pour incompetence de votre equipe;1;['convoqu', '07', '15h', 'convenu', 'env', '30mn', 'sympath', 'courri', 'avert', 'absenc', 'radi', 'radi', 'incompetent', 'equip'];convoqu 07 15h convenu env 30mn sympath courri avert absenc radi radi incompetent equip;1
incompetence    pour une demande d aide a la creation d entreprise  apres 5 mois d attente pour avoir une reponse a mon dossier  des pieces justificatives complementaires envoye rapidement sans faire avancer le dossier  une grosse dizaine d appel avec des conseillers different quasiment a chaque fois  personne ne m a rappele ou meme tenu au courant  a par la derniere personne eu au telephone que je remercie  une conseillere fantome        un referent metier qui ne li pas ses mails ou qui glande dans un bureau on ne sait pas    merci pole emploi  me sortez pas l excuse du covid  tout cela pour avoir une reponse    tellement desespere que j attendais plus rien d eux  ps  inscrit depuis juillet dossier  lance debut septembre clos a la mi janvier              ;1;['incompetent', 'repons', 'dossi', 'justif', 'complementair', 'dossi', 'gross', 'dizain', 'quas', 'person', 'tenu', 'person', 'fantom', 'li', 'gland', 'bureau', 'covid', 'repons', 'desesper', 'attend', 'p', 'inscrit', 'juillet', 'dossi', 'lanc', 'clos', 'mi'];incompetent repons dossi justif complementair dossi gross dizain quas person tenu person fantom li gland bureau covid repons desesper attend p inscrit juillet dossi lanc clos mi;-1
je commence a m inquieter  quelqu un arrive t il a les avoir au telephone   il faudrait peut etre passer voir en agence si ils vont bien  on sait jamais   ;1;['inquiet', 'agenc'];inquiet agenc;-1
la dernier fois j ai pris rendez vous expres avec mon conseiller pourvoir lui posez des question  il m a donnee le numero de pole emplois et ma dit de les appeler   ;1;['expre', 'pourvoir', 'pos', 'donne'];expre pourvoir pos donne;2
honteux     je n ai jamais vu ca     j appelle pour avoir des precisions sur mon indemnisation et la personne   une femme  me raccroche au nez 2 fois a la suite  je lui demande la 2 e fois c est bien vous qui m avez raccroche au nez   elle me reponds oui et    agressive  elle ne souhaite pas faire son travail   blasee elle souffle a chaque fois que je lui parle  et me parle tres mal au telephone  il est preferable qu elle change de metier    je me deplace a l agence directement et la personne n ose meme pas sortir de son bureau  c est la directrice qui se deplace et me dit qu il faut que je fasse une reclamation sur mon compte ;1;['indemnis', 'person', 'femm', 'raccroch', 'nez', 'e', 'raccroch', 'nez', 'agress', 'blase', 'souffl', 'prefer', 'agenc', 'person', 'ose', 'bureau', 'directric', 'fass', 'reclam', 'compt'];indemnis person femm raccroch nez e raccroch nez agress blase souffl prefer agenc person ose bureau directric fass reclam compt;1
le 1 represente zero c est minable impossible d avoir pole emploi ils disent que j ai recu un code se n est pas vrai et maintenant vous trouvez du travail ils vous ecrivent a vous faire casser les bonbons;1;['represent', 'minabl', 'disent', 'ecrivent', 'cass', 'bonbon'];represent minabl disent ecrivent cass bonbon;2
si je pouvais mettre 0 je le ferais  jamais vu des gens aussi incompetents de ma vie  enfin si  la cnav ile de france  je perds un emploi au lieu de me regler mes indemnites  on me reclame 1500 euros de trop percu sans raison  aucune prise en compte des contestations  par mail  ils ne font rien  par telephone pareil    c est une honte      au lieu de me payer  ils reclament de l argent de facon injustifiee    aucun service dans ce pays ne fonctionne correctement  c est incroyable autant d incompetence a tous les niveaux dans ce pays   ;1;['incompetent', 'cnav', 'ile', 'perd', 'indemnit', 'reclam', '1500', 'euros', 'compt', 'contest', 'pareil', 'pai', 'recl', 'argent', 'injustifie', 'servic', 'pay', 'incompetent', 'niveau', 'pay'];incompetent cnav ile perd indemnit reclam 1500 euros compt contest pareil pai recl argent injustifie servic pay incompetent niveau pay;1
on arrive contacter personne  je voulais faire publier une annonce  c est un desastre ;1;['contact', 'person', 'publi', 'desastr'];contact person publi desastr;0
pfff incroyable impossible de les joindre des incapable     si je pouvais mettre 0 etoiles je l aurais fait;1;['pfff'];pfff;2
impossible d avoir une personne physique au telephone apres plusieurs essais  je ne suis pas etonne que vous ayez des avis mediocres sur votre fonctionnement  merci de donner des explications nettes et precises sur le refus de documents  sur le site internet  nous ne sommes pas devins ;1;['person', 'essais', 'eton', 'mediocr', 'net', 'docu', 'internet', 'devin'];person essais eton mediocr net docu internet devin;0
acceuil desagreable  conseillere inefficace et incompetente  meme au 3949 je suis mieux recu et aiguille  je ne valide pas ce lieu et les personne qui s en occupe ;1;['acceuil', 'inefficac', 'incompetent', '3949', 'aiguill', 'person', 'occup'];acceuil inefficac incompetent 3949 aiguill person occup;2
honteux impossible de les joindre par tel par mail aucun retour et aucun appel de leur part;1;['tel'];tel;0
