"entite";"review_text";"rating";"rel_date";"convert_1";"annee"
"POLE EMPLOI LIVRY-GARGAN-PE";"Inscrit à pole emploi en 2019 et en situation d'invalidité, en deux ans, j'ai eu quatre conseillers qui ont été replacé pour étudier mon dossier et aucunes propositions sérieuse d'offre d'emploi pour mon handicap. Passez votre chemin, c'est une honte cette agence . A FUIR";"1";"il y a 9 mois";"il y a 9 mois";"2022"
"POLE EMPLOI LIVRY-GARGAN-PE";"Aucun";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LIVRY-GARGAN-PE";"Aucun";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LIVRY-GARGAN-PE";"Zero aceuille zero conseillere zero et vous prend pour un con a fuuuuuuirre";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LIVRY-GARGAN-PE";"PIRE AGENCE QUE J’AI CÔTOYÉ ! ET SURTOUT UN CONSEILLER SERVICE INDEMNISATION QUI SE PREND POUR UN DIEU !!! Personne est à l’écoute et ne comprend pas ceux qu’on leur demande . BREF À REVOIR !";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LIVRY-GARGAN-PE";"Ma conseillère a été très perspicace et a pris mon dossier bien au sérieux";"4";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LIVRY-GARGAN-PE";"Bien agencée personnel à l'écoute pour nous aider dans nos recherches et bien se servir de l'ordinateur car transmettre les documents n'est pas toujours facile. Savoir être patient car le personnel fait ce qu'il peut mais pour mon avis on trouve tjrs quelqu'un pour nous aider.";"4";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LIVRY-GARGAN-PE";"Service zéro ils sont même pas capables de traiter des demandes d’ouv Des droits après plusieurs passages";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LIVRY-GARGAN-PE";"Aucun";"4";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LIVRY-GARGAN-PE";"Le service est médiocre personne ne connaît son travail nous avons le droit à un discours par interlocuteur qui change sans arrêt c’est inadmissible j’arrive en fin de droit alors que ON MAVAIT BIEN DIT que avec le covid mes droits seront prolongés à cause de ce malheureux événement.

Au final j’arrive à la fin de mes droits. rien ne se passe comme on me l’avait expliquer au préalable. C’est vraiment dommage pour un pays comme la France que des services aussi important soit t’il sont d’une piteuse qualité.";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LIVRY-GARGAN-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LIVRY-GARGAN-PE";"J'ai rarement eu autant de mépris et d'utilité dans un service ! Mais vous êtes catastrophique autant en renseignement, en acceuil, que dans votre métier. Demander à des gens incompétents de résoudre les problèmes des gens c'est tout de même un comble Mme BOUSSAID.";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LIVRY-GARGAN-PE";"Aucun";"4";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LOCHES-PE";"Les conseillers n’ont pas été compétents à répondre à mes demandes, ils agissent et donnent des conseils sans savoir, avec des erreurs  ou sans entrer en sujet. L’attitude envers moi a été comme si j’etais une chose, un numéro, une case à remplir. Le conseiller ne répond pas régulièrement, toujours des excuses qui n’ont plus le sens. Je suis très déçu. Je déconseille cette agence";"1";"il y a 6 mois";"il y a 6 mois";"2022"
"POLE EMPLOI LOCHES-PE";"Une très bonne prise en charge, très sérieux ! Merci encore";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LONGWY-PE";"Aucun";"5";"il y a un mois";"il y a 1 mois";"2023"
"POLE EMPLOI LONGWY-PE";"Nous avons des conseillères mais je me demande bien à quoi servent t-elles car elle nous bloque la conversation et nous ne pouvons plus leurs envoyer des mails lorsque l’on a besoin de poser une question! C’est vraiment du n’importe quoi !!";"1";"il y a 2 mois";"il y a 2 mois";"2023"
"POLE EMPLOI LONGWY-PE";"Malgré les mauvaise notes jais était reçu par ma  conseillère Madame BOURGEAUX
Qui est  très sympathique et  très compréhensibles vis a vis de ma situation a qui sais orienté des gens vers des formations ou trouver d'autre solution je la recommande fortement.";"5";"il y a 2 mois";"il y a 2 mois";"2023"
"POLE EMPLOI LONGWY-PE";"Femme à l’accueil très désagréable , qui ne cherche meme pas à régler les problèmes des gens . Inadmissible !";"1";"il y a 7 mois";"il y a 7 mois";"2022"
"POLE EMPLOI LONGWY-PE";"La.pire agence jamais connu désagréables";"1";"il y a 8 mois";"il y a 8 mois";"2022"
"POLE EMPLOI LONGWY-PE";"On arrive contacter personne. Je voulais faire publier une annonce. C'est un désastre.";"1";"il y a 8 mois";"il y a 8 mois";"2022"
"POLE EMPLOI LONGWY-PE";"No comment.
Une d'équipe d'incompetent, qui sommes toutes exigent beaucoup des demandeurs d'emplois.
Pourtant la réciprocité est inexistante. Je sais pas a quoi servent t'ils.ah si en fait...
A nous culpabiliser notre perte d'emploi.";"1";"il y a 9 mois";"il y a 9 mois";"2022"
"POLE EMPLOI LONGWY-PE";"Aucun";"4";"il y a 10 mois";"il y a 10 mois";"2022"
"POLE EMPLOI LONGWY-PE";"Si je pouvais mettre 0 étoiles j’en mettrais des tonnes.
Un service payé par l’argent du contribuable mais il y a que des bons à rien. Pendant des mois on va vous mentir sur les privilèges de suivre une formations en disant que vous pouvez aller n’importe où en France etc que tout est pris en charge (donc le déménagement, la formation, panier repas) Ce qui est vrai normalement vu que c’est écrit sur leurs sites noir sur blanc.
Mais quelques mois après finalement c’est plus possible pour x raisons imaginaires.
Car je pense que ce traitement est réservé au cas sociaux de France. Si vous êtes pas assez cassos n’espérez pas ce traitement 😂
De plus dans mon nouveau pôle emploi on vient de m’apprendre qu’avant toute démarche de formation il faut faire 3 rdv avec un psy du travail, cerner la motivation et voir si on est pas un cassos qui ne sait pas écrire français.
Ce qu’on ne m’a jamais dit dans ce pôle emploie.";"1";"il y a 10 mois";"il y a 10 mois";"2022"
"POLE EMPLOI LONGWY-PE";"Aucun";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LONGWY-PE";"Aucun";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LONGWY-PE";"Pfff incroyable impossible de les joindre des incapable.... Si je pouvais mettre 0 étoiles je l'aurais fait";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LONGWY-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LONGWY-PE";"Personnel accueillant,  à l ecoute, compétent, rapide et très efficace.";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LOURDES-PE";"Aucun";"5";"il y a 5 jours";"il y a 5 jours";"2023"
"POLE EMPLOI LOURDES-PE";"Les besoins modernes ont formé de nouvelles divisions progressistes. Par conséquent, un ensemble numérique est nécessaire. Formuler les étapes numériques de l'évolution des besoins des candidats. Cela réduira le temps de recherche. Ouvrira l'accès pour une lecture pratique.";"5";"il y a 2 mois";"il y a 2 mois";"2023"
"POLE EMPLOI LOURDES-PE";"Dans l'ensemble, personnel compétant, disponible et réactif pour vos requêtes.";"4";"il y a 10 mois";"il y a 10 mois";"2022"
"POLE EMPLOI LOURDES-PE";"Aucun";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LOURDES-PE";"Pôle emploi à Lourdes , changer d' adresse .";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LOUVIERS-PE";"Très bon accueil. J'ai été bien reçu, bien aiguillé par des jeunes qui font leur service civique. Mon premier rendez-vous avec la conseillère s'est très bien passé. Un peu inutile vu que j'avais déjà fait toutes les démarches en ligne. Dommage, 3 semaines pour finalement arriver au même résultat, c'est du temps de perdu dans la recherche d'emploi. Mais sinon, le personnel est très gentil, souriant et accueillant.";"3";"il y a 6 mois";"il y a 6 mois";"2022"
"POLE EMPLOI LOUVIERS-PE";"Personnel agréable et lieu spatieux";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LOUVIERS-PE";"Aucun";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LOUVIERS-PE";"L'accueil excellent. Et Samuel était très gentil et serviable. Il m'a même appelé pour m'informer que j'avais oublié un petit bout de papier. Très bon service.  Bien que je n’ai pas été en mesure d’obtenir un RDV à la date que je voulais, je suis sortie satisfaite de leur service.";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LOUVIERS-PE";"Très bonne agence, à l’écoute, disponible, de bons conseils.
Un grand merci à Mme Gisèle Julien pour son aide et sa gentillesse !";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LOUVIERS-PE";"Super accueil! Personnel professionnel et consciencieux.";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LUCE-PE";"Aucun";"2";"il y a 6 mois";"il y a 6 mois";"2022"
"POLE EMPLOI LUCE-PE";"Aucun";"5";"il y a 8 mois";"il y a 8 mois";"2022"
"POLE EMPLOI LUCE-PE";"Impossible d'avoir une personne physique au téléphone après plusieurs essais.
Je ne suis pas étonné que vous ayez des avis médiocres sur votre fonctionnement.
Merci de donner des explications nettes et précises sur le refus de documents  sur le site internet, nous ne sommes pas devins.";"1";"il y a 8 mois";"il y a 8 mois";"2022"
"POLE EMPLOI LUCE-PE";"Pour les demandeurs d'emploi";"3";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LUCE-PE";"Aucun";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LUNEVILLE-PE";"J'ai étais très bien accueilli par Anthony un grand  merci de m'avoir aidé pour mes démarches";"5";"il y a 4 mois";"il y a 4 mois";"2023"
"POLE EMPLOI LUNEVILLE-PE";"Aujourd’hui j’ai eu mon premier rendez-vous. En arrivant on m’informe qu’au final mon rdv à été annulé et que effectivement ils ont oublié de me prévenir. Je cherche à comprendre pour quel raison et ont me réponds sans trop me répondre tout en restant fort agréable évidemment. Finalement quelqu’un à la « gentillesse » de me prendre en entretien, et je me retrouve face à une personne tout à fait méprisante et absolument pas agréable, le dialogue à été très compliqué pour un premier rendez-vous. Cela me parait compliqué de rester motivé pour mes projets futur puisque paraît-il le marché sur lequel je veux entrer est bouché c’est pourquoi il est inutile de me financer mon école, et si je veux me la financer je n’ai qu’à chercher une alternance. Je remercie encore pôle emploi pour ce chaleureux accueil et pour ce premier rendez-vous ma fois très bien préparé, et qui m’a permis de me rendre compte qu’il vaut mieux que je me débrouille seule puisque je vois bien qu’on ne m’apportera aucunes aides.";"1";"il y a 5 mois";"il y a 5 mois";"2022"
"POLE EMPLOI LUNEVILLE-PE";"Cela serait bien que CAP emploi soit à côté comme ça ils y aurait mission locale, pôle emploi et Cap emploi ensemble";"3";"il y a 5 mois";"il y a 5 mois";"2022"
"POLE EMPLOI LUNEVILLE-PE";"Aucun";"1";"il y a 8 mois";"il y a 8 mois";"2022"
"POLE EMPLOI LUNEVILLE-PE";"Aucun";"1";"il y a 9 mois";"il y a 9 mois";"2022"
"POLE EMPLOI LUNEVILLE-PE";"Aucun";"1";"il y a 11 mois";"il y a 11 mois";"2022"
"POLE EMPLOI LUNEVILLE-PE";"Pas très grand, accueillant, personnel efficace et aimable. Mal situé, et indiqué par contre.";"4";"il y a 11 mois";"il y a 11 mois";"2022"
"POLE EMPLOI LUNEVILLE-PE";"Dommage on je peux pas mettre 0 !
Alors j’ai un rdv avec une conseillère qui ne me connaît pas j’ai dû batailler pour avoir un rdv et des questions sur la création d’entreprise.
Erreur j’ai perdu mon temps elle connaît rien de rien
Elle ne regarde même pas dans les yeux j’ai parler avec un front aujourd’hui.";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LUNEVILLE-PE";"Aucun";"2";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LUNEVILLE-PE";"Acceuil désagréable, conseillère inefficace et incompétente, meme au 3949 je suis mieux reçu et aiguillé. Je ne valide pas ce lieu et les personne qui s en occupe.";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LUNEVILLE-PE";"J'ai trouvé un metier grace à vous, je suis maintenant chauve";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LUNEVILLE-PE";"Aucun";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LUNEVILLE-PE";"Un courrier reçu le 20/06 pour m'avertir d'un Rdv fixé le lendemain 21 juin à 9h40, en 2ème courrier, soit disant, envoyé la veille pour décaler celui-ci le même jour (aujourd'hui) à 14h40 (ce courrier je l'aurai sans doute demain ou après-demain!!!) voilà ce que l'on m'annonce au téléphone lorsque étonnée que le Rdv de 9h40 ne soit pas honoré, je réussis à les joindre, pas une mince affaire, soit dit en passant!!!
Et je me fais enguirlander par ma nouvelle conseillère (je n'ai jamais eu un conseiller PE aussi désagréable et hautain) au téléphone car hier paraît-il on a aussi appelé sur mon fixe (mais pas sur le portable alors qu'ils ont mon n°)  car il faudrait que j'écoute ma boîte vocale tous les jours, toutes les heures, peut-être même toutes les minutes!!!!
Mais au fait, pourquoi ne pas avoir tout simplement décalé de quelques jours ce Rdv si on ne pouvait l'honorer tel qu'il était fixé au départ???
Quelle volonté se cache derrière cette façon d'agir???
Et en plus Mr Google m'oblige à leur mettre une étoile! Pffff! Dans quel monde merveilleux nous vivons!!!";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LUNEVILLE-PE";"Ce qui est bien avec Pôle-emploi c'est que même les conseillers qui sont censés vous aider à trouver du travail, sont eux-mêmes en CDD donc en situation précaire.
On fait comment pour postuler à un CDD à Pôle-emploi ?.";"2";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LUNEVILLE-PE";"Ne vous attendez pas à ce qu'ils vous trouvent un emploi cette bandes de fainéants. Ne comptez que sur vous car dans le genre ""ne servent à rien"", ils se posent là.";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LUNEVILLE-PE";"Honteux impossible de les joindre par tel par mail aucun retour et aucun appel de leur part";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LURE-PE";"Aucun";"3";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LURE-PE";"Accueil très chaleureux et un professionnalisme assuré..vous êtes à la hauteur de vos.compétences..j'ai été agréable surprise par leurs acceuils chaleureux..tous des personnes très à l'écoute des personnes pour nous aider dans le monde du travail..merci beaucoup pour votre gentillesse  en particulier  La Mme G.G qui m'a réceptionné rapidement des mon arrivée pour monter mon dossier de A.R.E..merci beaucoup à toute l'agence !!
Très bonne continuation à vous..au revoir!
Nounou Nicole";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LURE-PE";"Rien de négatif à signaler";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LURE-PE";"Aucun";"4";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LURE-PE";"Aucun";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LURE-PE";"Aucun";"4";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LURE-PE";"Accueil très sympathique, ponctuel et très sérieux";"4";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LURE-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LURE-PE";"Bien accueilli très satisfaite des personnes qui travaillent a la Anpe";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LURE-PE";"Nul il mon.jamais aider , jamais trouver de travaille,  ni jamais payer de formation des conseiller incompétent,";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LURE-PE";"Aucun";"3";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LURE-PE";"C'est un pôle emploi . Niveau virus respect des règles d hygiène ok";"3";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LURE-PE";"Organisme public correct";"3";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LURE-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LURE-PE";"Comme depuis des années, pôle emploi n'est pas en capacité d'aider efficacement les gars à retrouver un emploi";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LURE-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LUXEUIL-PE";"Aucun";"4";"il y a 3 mois";"il y a 3 mois";"2023"
"POLE EMPLOI LUXEUIL-PE";"Aucun";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LYON ALBERT THOMAS-PE";"Aucun";"1";"il y a une semaine";"il y a 1 mois";"2023"
"POLE EMPLOI LYON ALBERT THOMAS-PE";"Je viens d’être en ligne avec un conseillé qui m’a raccroché au nez 2 fois !! M’insulte et en plus de ça est incompétent ne comprend rien ce que je lui dit par téléphone. C’est inadmissible je suis choqué de ce comportement , parler comme ça aux gens!!! J’espère que cette personne se fera remonter les bretelles étant profession également je ne suis jamais tomber sur une personne comme ça au téléphone !";"1";"il y a 3 semaines";"il y a 3 semaines";"2023"
"POLE EMPLOI LYON ALBERT THOMAS-PE";"Aucun";"3";"il y a un mois";"il y a 1 mois";"2023"
"POLE EMPLOI LYON ALBERT THOMAS-PE";"Aucun suivi par mon conseiller
Aucune communication
Au lieu de m’aider dans ma recherche d’emploi ils m’ont plus causée de problèmes qu’autre chose
Service d’aide, l’aide est largement à revoir";"1";"il y a 7 mois";"il y a 7 mois";"2022"
"POLE EMPLOI LYON ALBERT THOMAS-PE";"J'ai été contacté par une conseillère Pôle Emploi Par rapport à mon dossier allocations chomage Et la personne parler d'une façon agressif, manque de courtoisie à la limiteJ'ai compris pourquoi vous êtes  inscrit pour avoir votre allocation chômage c'est incroyable mais vrai.";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LYON ALBERT THOMAS-PE";"Leur service n'est pas bon du tout";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LYON ALBERT THOMAS-PE";"Mme Ramon est génial, professionnelle et super sympa. Vraiment efficace ! Merci à vous pour votre aide 😁 …";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LYON ALBERT THOMAS-PE";"Je n'ai pas dépasser le seuil de la porte, j'ai juste déposer un document à l'accueil,la dame était rapide et efficace bon accueil.";"3";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LYON ALBERT THOMAS-PE";"Aucun";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LYON ALBERT THOMAS-PE";"Super premier rendez-vous avec Lara, très sympa et professionnelle !";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LYON CONFLUENCE-PE";"Porte d’entrée/ digicode qui ne fonctionnait pas, impossibilité d’entrer, obligée d’attendre que quelqu’un sorte pour pouvoir accéder aux locaux, mauvais accueil et conseillère parfois méprisante, horaire de rdv non honoré + prise en charge et propositions d’offres non adaptées";"1";"il y a 7 heures";"il y a 7 heures";"2023"
"POLE EMPLOI LYON CONFLUENCE-PE";"Sans nier les commentaires des autres bénéficiaires, j’ai été accueillie par une personne très humaine, douce et capable d’empathie pour mon premier rendez-vous. Je rédige ce commentaire afin de rassurer d’autres personnes qui pourraient être inquietes (comme je l’étais) d’y aller et de remercier la personne qui m’a reçue.";"5";"il y a une semaine";"il y a 1 mois";"2023"
"POLE EMPLOI LYON CONFLUENCE-PE";"J'avais un rendez-vous en ligne, mais ils ne m'appellent pas 😏 …";"1";"il y a 5 mois";"il y a 5 mois";"2022"
"POLE EMPLOI LYON CONFLUENCE-PE";"Bon accueil bien organisé";"3";"il y a 5 mois";"il y a 5 mois";"2022"
"POLE EMPLOI LYON CONFLUENCE-PE";"Message pour la dame que j'ai eu chez vous pour l'offre d'emploi de chez Hermes.
Madame, désolé si ma présentation orale ne vous convenait pas cependant vous êtes pôle emploi et êtes là pour nous corriger sur ce genre de choses et non pour nous faire comprendre que nous sommes minable. Après ça ne m'atteint pas et heureusement que tout le monde n'est pas comme vous";"1";"il y a 6 mois";"il y a 6 mois";"2022"
"POLE EMPLOI LYON CONFLUENCE-PE";"Super mal indiqué";"1";"il y a 7 mois";"il y a 7 mois";"2022"
"POLE EMPLOI LYON CONFLUENCE-PE";"Acceuil déplorables j'ai demander un récapitulatif il n'a pas réussi à envoyez ! En plus d'un égris désagréable. Sa vous prend de haut !Dommage j'aurais pas mis d'étoiles !";"1";"il y a 9 mois";"il y a 9 mois";"2022"
"POLE EMPLOI LYON CONFLUENCE-PE";"Très réactif  conseillère au top.
Merci.";"5";"il y a 10 mois";"il y a 10 mois";"2022"
"POLE EMPLOI LYON CONFLUENCE-PE";"Accueil nickel et personnel très à l'écoute et sans jugement, réellement intéressé par la personne en face de soi, échange très agréable :) Locaux encore en travaux mais ne pose pas de soucis 👌 …";"4";"il y a 10 mois";"il y a 10 mois";"2022"
"POLE EMPLOI LYON CONFLUENCE-PE";"Étonnant car au moment que nous avons eu une réunion pour des entretiens avec la société Accord ( secteur restauration, hôtellerie) il ya avait un candidat parmi nous qui été épaulé et soutenu par une conseillère du pôle-emploi de manière très directe pour lui faciliter la possibilité de l'embaucher peut être une personne proche  de la famille de cette conseillère du pôle-emploi ? Lamentable et pas de tout professionnel , et je dirai même de la discrimination vis--à-vis des autres demandeurs d'emploi qui nous avons pas des copains ou de la famille au pôle-emploi , il faut dénoncer publiquement cela , de république bananière";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LYON CONFLUENCE-PE";"Pas de considération. Accueil horrible, on vous demande deux fois pourquoi vous êtes là. Les dames à l'accueil raconte leur vie privée super fort, et notamment du public ""spécifique"" quel gère, devant le ""public"". Prise de rdv en retard. N'écoute pas, on connaît mieux le marché d'emploi qu'eux...C'est inquiétant. Boit des Mugs de café, thé à l'accueil, parle fort. Revoir la manière de s'adresser aux personnes.... Compte rendu d'entretien faux (pas du tout notre échange) et pleins de fautes.";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LYON CONFLUENCE-PE";"Conseiller qui change sans arrêt, ne répond jamais aux mails de façon précise.";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LYON CONFLUENCE-PE";"Aucun";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LYON CONFLUENCE-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LYON CONFLUENCE-PE";"Aucun";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI LYON CROIX-ROUSSE-PE";"Un lieu calme avec des personnes bienveillantes, disponibles et qui font tout pour vous aider !";"5";"il y a 8 mois";"il y a 8 mois";"2022"
"POLE EMPLOI LYON CROIX-ROUSSE-PE";"Je suis partie ayant en tête de me retrouver avec une ambiance comme à la préfecture, beaucoup de monde, personnel pas sympa et acuiellant... eh bah c'était vide, calme et le personnel hyper sympa et efficace.";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI LYON CROIX-ROUSSE-PE";"Aucun";"3";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI RETHEL-PE";"Aucun";"1";"il y a 4 jours";"il y a 4 jours";"2023"
"POLE EMPLOI RETHEL-PE";"Je met une étoile car je ne peux pas mettre en dessous !
Personnel incompétents, aucun savoir au sein de cette agence
Panne informatique récurrente et obligation de se déplacer en agence car en 2023 rien ne se fais pas téléphone malheureusement !
Radie les personne sans raison et les met en arrêt également sans raison !";"1";"il y a un mois";"il y a 1 mois";"2023"
"POLE EMPLOI RETHEL-PE";"Agence facile d'accès
Personnel accueillant
Conseillères sympathiques
Système informatique très correcte  (matériel récent et facile d'utilisation)";"5";"il y a 2 mois";"il y a 2 mois";"2023"
"POLE EMPLOI RETHEL-PE";"Aucun";"1";"il y a 3 mois";"il y a 3 mois";"2023"
"POLE EMPLOI RETHEL-PE";"Aucun";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI RETHEL-PE";"Reçu a l'interphone pour que l'on me demande de prendre RDV pour deposer un document, alors que ces même personnes font les magasins le week-end, ça me fait doucement rire !";"1";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI REVIN-PE";"Drôle de conseiller.... Nous force pratiquement pour adhéré à leur programme de suivis (non obligatoire) etc... Il se préoccupe plus de leurs quota et des directives que de leur demandeur d'emploi. Encore 2 rdv obligatoire pour entendre du blabla... Proposer nous du concret. J'ai une nouvelle conseillère, on verra si ça a changé. Je remet une étoile.";"2";"il y a 7 mois";"il y a 7 mois";"2022"
"POLE EMPLOI REVIN-PE";"Aucun";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI REVIN-PE";"C'est une bonne agence pôle empli , moderne est personnel sympathique";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI REVIN-PE";"Très accueillant. Mon très bien aidé avec mon dossier";"5";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI REVIN-PE";"Aucun";"2";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI REVIN-PE";"Très bien";"4";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI RILLIEUX LA PAPE-PE";"❤️";"5";"il y a 2 mois";"il y a 2 mois";"2023"
"POLE EMPLOI RILLIEUX LA PAPE-PE";"Accueil déplorable! Des personnes moroses et dépressives qui ne répondent même pas à vos questions…";"1";"il y a 5 mois";"il y a 5 mois";"2022"
"POLE EMPLOI RILLIEUX LA PAPE-PE";"je suis satisfaite de ma demande malgré mon interlocutrice à  l accueil . Les conseillers sont très à l écoute se mettent  en oeuvres pour nous aider. Je les remercie vivement";"4";"il y a 11 mois";"il y a 11 mois";"2022"
"POLE EMPLOI RILLIEUX LA PAPE-PE";"Conseillère sympathique, acceuil agreable, endroit facile a trouver mais dommage un peut loin.
Le pole emploi en général fait des procedures très longues attente de 6 mois jusqu'à 3 ans pour insertion a la formation,  demande de financement, orientation, insertion a l'emploi..il faut persever aller tout le temps et connaitre ces justes droits!! N'hesitez pas a chercher sur internet sur vos droit parce que les conseillers ne donne presque jamais la bonne solution...ou celle qui ve convient vraiment.";"2";"il y a 2 ans";"il y a 2 ans";"2021"
"POLE EMPLOI RIOM-PE";"Si nous avons de rien nous pouvons les contacter 👌🏻😒 …";"1";"il y a 2 mois";"il y a 2 mois";"2023"
"POLE EMPLOI RIOM-PE";"J'ai eu un rdv aujourd'hui avec une conseillère, elle ne m'as absolument pas aidé. Quand on commence un entretien par ""alors je ne vous juge absolument pas mais...."" C'est déjà du jugement.";"1";"il y a 5 mois";"il y a 5 mois";"2022"
"POLE EMPLOI RIOM-PE";"Une agence comme il y en a beaucoup, qui ne sert à rien. Pole emploi, juste une belle fumisterie. Organisme qui ne sert clairement pas à remettre les gens au travail....";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI RIOM-PE";"3 mois que j’essaie d’avoir un p*tain de rdv téléphonique pour pouvoir faire une formation, sur le site il n’ont jamais de rdv téléphonique de disponible ( oui depuis 3 mois je regarde tout les jours ! ) un jour ils ont réussi à appeler ma mère alors qu’il ont très bien mon numéro … c’est aberrant ! Honteux !!";"1";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI RIOM-PE";"Très bonne agence,
J'ai eu besoin d'explications et d'informations à plusieurs reprises depuis ma rupture conventionnelle et ma création d'activités en tant qu'auto entrepreneur,
Je suis toujours tombée sur des personnes agréables et réactives, un vrai plaisir.";"5";"il y a un an";"il y a 1 an";"2022"
"POLE EMPLOI RIOM-PE";"Aucun";"1";"il y a un an";"il y a 1 an";"2022"
