Description;e-mail;Description_2;Description_3;clusters
depuis debut octobre  j ecris a ma conseillere et mon conseiller indemnisation mais mes demandes de rendez vous  telephoniques ou physique ne recoivent pas la moindre reponse  je suis toujours reste courtois et je veux que pole emploi me communique les information sur des periodes d indemnisation durant ma carriere afin de valider mon dossier de demande de retraite mais les mails sont classes   poubelle   sans la moindre reponse  j ai recu un email qui me disait que la situation etait regularisee   mais rien n a ete fait  du reste je ne sais pas comment ils auraient pu regulariser puisqu ils ne connaissaient pas les periodes en cause   lors d une reunion generale  debut octobre  personne n a voulu m ecouter  ils ont refuse toutes demandes d infos personelles  un rdv m a ete donne  telephoniquement avec ma conseillere  et c est une autre personne qui m a repondue  me disant incompetente a repondre a mes questions  ma caisse de retraite me demande ces documents  mais personne de pole emploi ne reponds a mes emails  je trouve hallucinant que de simples demandes de justificatifs ne soient pas traites par les conseillers de pole emploi ;1;['ecris', 'indemnis', 'recoivent', 'repons', 'courtois', 'indemnis', 'dossi', 'retrait', 'class', 'poubel', 'repons', 'regularise', 'puisqu', 'general', 'person', 'infos', 'personel', 'rdv', 'person', 'incompetent', 'caiss', 'retrait', 'docu', 'person', 'hallucin', 'simpl', 'justif'];ecris indemnis recoivent repons courtois indemnis dossi retrait class poubel repons regularise puisqu general person infos personel rdv person incompetent caiss retrait docu person hallucin simpl justif;-1
premier rendez vous a pole mploi lagarde  un peu d apprehension au depart  une conseillere a pris le temps de m expliquer simplement tous les rudiments de base du site et la future marche a suivre  je tiens a signaler que cette personne a ete tres performante  je ne suis pas encore sauve mais deja rassure ;1;['mploi', 'lagard', 'apprehens', 'rud', 'futur', 'person', 'perform', 'sauv', 'rassur'];mploi lagard apprehens rud futur person perform sauv rassur;2
    c est le service a contacter  malheureusement  il s agit d un passage oblige lorsque l on est demandeur d emploi   pole emploi  c est la deshumanisation du marche du travail  lorsque vous allez en agence  l accueil est assure par une tablette et lorsque l on echange avec un  conseiller  il se comporte en robot   peu leur importe que vous soyez actif dans votre recherche d emploi ou votre reconversion  il ne faut surtout pas leur prendre trop de temps    si votre mail fait plus de 4 lignes   il n est pas lu integralement  si vous n entrez pas dans le moule   vous etes une gene   lors de mon inscription  je leur indique que je suis dans une demarche de creation d entreprise donc la semaine suivante je recois un coup de telephone d un prestataire prive  certainement paye a prix d or  pour mes demarches    de retour a un emploi salarie   je ne prendrai qu un exemple mais malheureusement  il ne s agit pas d un evenement isole mais bien d une constante dans mon experience aupres de ce service ;1;['servic', 'contact', 'agit', 'passag', 'deshumanis', 'agenc', 'assur', 'tablet', 'robot', 'actif', 'reconvers', 'lu', 'integral', 'entrez', 'moul', 'demarch', 'prestatair', 'pay', 'prix', 'demarch', 'prendr', 'agit', 'even', 'isol', 'const', 'servic'];servic contact agit passag deshumanis agenc assur tablet robot actif reconvers lu integral entrez moul demarch prestatair pay prix demarch prendr agit even isol const servic;-1
j ai 54 ans et   c est ma 1ere experience avec pole emploi  certains diront   quelle chance   la ou d autres diront   pas de chance    en a peine quelques jours  dans le cadre d un csp  j ai percu tout ce qui ne va pas  qui pourrait etre ameliore car ameliorable pour une meilleure qualite de service a la fois pour l usager et pour les employes  cette amelioration se resume en deux mots   moins d administratif   et   plus d ecoute  de bienveillance     j ai vu en direct dans deux agences  des usagers reduits a l etat de dindon sans tete a qui on parle en infantilisant et que l on balade d un centre a l autre ou en insistant sur l espace particulier  la demarche tout numerique a quelqu un  qui  fragile  vulnerable ne semblait rien comprendre mais n osait pas l indiquer  des problemes de courrier  d adresse postale  numerique et puis des dates de declaration depassees  un labyrinthe administratif  la zizanie vue par uderzo  l impression aussi que le personnel suit d abord et avant tout un protocole purement administratif  donc  pourquoi ne pas l alimenter en redemandant des documents supplementaires  complementaires avec des justificatifs anciens  ca occupera l usager sans doute  deprimant  usant  fatigant  stressant  on a parfois besoin  dans une vie compliquee a toutes les etapes  d une veritable ecoute  d une aide qui finalise un dossier  de la bienveillance  demandez sans cesse des complements administratifs releve de l acharnement voire meme de la maltraitance administrative  j ai senti la faille entre un public qui travaille et un public qui  en attente d un emploi ou d un revenu meme minime  est aussi en attente d une legerete  d un soutien moral  d un personnel aidant  bref d une rehumanisation de la societe  j ai senti aussi que j en avais besoin ;1;['54', '1er', 'diront', 'diront', 'csp', 'meilleur', 'servic', 'usag', 'resum', 'administr', 'agenc', 'usager', 'reduit', 'dindon', 'tet', 'infantilis', 'balad', 'insist', 'demarch', 'numer', 'fragil', 'vulner', 'sembl', 'osait', 'courri', 'postal', 'numer', 'declar', 'depasse', 'labyrinth', 'administr', 'zizan', 'uderzo', 'impress', 'personnel', 'suit', 'abord', 'protocol', 'pur', 'administr', 'aliment', 'redemand', 'docu', 'supplementair', 'complementair', 'justif', 'occup', 'usag', 'deprim', 'usant', 'fatig', 'stress', 'complique', 'etap', 'dossi', 'cess', 'compl', 'administr', 'acharn', 'maltrait', 'administr', 'faill', 'minim', 'legeret', 'soutien', 'moral', 'personnel', 'rehumanis'];54 1er diront diront csp meilleur servic usag resum administr agenc usager reduit dindon tet infantilis balad insist demarch numer fragil vulner sembl osait courri postal numer declar depasse labyrinth administr zizan uderzo impress personnel suit abord protocol pur administr aliment redemand docu supplementair complementair justif occup usag deprim usant fatig stress complique etap dossi cess compl administr acharn maltrait administr faill minim legeret soutien moral personnel rehumanis;2
j ai depose une convention de stage il y a deux semaines   aujourd hui  jour de debut de stage  les documents ne sont toujours pas parvenus ni a moi  ni a mon employeur  je ne suis donc pas couvert et le stage ne peut pas commencer  joli debut pour pole emploi  contrarier un projet de retour a l emploi    et vous vous etonnez que les gens preferent rester au chomage plutot  que de travailler   ;1;['convent', 'docu', 'parvenus', 'employeur', 'couvert', 'jol', 'contrari', 'eton', 'preferent', 'chomag'];convent docu parvenus employeur couvert jol contrari eton preferent chomag;-1
bonjour je suis maintenant en ass depuis 5 ans de chomage  je me bats pour reconquerir le marche du travail  ayant ete cassee dans ma carriere  a 52 ans passes  je me suis presentee et inscrite a une reunion d information au lycee etienne legrand afin de parfaire mes competences et valider mes remplacements par un diplome d etat  lors de la reunion au greta avec pole emploi  on a refuse ma candidature pour demarrer cette formation sans motif  je vous demande d intervenir au plus vite  je n accepte pas une fois de plus la decision de pole emploi  de plus je candidate et une fois sur deux   l offre est cloturee  ;1;['ass', 'chomag', 'reconquer', 'casse', '52', 'presente', 'inscrit', 'lyce', 'etien', 'legrand', 'parfair', 'remplac', 'gret', 'demarr', 'format', 'interven', 'decis', 'offre', 'cloture'];ass chomag reconquer casse 52 presente inscrit lyce etien legrand parfair remplac gret demarr format interven decis offre cloture;1
excellente interface mise a jour   toutefois  juste une petite remarque  on aimerait juste pouvoir connaitre la suite du processus avant de cliquer sur suivant   mais tres bien   tres positif  ne changez pas tout le temps d ergonomie svp     ;1;['excellent', 'interfac', 'toutefois', 'remarqu', 'connaitr', 'processus', 'chang', 'ergonom', 'svp'];excellent interfac toutefois remarqu connaitr processus chang ergonom svp;-1
lors du dernier confinement et apres un bilan de competences j ai choisi de m orienter vers le metier de l evolution professionnelle  a l issu de la formation de huit mois dont j ai obtenu un titre reconnu au niveau 5 du rncp  j ai passe les epreuves de test de selection chez pole emploi  que j ai reussi  j ai passe plusieurs entretiens en viso avec les rh  mais je n ai eu le droit qu a de la mefiance  ce qui est encore plus grave c est qu etant au rsa je suis cense etre suivi regulierement par pole emploi hors ca fait plus de trois mois que pole emploi est cense me contacter et que rien n est fait dans ce sens si ca continue j envoie un courrier au president de la republique ;1;['confin', 'orient', 'evolu', 'issu', 'format', 'huit', 'obtenu', 'reconnu', 'rncp', 'epreuv', 'test', 'select', 'viso', 'rh', 'mefianc', 'grav', 'rsa', 'regulier', 'hor', 'contact', 'courri', 'president', 'republ'];confin orient evolu issu format huit obtenu reconnu rncp epreuv test select viso rh mefianc grav rsa regulier hor contact courri president republ;-1
mes revenus pole emploi sont variables en fonction des saisies sur salaires  de plus je viens de reprendre une activite en interim remuneree moins importante que mon chomage  ;1;['revenus', 'variabl', 'salair', 'interim', 'remunere', 'chomag'];revenus variabl salair interim remunere chomag;0
suite a une demande d allocations chomage qui a ete refusee alors qu a priori je remplie toutes les conditions pour obtenir l are  j ai envoye plusieurs emails a la personne indiquee comme ma conseillere indemnisation afin d obtenir une explication  apres chacun de mes emails  envoyes a plus de 3 jours d intervalle  j ai bien recu l email automatique de pole emploi indiquant que mon message avait bien ete recu et que j obtiendrais une reponse dans les 48h  je n ai jamais eu aucune reponse a mes demandes et ai finalement du me rendre en agence ;1;['alloc', 'chomag', 'prior', 'condit', 'person', 'indique', 'indemnis', 'intervall', 'obtiendr', 'repons', '48h', 'repons', 'agenc'];alloc chomag prior condit person indique indemnis intervall obtiendr repons 48h repons agenc;-1
inscrite comme demandeur d emploi depuis fin septembre 22  je suis toujours en attente d un retour quand a mon are qui doit m etre verse par mon ancien employeur sous condition que le pole emploi de ma region m ait transmis la fiche de liaison afin que de mon cote je la fasse suivre a mon ancien employeur  depuis  je passe le plus clair de mon temps  en plus de rechercher un emploi activement  a contacter la personne en charge de mon dossier are  les delais sont  pour ma part  a rallonge  inscription fin septembre  fiche de liaison transmise mi octobre  puis retransmise trois jours apres pour un traitement debut novembre avec pour retour  incomplet   le lendemain  je demande un droit d option  par anticipation aux vues de la longueur de traitement  et lors de mon dernier contact ce jour  la gestionnaire du dossier me retorque que le retour se fera par pigeon voyageur   en temps normale  ce genre de plaisanterie m aurait amusee mais la j apprecie moyennement  je suis dans une situation plus qu urgente puisque ma derniere remuneration remonte a fin septembre 22  2000   que mes frais fixe ne se sont pas interrompus  nous sommes mi novembre  je n ai toujours pas de retour de ma demande de droit d option que je devrais faire suivre a mon ancien employeur  sous reserve qu elle soit complete  afin de pouvoir beneficier de mon are  consciente  pour me l etre entendu dire par la gestionnaire de mon dossier  que  la gestion are secteur public est compliquee  ce que je peux entendre  mais du coup que fait on pour simplifier cette demarche    c est bien de ce le dire mais en attendant comment pouvons nous solutionner ce probleme   je penses que la vraie question est la ;1;['inscrit', '22', 'employeur', 'condit', 'region', 'liaison', 'fass', 'employeur', 'contact', 'person', 'dossi', 'rallong', 'liaison', 'mi', 'retransmis', 'incomplet', 'lendemain', 'option', 'anticip', 'vu', 'longueur', 'contact', 'gestionnair', 'dossi', 'retorqu', 'pigeon', 'voyageur', 'plaisanter', 'amuse', 'apprec', 'moyen', 'urgent', 'remuner', 'remont', '22', '2000', 'frais', 'fix', 'interrompus', 'mi', 'option', 'employeur', 'reserv', 'conscient', 'entendu', 'gestionnair', 'dossi', 'gestion', 'complique', 'entendr', 'simplifi', 'demarch', 'attend', 'pouvon', 'solution', 'vrai'];inscrit 22 employeur condit region liaison fass employeur contact person dossi rallong liaison mi retransmis incomplet lendemain option anticip vu longueur contact gestionnair dossi retorqu pigeon voyageur plaisanter amuse apprec moyen urgent remuner remont 22 2000 frais fix interrompus mi option employeur reserv conscient entendu gestionnair dossi gestion complique entendr simplifi demarch attend pouvon solution vrai;-1
les conseillers inventent des entretiens et ne servent strictement a rien si ce n est vous bloquer dans vos demarches administratives   la conseillere m a cree un bazar dans mon dossier et enfin    la direction      est passee aux menaces en tout genre  pour finir mon dossier est actuellement suivi par un conseiller  je dois 1800 euros a cause des erreurs de la conseillere et tous les mois je suis ponctionne sur mes allocations  sans meme avoir donne mon avis   conclusion   a pole emploi de nogent sur oise certaines personnes se sentent au dessus des lois    ;1;['inventent', 'strict', 'bloqu', 'demarch', 'administr', 'bazar', 'dossi', 'passe', 'dossi', '1800', 'euros', 'ponction', 'alloc', 'conclus', 'nogent', 'ois', 'person', 'sentent', 'dessus', 'lois'];inventent strict bloqu demarch administr bazar dossi passe dossi 1800 euros ponction alloc conclus nogent ois person sentent dessus lois;-1
bonjour  a ce jour il n existe aucun atelier pour repondre aux questions specifiques liees au handicap  les ateliers propose s adressent plus a des personne non handicapees  quand on pose une question liee au handicap notament en terme de recherche d emploi  les conseillers sont incapables de repondre   que faire quand on n a aucun suivi avec un conseiller    cordialement ;1;['ateli', 'specif', 'lie', 'handicap', 'adressent', 'person', 'handicape', 'lie', 'handicap'];ateli specif lie handicap adressent person handicape lie handicap;-1
je suis inscrite a  pole emploi depuis le 6 fevrier 2022  je n ai pas d allocations chomage ouvertes  je ne recois rien  depuis mon inscription  il y a des vagues de sollicitations par telephone  mail  reunion  proposition de service  de jobs dating directement dans la boite mail  les sollicitations n ont aucune coherence  ca va de la boucherie a la boulangerie  du conseil au nettoyage des toilettes  de la creation d entreprise a l accompagnement scolaire  en bref  j ai repondu naivement a quelques unes  je me suis rendue notamment a des rendez vous dits prescrits pour etre aimable  j ai effectue des demarches de test informatique   la  j ai pris mes distances  et desormais  je souhaite ne plus etre sollicitee par les services  pole emploi  les services dits a la carte  les conseillers particulierement inutiles parce que je ne les solliciterai que pour toucher une allocation  un argent et mes droits aux subsides minimum  en outre  je suis diplomee et possede un niveau bac 5 a 7  je recherche via differents sites web les offres correspondant a niveau bac a bac  5 7 en vue de subvenir a mes besoins  or   cette campagne de mailing  les sollicitations a se rendre a l agence et me mobiliser sans me dedommager du temps demande soit 3 heures  un jour  3 heures de test informatique a ma charge  la production de cv pour les job dating  les frais de transport a ma charge   ils ne les remboursent pas  ca me fait de la nourriture ou des denrees essentielles en moins et des longues lettres ou rapports de test ou bilan de deplacement qui au final s apparentent a une campagne de denigrement sans aucun espoir de trouver la plus petite heure de travail remuneree  cette campagne de denigrement affecte mon niveau reel de qualification et d acces a diverses offres sans besoins de formations prealables  mon regime alimentaire qui ne comprend pas certaines viandes ;1;['inscrit', 'alloc', 'chomag', 'ouvert', 'vagu', 'servic', 'job', 'dating', 'coherent', 'boucher', 'boulanger', 'nettoyag', 'toilet', 'scolair', 'naiv', 'une', 'prescrit', 'aimabl', 'demarch', 'test', 'distanc', 'sollicite', 'servic', 'servic', 'alloc', 'argent', 'subsid', 'outr', 'diplome', 'possed', 'bac', 'web', 'offre', 'bac', 'bac', 'subven', 'besoin', 'campagn', 'mailing', 'agenc', 'mobilis', 'dedommag', 'test', 'product', 'job', 'dating', 'frais', 'transport', 'remboursent', 'nourritur', 'denre', 'essentiel', 'rapport', 'test', 'apparentent', 'campagn', 'denigr', 'espoir', 'remunere', 'campagn', 'denigr', 'affect', 'qualif', 'divers', 'offre', 'besoin', 'format', 'prealabl', 'regim', 'alimentair', 'viand'];inscrit alloc chomag ouvert vagu servic job dating coherent boucher boulanger nettoyag toilet scolair naiv une prescrit aimabl demarch test distanc sollicite servic servic alloc argent subsid outr diplome possed bac web offre bac bac subven besoin campagn mailing agenc mobilis dedommag test product job dating frais transport remboursent nourritur denre essentiel rapport test apparentent campagn denigr espoir remunere campagn denigr affect qualif divers offre besoin format prealabl regim alimentair viand;2
impossible de contacter pole emploi ou un referent  l adresse donnee sur le site m est toujours renvoyee  et par telephone il m est demande un code personnel que je n ai pas ;1;['contact', 'donne', 'renvoye', 'personnel'];contact donne renvoye personnel;-1
demandeur d emploi  j ai repris une activite a temps partiel  a ce titre  je percois une avance sur indemnisation et le solde des que j ai transmis mon bulletin de salaire  pour octobre  c est fait depuis 8 jours mais toujours rien  pourquoi   parce que mon conseiller en charge de mon indemnisation est absent  on attend son retour demain  3 relances pour avoir l information  quand au passage de temoin et a l engagement de reponse dans les 48 heures  c est sans commentaire;1;['repr', 'percois', 'indemnis', 'sold', 'bulletin', 'salair', 'indemnis', 'absent', 'attend', 'demain', 'passag', 'temoin', 'engag', 'repons', '48', 'commentair'];repr percois indemnis sold bulletin salair indemnis absent attend demain passag temoin engag repons 48 commentair;-1
depuis plus de 4 mois  sur une filiere en tension  le conseiller dedie pole emploi se demene pour trouver des solutions chapeau pour un suivi si personnalise;1;['filier', 'tension', 'ded', 'demen', 'solut', 'chapeau', 'personnalis'];filier tension ded demen solut chapeau personnalis;-1
bonjour   je suis ici pour partager mon experience avec le pole emploi de thoiry 01170  pour la premiere fois de ma vie  suite a une perte d emploi  je suis alle m inscrire au pole emploi pour esperer m inscrire au chomage  je dis bien  esperer  car a ce jour je n ai toujours pas pu m inscrire ni obtenir d allocations  ni etre aider dans ma recherche d emploi  j ai commence a effectuer mes demarches courant aout et aujourd hui le 2 decembre je n ai toujours pas finaliser mon inscription  je suis coince entre l incompetence hors du commun des conseillers de cette agence et le systeme informatique catastrophique du pole emploi  depuis aout  je me rends une fois par semaine dans cette agence avec l ensemble des documents requis pour mon inscription  chaque fois  je suis accueilli par des conseillers mal eduques  hautains et desagreables  chaque fois  on me fait comprendre que je suis un incapable et que mon dossier est ok  puis  chaque fois  au bout de quelques jours je recois une notification m informant que mon dossier d inscription est incomplet et bien sur sans la moindre explication   sans allocation et sans emploi  je me retrouve en difficulte financiere et a demander de l argent a mes proches  j ai rencontre beaucoup de personnes qui rencontrent les memes difficultes avec cette agence ;1;['partag', 'thoiry', '01170', 'chomag', 'alloc', 'demarch', 'coinc', 'incompetent', 'hor', 'agenc', 'system', 'agenc', 'ensembl', 'docu', 'requ', 'eduqu', 'hautain', 'dossi', 'ok', 'dossi', 'incomplet', 'alloc', 'argent', 'person', 'rencontrent', 'agenc'];partag thoiry 01170 chomag alloc demarch coinc incompetent hor agenc system agenc ensembl docu requ eduqu hautain dossi ok dossi incomplet alloc argent person rencontrent agenc;2
je viens de recevoir une lettre de menace de desinscription pour abandon d une formation qui ne m a jamais ete presentee  a laquelle je n ai  jamais ete inscrit  par une conseillere que je n ai jamais vue  dans une agence qui ne m a  jamais contacte depuis des annees   tout ceci est evidemment etaye de documents tous plus farfelus les uns que les autres dont j ai bien evidemment en tant qu ancien salarie de pole emploi garde la trace  je pense que cela se passe de commentaires lamentable ;1;['desinscript', 'abandon', 'format', 'presente', 'inscrit', 'agenc', 'contact', 'cec', 'etay', 'docu', 'farfelus', 'un', 'gard', 'trac', 'commentair'];desinscript abandon format presente inscrit agenc contact cec etay docu farfelus un gard trac commentair;1
j ai ete desinscrite de pole emploi sans notification le 26 septembre 2022 et admissible a l are le 27 septembre 2022 et plus de paiement depuis le 5 octobre 2022;1;['desinscrit', '26', 'admissibl', '27', 'pai'];desinscrit 26 admissibl 27 pai;2
bonjour  je suis a la recherche d un emploi depuis 1 ans et demi je postule sur pole emploi toutes mes candidatures sont refuses  on vous change de conseillers du jour au lendemain je trouve que c est contre productif  pas de suivi derriere  les nouveaux conseillers ne connaissent pas le dossier  c est comme sa quand  je postule a des candidatures  on n a jamais de retour on passe des entretiens  pas de retour  je ne sais pas deposer le cv et lm sur place  par mails  zero retour ile de la reunion ;1;['dem', 'lendemain', 'product', 'derrier', 'connaissent', 'dossi', 'lm', 'ile'];dem lendemain product derrier connaissent dossi lm ile;-1
il y a trois moins j ai demissionne en region parisienne  pour suivre mon conjoint  j ai effectue ma demande pour avoir le chomage qui m a ete refuse sans aucune explications  j ai alors envoye une dizaine email a ma conseillere via la plateforme pole emploi sans obtenir de reponse  je me suis deplacee et on m a indique que personne ne pouvait me recevoir  j ai effectue une reclamation  trois mois plus tard et 5 reclamations apres je n ai toujours pas de reponse et pas de ressource pour vivre  je ne commence mon nouveau travail qu a la fin du mois ;1;['demission', 'region', 'parisien', 'conjoint', 'chomag', 'dizain', 'plateform', 'repons', 'deplace', 'person', 'reclam', 'reclam', 'repons', 'ressourc'];demission region parisien conjoint chomag dizain plateform repons deplace person reclam reclam repons ressourc;-1
il est difficile de poser une question directement sur le site  nous devons envoyer un mail  pourquoi ne pas mettre dans notre espace une possibilite de contact avec nos conseillers   le refus de document n est pas argumente  merci  cordialement ;1;['pos', 'devon', 'contact', 'docu', 'argument'];pos devon contact docu argument;-1
bonjour   je suis reconnu rqth depuis 2016  a ce titre je peux beneficier des prestations financees par l agefiph   cependant le delai de la prestation par le conseiller cap emploi ou pole emploi est long  entre 1 et 3 mois   mon ancien conseiller m a clairement dit   je n arrive pas a avoir de place pour vous donc je vous inscrit sur une prestation equivalente de pole emploi   la prestation en question est  activ projet  alors que celle de l agefiph s appelle  prestation d appui specifique    or la prestation de pole emploi ne traite pas de la question du handicap qui est mon principal frein a l embauche   j ai donc ete oblige de suivre une prestation non adaptee a mon cas et attendre la fin de la prestation pour pouvoir demander a nouveau la prestation de l agfiph   il faudrait reduire les delais de prescription des prestations agefiph  cordialement;1;['reconnu', 'rqth', '2016', 'finance', 'agefiph', 'cepend', 'cap', 'inscrit', 'equivalent', 'agefiph', 'appel', 'appui', 'specif', 'handicap', 'frein', 'adapte', 'agfiph', 'reduir', 'prescript', 'agefiph'];reconnu rqth 2016 finance agefiph cepend cap inscrit equivalent agefiph appel appui specif handicap frein adapte agfiph reduir prescript agefiph;-1
experience desastreuse  le site est complique  tout porte a croire qu il est concu afin de ne pas pouvoir s inscrire  les conseillers en agence  annecy  sont desagreables et hautains  zero empathie   et dire  que ces personnes sont payees grace a nos impots     on comprend mieux la decheance de notre pays ;1;['desastr', 'concu', 'agenc', 'annecy', 'hautain', 'empath', 'person', 'paye', 'impot', 'decheanc', 'pay'];desastr concu agenc annecy hautain empath person paye impot decheanc pay;0
madame  monsieur   veuillez accepter d avance mes remerciements pour votre comprehension sinon votre reponse   par mon present courrier electronique  je vous fais part de ma suggestion  sinon mon souhait ci dessous  j aimerais pouvoir correspondre avec le pole emploi et pour envoyer des candidatures  autrement que par courrier electronique desuet  puisque je n ai pas de solution efficace comme mailinblack ou le test de turing  pour ne pas recevoir de courriers indesirables  mais j utilise les messageries dites  securisees   whatsapp  telegram   j en suis donc desole   sincerement   une toute petite personne;1;['repons', 'courri', 'electron', 'suggest', 'souh', 'dessous', 'correspondr', 'autr', 'courri', 'electron', 'desuet', 'mailinblack', 'test', 'turing', 'courri', 'indesir', 'messager', 'securise', 'whatsapp', 'telegram', 'desol', 'sincer', 'person'];repons courri electron suggest souh dessous correspondr autr courri electron desuet mailinblack test turing courri indesir messager securise whatsapp telegram desol sincer person;-1
super service   bravo les gars  le service est rapide  les agents gentils  les procedures sont tres simplifies  bravo recommencez super;1;['servic', 'servic', 'agent', 'gentil', 'procedur', 'recommenc'];servic servic agent gentil procedur recommenc;-1
bonjour  j ai assiste a un atelier  fonction publique  preconise par le cap emploi il y a quelques temps   j etais interessee par le fait d integrer l administration ulterieurement  j etais sans emploi et en recherche d un emploi mais mon etat de sante ne me permettait pas de reprendre une activite professionnelle  j ai poursuivi mes demarches  puis j ai acquis mes droits a l invalidite 2 qui etait des lors assortie d une pension et d une possibilite de reprendre une activite professionnelle a temps partiel  maintenant que mon parcours de reconversion avec des ateliers mis en place par le cap emploi sont termines et que je suis prete pour un retour a l emploi a temps partiel  les portes de la fonction publique me sont dorenavant fermees puisqu il fallait deja etre en poste a plein temps pour pouvoir beneficier ensuite d un temps partiel  ce qui reduit considerablement mes possibilites de retour a un emploi a temps partiel  un pied de nez de la vie   tant pis pour moi  ;1;['ateli', 'preconis', 'cap', 'interesse', 'integr', 'administr', 'ulterieur', 'sant', 'poursuiv', 'demarch', 'acquis', 'invalidit', 'assort', 'pension', 'reconvers', 'cap', 'pret', 'dorenav', 'ferme', 'puisqu', 'reduit', 'possibilit', 'pied', 'nez', 'pis'];ateli preconis cap interesse integr administr ulterieur sant poursuiv demarch acquis invalidit assort pension reconvers cap pret dorenav ferme puisqu reduit possibilit pied nez pis;2
bonjour   j ai envoye un mail a ma conseillere pole emploi et elle ne m a pas repondu  je trouve ca inadmissible;1;['inadmissibl'];inadmissibl;-1
c est nouveau   desormais  pour s actualiser mensuellement  pole emploi declare savoir que le chomeur a travaille  sic  et ce dernier doit donc declarer qu il a travaille  meme si c est faux   d abord parce que pole emploi ne prend pas forcement en compte les documents envoyes  meme datant d un mois  qui attestent de la fin d un contrat  et si pole emploi sait mieux que le chomeur ce que ce dernier a fait  il faut le croire  a devenir schyzophene   idem si vous avez fait un ancien cdd reste  ouvert  dans les lignes informatiques de pe parce que votre employeur a omis de vous adresser une attestation employeur conforme  vu qu il a plus de 80 ans et ne sait meme pas que ca existe  et meme pour 2h de travail il y a un an  le pire  c est que parfois le site de pole emploi refuse   meme s il est ecrit le contraire sur les formulaires ecrans  et meme si le site n est pas une nouvelle fois en derangement  etc     l inscription d un particulier employeur qui serait ne a l etranger  exemple vecu      bref  pole emploi sait tout mieux que vous  ne pose aucun probleme  tout y fonctionne parfaitement et donc vous etes fautif si vous rencontrez une difficulte  chomeurs  ne cherchez pas a travailler partiellement  c est la punition garantie  ;1;['declar', 'sic', 'declar', 'abord', 'compt', 'docu', 'attestent', 'contrat', 'deven', 'schyzophen', 'idem', 'cdd', 'ouvert', 'employeur', 'omis', 'attest', 'employeur', 'conform', '80', '2h', 'formulair', 'ecran', 'derang', 'employeur', 'etrang', 'fautif', 'cherch', 'partiel', 'punit', 'garant'];declar sic declar abord compt docu attestent contrat deven schyzophen idem cdd ouvert employeur omis attest employeur conform 80 2h formulair ecran derang employeur etrang fautif cherch partiel punit garant;0
ca fait trois mois que je suis inscrite a pole emploi et j essaie d avoir un rdv avec ma conseiller pour m aider dans une reconversion professionnel  pas possible de prendre rdv en ligne car   il n y a pas de creneaux disponibles    j ai essaye de parler avec d autres services  mais rien  il faut attendre que ca soit eux qui fassent la convocation  et bien sur  un rdv fixe a sa convenance  pas possible de  parler pour trouver un bon horaire et jour pour tous le deux parties    un jour  ils m appellent et je ne peux rejoindre le telephone  je recois automatiquement un avis de radiation  j ai du de justifier pour ne pas perdre l aide  finalement j ai reussi a avoir un rdv pour aujourd hui  j ai arrange mon agenda  fait appel a l aide pour garder les enfants  car c est mercredi      et voila  il arrive a l heure convenu et ils n appellent pas    ce genre de processus est absolument degradant envers les gens  il transmet le message que les chomeurs  que nous n avons rien a faire  doivent etre a la disponibilite complete des services publics  etre   sage   sur menace de nous enlever le pain  et mendier pour recevoir ce qui est de notre droit  car c est un service que nous avions tous paye  pas une aumone ;1;['inscrit', 'rdv', 'reconvers', 'rdv', 'creneau', 'disponibl', 'servic', 'fassent', 'convoc', 'rdv', 'fix', 'conven', 'horair', 'part', 'appellent', 'rejoindr', 'rdv', 'arrang', 'agend', 'appel', 'gard', 'mercred', 'convenu', 'appellent', 'processus', 'degrad', 'enver', 'transmet', 'disponibilit', 'servic', 'enlev', 'pain', 'mendi', 'servic', 'pay', 'aumon'];inscrit rdv reconvers rdv creneau disponibl servic fassent convoc rdv fix conven horair part appellent rejoindr rdv arrang agend appel gard mercred convenu appellent processus degrad enver transmet disponibilit servic enlev pain mendi servic pay aumon;2
pourquoi en 2022 je ne peux pas envoyer un document en pdf ou meme png   jpeg dans un mail    exemple   mon avis d imposition   je suis oblige de faire une lettre et l envoyer  et attendre qu elle soit recu par le bon service  sans etre perdue  pour avoir une reponse plus tardive  bonjour le progres   ;1;['docu', 'pdf', 'png', 'jpeg', 'imposit', 'servic', 'perdu', 'repons', 'tardiv', 'progr'];docu pdf png jpeg imposit servic perdu repons tardiv progr;1
je suis intermittent du spectacle depuis 20 ans et dois renouveler mon statut tous les ans  cette annee mon statut s est termine fin octobre 2022 et mon conseiller indemnisation pole emploi n a toujours rien valide alors qu ils sont en possession de chaque document qu ils me reclament  je fais une reclamation a laquelle ils doivent me repondre sous 7 jours  au bout de 5 jours  je recois un mail me disant que j aurai une reponse dans 14 jours  soit fin decembre 2022  en attendant je ne percois aucune allocation et tout ca  en periode de fetes    je ne parle pas des documents qu ils me demandent mi novembre que j envoie le jour meme et qu ils me redemandent fin novembre   ;1;['intermittent', 'renouvel', 'indemnis', 'possess', 'docu', 'recl', 'reclam', 'repons', '14', 'attend', 'percois', 'alloc', 'fet', 'docu', 'demandent', 'mi', 'redemandent'];intermittent renouvel indemnis possess docu recl reclam repons 14 attend percois alloc fet docu demandent mi redemandent;-1
bon moyen de communication  mais aucun suivi  aucune suite   il vous remet la meme candidature plusieurs fois qui ne sert a rien  aucun interet ;1;['remet', 'interet'];remet interet;-1
