Description;e-mail;Description_2;Description_3;clusters
la nouvelle configuration de l application pour l actualisation n est pas tres intuitive et  complique a utiliser   j ai fait une erreur sur ma declaration et je n ai pas eu la possibilite de la modifier  ;1;['configur', 'intuit', 'declar'];configur intuit declar;-1
la plateforme est agreable  claire  facile a utiliser  il y a beaucoup d offre d emploi qualitatives  merci beaucoup ;1;['plateform', 'offre', 'qualit'];plateform offre qualit;-1
bonjour  suite a un trop  percu  j ai contacte pole emploi au mail indique pour connaitre le probleme car  fournissant mes documents tous en meme temps que ma declaration est faite  aucun probleme n est cense avoir lieu   elle m explique que c est suite a un aem arrive tardivement de live nation  ce a quoi je repond que j avais fourni tous les aem de mon cote  et qu ils avaient bien ete receptionnes et pris en compte   je lui explique que ce n est pas normal et que j espere que ceci n aura plus lieu  donnant tout ce qu ils reclament et dont ils ont  besoin dans les temps   voici l une des reponse de la conseillere   je vous ai explique le fonctionnement de pole emploi  et comme je vous l ai dit precedemment  si vous souhaitez que les aem soient pris en compte des l envoi   il faudra m envoyer un mail en parallele du depot des aem sur votre espace personnel  sinon cette  situation se reproduira    donc le fait d envoyer les documents en temps et en heure sur l espace dedie ne sert strictement a rien  car personne ne les prend en compte  je trouve ca hallucinant  pour une personne qui ne fournit pas tout les documents  je veux bien que les trop percus arrivent  mais la c est pole emploi qui ne fait pas son travail  bien sur  c est moi qui dois en payer les frais   il serait peut etre temps de reagir  les services pole emploi deviennent de pire en pire  je sais que mon mail ne va servir a rien mais j ai dans l espoir qu un jour le boulot soit fait correctement ;1;['contact', 'connaitr', 'docu', 'declar', 'aem', 'tardiv', 'liv', 'nation', 'aem', 'reception', 'compt', 'cec', 'recl', 'voic', 'repons', 'aem', 'compt', 'parallel', 'depot', 'aem', 'personnel', 'reproduir', 'docu', 'ded', 'strict', 'person', 'compt', 'hallucin', 'person', 'docu', 'percus', 'arrivent', 'pai', 'frais', 'reag', 'servic', 'deviennent', 'serv', 'espoir', 'boulot'];contact connaitr docu declar aem tardiv liv nation aem reception compt cec recl voic repons aem compt parallel depot aem personnel reproduir docu ded strict person compt hallucin person docu percus arrivent pai frais reag servic deviennent serv espoir boulot;-1
j ai travaille quelques jours en mai 2022  pour le reste du temps je n ai pas travaille  pole emploi a considere que ce que j avais gagne etait amplement suffisant  aujourd hui pour etre en paix je les rembourse  on vous propose de faire un courrier pour effacer votre dette  mais elle va directement au panier  je n ai eu de cesse de demander des explications  de demander de l aide aupres de la comptabilite  des services de recours de pole emploi  mais en vain ;1;['amplement', 'paix', 'rembours', 'courri', 'effac', 'det', 'pani', 'cess', 'comptabilit', 'servic', 'recour', 'vain'];amplement paix rembours courri effac det pani cess comptabilit servic recour vain;2
bonjour  je suis francais  j ai travaille en france depuis mes fins d etudes jusqu en 2021 ou j ai fait 5 6 mois au chomage  j ai ensuite trouve un cdd d un an au portugal  puis je suis revenu en france pour chercher a nouveau du travail  je me suis donc re inscrit a pole emploi et demande des allocations chomage pour m aider dans ces demarches   or il s avere que lorsque l on revient de travailler a l etranger il faut apporter un document dit  u1  aupres de pole emploi    c est la ou les choses degenerent  il est ecrit sur le portail que le document u1  est delivre par l organisme de chomage etranger   cet organisme de chomage etranger  en l occurence portugais  certifie que c est pole emploi qui doit demander le document u1 aupres de l organisme de chomage etranger via une plateforme europeenne appelee  electronic exchange of social security information   du coup  il est impossible d obtenir ce document et de l ajouter au dossier  et il est donc impossible aussi d obtenir des allocations   par ailleurs  aucun des agents de pole emploi ne semble connaitre ces reglementations  un premier agent m a certifie par mail que c est   mon  employeur au portugal  qui  est dans l obligation de  me  remette le formulaire u1   ce qui contredit le site de pole emploi et l organisme de chomage portugais    de plus  une autre de vos agents me propose a la place de remplir un formulaire pour obtenir le document u1 en direction du portugal  ce qui n est pas ce que le portail pole emploi demande    en resume  il y a un probleme de coordination entre organismes de chomage europeens pour obtenir le document u1 qui bloque les allocations de chomeurs qui ont fait l effort de trouver temporairement du travail a l etranger   franchement  cela decourage a rechercher du travail a l etranger par la suite   et preferer rester au chomage en france   et il y a un serieux manque de connaissance et d implications par les agents de pole emploi pour resoudre les problemes ;1;['etud', 'chomag', 'cdd', 'portugal', 're', 'inscrit', 'alloc', 'chomag', 'demarch', 'aver', 'revient', 'etrang', 'apport', 'docu', 'u1', 'degenerent', 'portail', 'docu', 'u1', 'delivr', 'chomag', 'etrang', 'chomag', 'etrang', 'occurent', 'portug', 'certif', 'docu', 'u1', 'chomag', 'etrang', 'plateform', 'europeen', 'appele', 'electronic', 'exchang', 'of', 'security', 'docu', 'ajout', 'dossi', 'alloc', 'agent', 'connaitr', 'reglement', 'agent', 'certif', 'employeur', 'portugal', 'remet', 'formulair', 'u1', 'contred', 'chomag', 'portug', 'agent', 'formulair', 'docu', 'u1', 'portugal', 'portail', 'resum', 'coordin', 'chomag', 'europeen', 'docu', 'u1', 'alloc', 'effort', 'temporair', 'etrang', 'decourag', 'etrang', 'prefer', 'chomag', 'impliqu', 'agent', 'resoudr'];etud chomag cdd portugal re inscrit alloc chomag demarch aver revient etrang apport docu u1 degenerent portail docu u1 delivr chomag etrang chomag etrang occurent portug certif docu u1 chomag etrang plateform europeen appele electronic exchang of security docu ajout dossi alloc agent connaitr reglement agent certif employeur portugal remet formulair u1 contred chomag portug agent formulair docu u1 portugal portail resum coordin chomag europeen docu u1 alloc effort temporair etrang decourag etrang prefer chomag impliqu agent resoudr;2
inscrit a pole emploi du 01 01 2022 au 01 02 2022  soit 1 mois  sans indemnite puis retraite   ma caisse me demande une attestation annuelle de pole emploi que le service s acharne a ne pas vouloir me delivrer  par telephone  je suis balade de services en services  cela fait 4 mois que cela dure et rien  pas d adresse mail ou s adresser   tres mauvaise experience;1;['inscrit', '01', '01', '01', '02', 'indemnit', 'retrait', 'caiss', 'attest', 'annuel', 'servic', 'acharn', 'vouloir', 'delivr', 'balad', 'servic', 'servic'];inscrit 01 01 01 02 indemnit retrait caiss attest annuel servic acharn vouloir delivr balad servic servic;2
suite a une fin de cdd  j ai demande l activation du droit d options pour beneficier d allocations plus elevees  apres plusieurs mails et reclamations envoyees  j ai du saisir le mediateur  au final  ca a presque pris 2 mois pour que mon droit d option soit pris en compte  le conseiller cloturait certaines des conservations sans explications ;1;['cdd', 'option', 'alloc', 'eleve', 'reclam', 'envoye', 'mediateur', 'option', 'compt', 'clotur', 'conserv'];cdd option alloc eleve reclam envoye mediateur option compt clotur conserv;2
depuis mon demenagement  mon conseiller a ete change j ai rencontre ma nouvelle conseillere pour un entretien de bilan  a sa demande  quand j ai demande des informations sur une formation  elle m a mal parle  j ai ensuite essaye de retourner a la formation  sans reponse de la directrice du centre  aujourd hui je suis toujours a la recherche d une formation qui me convienne  ma conseillere n essaie meme pas de me conseiller dans mes demarches  elle repond a mes mails en 2 mots sans explication  la conseillere doit bien conseiller et diriger les gens dans leurs demarches  pas se moquer d eux  merci;1;['demenag', 'format', 'format', 'repons', 'directric', 'format', 'convien', 'demarch', 'dirig', 'demarch', 'moqu'];demenag format format repons directric format convien demarch dirig demarch moqu;1
en avril  j ai repris une entreprise    de ce fait  j ai demande a ma conseillere pe actuelle de l aide pour enfin connaitre et debloquer mes droits  arce  acre      apres avoir enfin reussi a voir un rendez vous avec  ma  conseillere a ce sujet  je suis ressortie avec une demande de documents pour debloquer mes droits  car tous les documents que j avais amenes avec moi me suffisaient pas      apres plusieurs semaine  le temps de recevoir les documents demandes   je transmets mes docs via  mes echanges avec pole emploi  service transmettre et suivre un document ou sur votre application mobile mon espace dans mes justificatifs   mais comme d habitude  mes docs sont rejetes     alors  je les transmets a mes conseilleres  je ne sais plus a laquelle je dois m adresser alors     par mail  et en retour je recois  un mail type me demandant de transmettre mes docs via  mes echanges avec pole emploi  service transmettre et suivre un document ou sur votre application mobile mon espace dans mes justificatifs  lol donc  je choisi de prendre rdv avec ma  mes  conseillere s  directement en agence  mais impossible car plus de planning de rdv en agence   horaires d ouverture du pe de ploermel   8h30 12h30 du lundi au vendredi mais pas de possibilite de rdv  non  sur place  il y a des personne pour t aider a  transmettre mais docs via  mes echanges avec pole emploi  service  transmettre et suivre un document ou sur votre application mobile mon espace dans mes justificatifs   et c est tout   et le pe est aussi ouvert de 12h30 a 16h30 sur rdv   on me conseille plutot le 3949   ;1;['repr', 'actuel', 'connaitr', 'debloqu', 'arce', 'acre', 'ressort', 'docu', 'debloqu', 'docu', 'amen', 'docu', 'transmet', 'servic', 'docu', 'mobil', 'justif', 'habitud', 'transmet', 'servic', 'docu', 'mobil', 'justif', 'lol', 'rdv', 'agenc', 'planning', 'rdv', 'agenc', 'horair', 'ouvertur', 'ploermel', '8h30', '12h30', 'lund', 'vendred', 'rdv', 'person', 'servic', 'docu', 'mobil', 'justif', 'ouvert', '12h30', '16h30', 'rdv', '3949'];repr actuel connaitr debloqu arce acre ressort docu debloqu docu amen docu transmet servic docu mobil justif habitud transmet servic docu mobil justif lol rdv agenc planning rdv agenc horair ouvertur ploermel 8h30 12h30 lund vendred rdv person servic docu mobil justif ouvert 12h30 16h30 rdv 3949;2
j ai contacter pole emploi  nancy gentilly  suite aux deces de ma maman pour annule mon rendez vous  ma conseillere mme g  s est montrer humaine et a annule mon rendez vous  elle ma telephoner en personne pour prendre de mes nouvelles  merci sa fait du bien de voir ce cote humain ;1;['contact', 'nancy', 'gentilly', 'dec', 'maman', 'mme', 'g', 'montr', 'person'];contact nancy gentilly dec maman mme g montr person;0
bonjour   je suis beneficiaire de la rqth avec des difficultes pour trouver un emploi  liees a mon handicap  je beneficie donc d un accompagnement par cap emploi  or je change regulierement de conseiller et le temps necessaire pour beneficier d une prestation agefiph s en retrouve allonge  donc a defaut de beneficier d un accompagnement specifique  j ai du me tourner vers un accompagnement generaliste qui se retrouve totalement inadapte a mon handicap  la prestataire  acceler emploi  fait comme si je n etait pas handicape et m incite a postuler a des offres qui sont inaccessibles a cause de mon handicap  j ai beau lui expliquer qu en raison de mon handicap  certaines offres ne sont pas adaptees  rien n y fait  j ai deja eu le meme probleme avec ce genre de prestation il y a quelques annees   cordialement  ;1;['beneficiair', 'rqth', 'lie', 'handicap', 'benefic', 'cap', 'regulier', 'agefiph', 'allong', 'defaut', 'specif', 'general', 'inadapt', 'handicap', 'prestatair', 'accel', 'handicap', 'incit', 'offre', 'inaccessibl', 'handicap', 'handicap', 'offre', 'adapte'];beneficiair rqth lie handicap benefic cap regulier agefiph allong defaut specif general inadapt handicap prestatair accel handicap incit offre inaccessibl handicap handicap offre adapte;-1
le site de pole emploi refuse de fonctionner pour certaines actions  consulter les messages  fournir des documents  etc     en affichant un  le service est momentanement indisponible   cense etre ponctuel  mais semblant plus que recurrent  l interface est totalement mal concue et contre intuitive  des elements apparaissent ou non suivant le navigateur utilise  etc  etc    faut il ajouter que l assistance technique chatbox ne resout bien sur rien et propose de telephoner  un mail ou un formulaire de contact ne sont nullement presents   travaillant moi meme dans le domaine des applications web pour la fonction publique  je peux ici exprimer mon ressenti professionnel concernant le site  tant son fonctionnement que son interface utilisateur  a savoir qu il me semble deplorablement mal concu et mal code ;1;['docu', 'servic', 'momentan', 'indisponibl', 'ponctuel', 'sembl', 'recurrent', 'interfac', 'concu', 'intuit', 'element', 'apparaissent', 'navig', 'ajout', 'chatbox', 'resout', 'formulair', 'contact', 'null', 'web', 'exprim', 'interfac', 'deplor', 'concu'];docu servic momentan indisponibl ponctuel sembl recurrent interfac concu intuit element apparaissent navig ajout chatbox resout formulair contact null web exprim interfac deplor concu;-1
j ai ete au chomage pendant 2 mois  puis ai repris une activite a mi temps  j avais contacte au prealable pole emploi pour savoir si un versement complementaire allait m etre verse  car ma remuneration etait inferieure aux indemnites de chomage   mon cdd a mi temps s est acheve 7 mois plus tard  pendant ce delai  j ai eu plusieurs rdv  de coaching  avec un organisme affilie a pole emploi  j avais envoye mon contrat  l ensemble des elements etaient connus par pole emploi  j ai percu pendant ce delai des indemnites de pole emploi  a la fin de mon cdd  pole emploi m a envoye un courrier me disant que j etais redevable a hauteur de 6000 euros  car je n aurais soi disant pas du recevoir ces versements  j ai fait appel au mediateur pole emploi qui n a ete d aucune aide  mon dossier de demande d effacement de dette a ete soumis a leur instance et ma demande a ete deboutee  sans aucun justificatif   decidee a faire le necessaire  j ai demande a ma conseillere les informations concernant le tribunal competent a qui m adresser  mon email est reste  lettre morte   puis j ai du payer un complement d impots de 2000 euros a cause de ce  trop percu  et ai ete soumise a la taxe d habitation pour la meme raison  913 euros    j ai demande a pole emploi une attestation du remboursement deja effectue et apres 4 mois et des reclamations j ai enfin recu le document  mais trop tard pour que ces paiements soient deduits de mes impots de cette annee  je n ai pas repris les remboursements et ai recu un courrier d huissier recemment  en outre  j ai demande une autre information a pole emploi  en passant par l application  aucune reponse apres 4 relances et des tentatives aupres de 3 interlocuteurs differents  je suis scandalisee et il est impensable d etre traitee de la sorte  c est un scandale et je me retrouve dans une situation extremement anxiogene a cause de l incompetence des services de pole emploi st michel toulouse  il serait temps de faire quelque chose ;1;['chomag', 'repr', 'mi', 'contact', 'prealabl', 'complementair', 'allait', 'remuner', 'inferieur', 'indemnit', 'chomag', 'cdd', 'mi', 'achev', 'rdv', 'coaching', 'affil', 'contrat', 'ensembl', 'element', 'connus', 'indemnit', 'cdd', 'courri', 'redev', 'hauteur', '6000', 'euros', 'soi', 'appel', 'mediateur', 'dossi', 'effac', 'det', 'soum', 'instanc', 'deboute', 'justif', 'decide', 'tribunal', 'competent', 'mort', 'pai', 'compl', 'impot', '2000', 'euros', 'soumis', 'tax', 'habit', '913', 'euros', 'attest', 'rembours', 'reclam', 'docu', 'pai', 'deduit', 'impot', 'repr', 'rembours', 'courri', 'huissi', 'recent', 'outr', 'repons', 'tentat', 'interlocuteur', 'scandalise', 'impens', 'traite', 'scandal', 'extrem', 'anxiogen', 'incompetent', 'servic', 'st', 'michel', 'toulous'];chomag repr mi contact prealabl complementair allait remuner inferieur indemnit chomag cdd mi achev rdv coaching affil contrat ensembl element connus indemnit cdd courri redev hauteur 6000 euros soi appel mediateur dossi effac det soum instanc deboute justif decide tribunal competent mort pai compl impot 2000 euros soumis tax habit 913 euros attest rembours reclam docu pai deduit impot repr rembours courri huissi recent outr repons tentat interlocuteur scandalise impens traite scandal extrem anxiogen incompetent servic st michel toulous;2
je suis inscrite a pole emploi depuis le 18 juillet  je m efforce de fournir les documents qu on me demande mais je ne peux pas fournir les documents que je n ai pas   exemple   un releve d indemnites maladie pour 2019 alors que je n ai jamais ete en arret maladie en 2019  je fournis un courrier explicatif pourquoi je n ai pas ces documents et on me le rejette  on me dit que je ne comprends pas ce qu on me demande   je suis epuisee de ces echanges inutiles et de ce dialogue de sourd  j aurais aime rencontrer quelqu un physiquement pour repondre de ma situation mais on me propose uniquement un rdv telephonique de 15 minutes  j ai travaille pendant 22 ans dans l administration  caf   je n imaginais pas que l on etait aussi difficile d acces  le positif de cette situation est que je comprend le mecontentement des usagers des administrations francaises et je trouve ca dommage car des 2 cotes  usager et administration  tout le monde pense faire de son mieux mais cela ne fonctionne pas pour autant  je penses qu il faut vraiment repenser la facon d echanger afin de sauver notre systeme de service public envie par beaucoup de pays ;1;['inscrit', '18', 'juillet', 'efforc', 'docu', 'docu', 'indemnit', 'malad', '2019', 'malad', '2019', 'courri', 'docu', 'epuise', 'dialogu', 'sourd', 'rdv', '22', 'administr', 'caf', 'imagin', 'mecontent', 'usager', 'administr', 'francais', 'cot', 'usag', 'administr', 'repens', 'sauv', 'system', 'servic', 'pay'];inscrit 18 juillet efforc docu docu indemnit malad 2019 malad 2019 courri docu epuise dialogu sourd rdv 22 administr caf imagin mecontent usager administr francais cot usag administr repens sauv system servic pay;2
j ai recu  suite a une demande de renseignements sur une offre d emploi pacte  un refus  pour lequel j ai insiste  mon dossier a ete accepte  et parallelement une synthese d entretien  lequel n a jamais eu lieu  qui me notifiait le refus de ma candidature  ce genre de chose m etait deja arrive plusieurs fois en 2022  plus un refus d ass a laquelle j avais droit qui ne m avait pas ete notifiee  pour laquelle j ai pu avoir une issue favorable 3 mois plus tard  on dirait que les conseillers se debarrassent de leurs dossiers sans aucun traitement ;1;['offre', 'pact', 'lequel', 'insist', 'dossi', 'parallel', 'synthes', 'lequel', 'notifi', 'ass', 'notifie', 'issu', 'favor', 'dir', 'debarr', 'dossi'];offre pact lequel insist dossi parallel synthes lequel notifi ass notifie issu favor dir debarr dossi;2
je tiens a remercier ma conseillere pole emploi qui fait un suivi tres professionnel et accorde toute l attention necessaire au bon suivi des demandeurs d emploi  c est une personne tres professionnelle et je tiens a ce que le directeur de pole emploi de rennes sache qu il a une conseillere formidable ;1;['remerci', 'accord', 'person', 'directeur', 'ren', 'sach', 'formid'];remerci accord person directeur ren sach formid;2
un traitement discriminatoire  hautain  presomptueux  inapproprie de la part d un agent pole emploi qui etait cense m accompagner pour un retour a l emploi  je tiens a votre disposition copie de nos echanges que je ne peux mettre en copie ici  trop de caracteres   au final  j ai demande ma radiation et je me passerai des services de pole emploi ;1;['discriminatoir', 'hautain', 'presomptu', 'inappropr', 'agent', 'caracter', 'servic'];discriminatoir hautain presomptu inappropr agent caracter servic;-1
je suis ravie de mon entretien de ce matin  ma conseillere m a aide a croire en mes projets professionnels en m indiquant clairement les demarches a suivre afin d atteindre mes objectifs   parfait;1;['rav', 'demarch', 'atteindr', 'object', 'parf'];rav demarch atteindr object parf;-1
on essaie d envoyer attestation employeur mais son poids n est pas admis par le site et les bulletins de salaire sont dit illisibles ainsi que les intitules des documents    bref comment ralentir encore la machine et freiner le bon deroulement des dossiers    demandez au concepteur du site de pole emploi ;1;['attest', 'employeur', 'poid', 'admis', 'bulletin', 'salair', 'illisibl', 'intitul', 'docu', 'ralent', 'machin', 'frein', 'deroul', 'dossi', 'concepteur'];attest employeur poid admis bulletin salair illisibl intitul docu ralent machin frein deroul dossi concepteur;4
bonjour  je tiens a souligner ma satisfaction quant a remplir mes actualisations mensuelles  en effet  c est simple et efficace  sans compter que les renseignements importants  comme les dates d actualisation   sommes et jours prevus sont indiques  des solutions sont apportees pour etre plus efficaces dans le monde du demandeur d emploi et je trouve cela bien  nota  serait il possible d etre averti  mail ou sms  lorsqu il faut s actualiser car je ne vais pas tout le temps sur mon ordinateur  et lorsqu il fonctionne      merci d avance ;1;['soulign', 'satisfact', 'compt', 'prevus', 'solut', 'apporte', 'efficac', 'avert', 'sm', 'lorsqu', 'lorsqu'];soulign satisfact compt prevus solut apporte efficac avert sm lorsqu lorsqu;-1
bonjour  un site internet tres bien organise qui a su evoluer et un accueil agreable en agence  malheureusement  des dysfonctionnements informatiques repetes et signales  qui ne sont pas corriges assez rapidement  des echanges a distance chaotiques qui font trainer les dossiers administratifs d indemnisation et entrainent des problemes de communication et des delais de traitement  induisant des coupes financieres sur les prises en charge  quel dommage  tout cela pourrait etre evite par un simple rdv  ;1;['internet', 'evolu', 'agenc', 'repet', 'corrig', 'distanc', 'chaotiqu', 'train', 'dossi', 'administr', 'indemnis', 'entrainent', 'induis', 'coup', 'pris', 'rdv'];internet evolu agenc repet corrig distanc chaotiqu train dossi administr indemnis entrainent induis coup pris rdv;0
hier  j ai recu ce courrier dans mon espace pe    objet   documents a transmettre apres etude de votre dossier d allocations  madame   apres etude de votre dossier  des informations complementaires sont necessaires pour mettre a jour votre  situation   nous vous remercions de nous transmettre au plus tot les 2 documents suivants indispensables au  traitement de votre dossier    1    l attestation destinee a pole emploi delivree par votre employeur employeur  particulier pour la periode du 28 08 18 au 31 10 21  2    votre contrat de travail pour votre activite ayant debute le  06 12 21  cette liste de documents a ete mise a jour a partir des informations en notre possession a la date du 25  aout 2022   1    vous pouvez nous transmettre vos documents par differents moyens    soit depuis votre espace personnel pole emploi  service   mes echanges avec pole emploi    rubrique    transmettre et suivre un document     2     soit depuis l  application mobile pole emploi   mon espace    service   documents     soit en agence   a partir des ordinateurs mis a votre disposition en libre acces   soit par courrier postal  3    en envoyant une copie de vos 2 documents a   pole emploi ploermel    vous trouverez les consignes a suivre pour l envoi de vos documents par internet ou mobile en  annexe   votre demande d allocations sera etudiee a reception de ces documents  en cas de difficultes  n hesitez pas a contacter votre conseiller par courriel   nous vous prions d agreer  madame  nos salutations distinguees   le directeur de l agence  lol  je pense serieusement que ce pe se moque de moi  et je reste polie   explications   pour le 1  ils ont tous les documents de mes particuliers employeurs sur cette periode  x3 minimum   et pour le 2  dernier envoi le 17mai 2022  x3 aussi    precision  la conseillere n est pas tres douee pour l informatique comme vu en rdv ;1;['hi', 'courri', 'objet', 'docu', 'etud', 'dossi', 'alloc', 'etud', 'dossi', 'complementair', 'tot', 'docu', 'indispens', 'dossi', 'attest', 'destine', 'delivre', 'employeur', 'employeur', '08', '18', '31', '21', 'contrat', 'debut', '06', '21', 'docu', 'possess', 'docu', 'personnel', 'servic', 'docu', 'mobil', 'servic', 'docu', 'agenc', 'libr', 'courri', 'postal', 'docu', 'ploermel', 'consign', 'docu', 'internet', 'mobil', 'annex', 'alloc', 'etudie', 'docu', 'hesit', 'contact', 'courriel', 'prion', 'agre', 'salut', 'distingue', 'directeur', 'agenc', 'lol', 'moqu', 'docu', 'employeur', 'x3', '17mai', 'x3', 'doue', 'rdv'];hi courri objet docu etud dossi alloc etud dossi complementair tot docu indispens dossi attest destine delivre employeur employeur 08 18 31 21 contrat debut 06 21 docu possess docu personnel servic docu mobil servic docu agenc libr courri postal docu ploermel consign docu internet mobil annex alloc etudie docu hesit contact courriel prion agre salut distingue directeur agenc lol moqu docu employeur x3 17mai x3 doue rdv;-1
bonjour   depuis septembre j ai recu pleins d e  mails m informant que j avais droit au chomage    mais jamais aucune nouvelle ou reponse de mes conseillers   j ai pose beaucoup de questions et rien de tout ;1;['plein', 'e', 'chomag', 'repons'];plein e chomag repons;3
meme si l interface du site pole emploi n est pas tres intuitive   a mon avis   je dois reconnaitre que pole emploi de saint gilles croix de vie est tres efficace   je viens de recruter deux employes grace a l accueil   a la gentillesse et a la competence du personnel  merci a eux ;1;['interfac', 'intuit', 'reconnaitr', 'saint', 'gill', 'croix', 'gentilless', 'competent', 'personnel'];interfac intuit reconnaitr saint gill croix gentilless competent personnel;3
je suis autoentrepreneur mais je n ai pas travaille dans ce cadre  or lors de l actualisation  il est demande de cocher soit la case que   l on n a pas travaille    soit la case intitulee     que l on a travaille ou que l on est autoentrepreneur   si je choisis la deuxieme solution je dois indiquer le nombre d heures travaillees  n ayant pas travaille mais etant autoentrepreneur je mets donc   0   ce qui m est alors refuse par le systeme  pour valider mon actualisation  je suis alors oblige d indiquer que je n ai pas travaille ce qui est vrai aussi  aucun des choix n est correct  merci de modifier votre application;1;['autoentrepreneur', 'intitule', 'autoentrepreneur', 'autoentrepreneur', 'system', 'correct'];autoentrepreneur intitule autoentrepreneur autoentrepreneur system correct;-1
7 mois apres la creation de mon dossier  je n ai toujours pas le montant correct de mon indemnite journaliere de chomage  des informations supplementaires ont ete fournies par mon ancien employeur afin d expliquer les primes   13ieme mois   prime d anciennete   qui ont ete versees  aucune prise en compte a ce jour de toutes ces donnees malgre les courriers envoyes ainsi que les bulletins de salaire dans lesquels je mentionnais les primes   ni d explication de la part de l administration  je reste sans voix sur la prise en compte du dossier et du suivi realise  j ai du porter une reclamation  en esperant que cela porte ses fruits  je trouve tres dommageable d en arriver la   j ai fourni dans ma reclamation l incoherence des chiffres   etant donne que mon salaire annuel tournait autour de 126000  annuel brut fiscal et qu avec le montant de l are et le calcul inverse pour retrouver le salaire brut   on arrive uniquement autour de 11000    je suis prete a aider ainsi qu a comprendre   mais faut il quand meme que je sois ecoutee et que mes interrogations soient prises en compte ;1;['dossi', 'correct', 'indemnit', 'journalier', 'chomag', 'supplementair', 'employeur', '13iem', 'anciennet', 'verse', 'compt', 'courri', 'bulletin', 'salair', 'lesquel', 'administr', 'voix', 'compt', 'dossi', 'reclam', 'fruit', 'dommage', 'reclam', 'incoherent', 'salair', 'annuel', 'autour', '126000', 'annuel', 'fiscal', 'invers', 'salair', 'autour', '11000', 'pret', 'ecoute', 'interrog', 'pris', 'compt'];dossi correct indemnit journalier chomag supplementair employeur 13iem anciennet verse compt courri bulletin salair lesquel administr voix compt dossi reclam fruit dommage reclam incoherent salair annuel autour 126000 annuel fiscal invers salair autour 11000 pret ecoute interrog pris compt;4
organisme pole emploi   aucune reponse de l employeur car il cree des viviers de c v grace a la cooperation de pole emplo  et pole emploi ne verifie pas du tout les offres et reponses des employeurs  resultat   ca devient chronophage de se presenter a des entretiens sans aucune reponse   qui aboutissent sur des depots de c v en vue de creer des viviers de candidats pour les absences maladie etc   et ils notifient pole emploi d offres cloturees   et nous pas de reponses   a croire que pole emploi travaille beaucoup plus pour  les employeurs que pour les chomeurs ;1;['repons', 'employeur', 'vivi', 'v', 'cooper', 'emplo', 'verif', 'offre', 'repons', 'employeur', 'chronophag', 'repons', 'about', 'depot', 'v', 'vivi', 'absenc', 'malad', 'notifient', 'offre', 'cloture', 'repons', 'employeur'];repons employeur vivi v cooper emplo verif offre repons employeur chronophag repons about depot v vivi absenc malad notifient offre cloture repons employeur;-1
suite a ma rupture de contrat j ai ete inscrit a pole emploi et ai demande l acre    j ai eu contact avec ma conseillere  mme c  s  et elle a su repondre a mes attentes  rapidement et tres qualitativement    je tiens a remercier cette personne et a souligner son professionnalisme et son engagement ;1;['contrat', 'inscrit', 'acre', 'contact', 'mme', 'qualit', 'remerci', 'person', 'soulign', 'professionnal', 'engag'];contrat inscrit acre contact mme qualit remerci person soulign professionnal engag;-1
bonsoir   personne autonome  qui depuis ma rupture conventionnelle il y a 10 ans  s est debrouillee toute seule  et pourtant que d anecdotes depuis ce jour ou j ai pousse la porte de pole emploi  un burn out non reconnu par une degradation professionnelle d un collegue      avec diverses conseilleres sur cette periode dont certaines je n ai eu que le nom  sauf si je me reiterai ma demande pour un rdv physique ou telephoniquement car besoin d ateliers  creation cv  entretien pour embauche  mise en situation    etc       par courriel  afin de  rebondir  reprendre le chemin dans la recherche d un emploi apres 30 ans d activite  je n etais plus dans le coup     j ai eu dans mes conseilleres  des personnes bienveillantes et de bons conseils  mais le systeme est fait qu elles ont tellement de personnes a suivre que c est difficile pour elles d etre beaucoup a l ecoute    j en concois  mais lorsque l on doit se reconstruire  et recherche un nouvel emploi  ce n est pas toujours facile de  se vendre  quand qui plus est apres la cinquantaine     j en ai fait des ateliers  car un jour je souhaitais au plus vite reprendre l activite professionnelle  j ai  rame   j ai trouve  j ai en dividende divise par 2 5 le salaire que j avais quitte  comme le dit un proverbe   quand on veut  on peut    les annees passent vites  les dernieres annees a faire  et il y aura ne autre vie plus tranquille  je l espere et le souhaite   cordialement ;1;['bonsoir', 'person', 'autonom', 'conventionnel', 'debrouille', 'anecdot', 'pouss', 'burn', 'out', 'reconnu', 'degrad', 'collegu', 'divers', 'reit', 'rdv', 'courriel', 'rebond', 'chemin', 'person', 'system', 'person', 'concois', 'reconstruir', 'vendr', 'cinquantain', 'ram', 'dividend', 'divis', 'salair', 'quitt', 'proverb', 'passent', 'dernier', 'tranquill'];bonsoir person autonom conventionnel debrouille anecdot pouss burn out reconnu degrad collegu divers reit rdv courriel rebond chemin person system person concois reconstruir vendr cinquantain ram dividend divis salair quitt proverb passent dernier tranquill;4
ou trouver une adresse pour envoyer le formulaire de pole emploi pour savoir si mon are est encore disponible  pole emploi ne peut me le dire au 3989 ;1;['formulair', '3989'];formulair 3989;-1
le pole emploi invite les demandeurs d emploi a s inscrire a un evenement en envoyant un courriel a l adresse e mail ape 9771 pole emploi fr  cette adresse courriel est erronee et ne recoit pas mes courriels ;1;['invit', 'even', 'courriel', 'e', 'ape', '9771', 'courriel', 'errone', 'recoit', 'courriel'];invit even courriel e ape 9771 courriel errone recoit courriel;0
