Description;demarche en ligne;compte ou espace personnel;Description_2;Description_3;clusters
bonjour    cela fait 4 jours que j essaie de joindre le pole emploi spectacle marseille par telephone en vain  soit on me dit que tous les conseillers sont en ligne et que je dois raccrocher  on m a egalement propose une fois de me rappeler dans les deux heures  ce n est jamais arrive  soit par chance  on me met en attente sur le standard  cette fois ci  3 minutes d attente sont estimees avant de parler a un conseiller   cela fait deux heures et dix minutes que je poireaute avec la musique de pole emploi en boucle  j en profite du coup pour vous rediger ce message   cela n est pas la premiere fois que ca arrive  l annee derniere a la meme periode et jusqu a mars  l heure et demie d attente etait normale pour arriver a joindre une personne qui n etait finalement pas habilitee a repondre aux questions particulieres d un intermittent du spectacle ou de regulariser un dossier  car depuis que le pole emploi spectacle marseille a ete centralise a paris  c est la guerre pour avoir non seulement quelqu un au bout du fil  mais quelqu un de forme pour repondre aux questions des intermittents  les referents personnels spectacle ayant ete supprimes  on ne peut plus les joindre par mail     pourquoi avoir centralise a paris le pole emploi spectacle d une ville aussi grande que marseille   les conseillers marseillais etaient disponibles et competents  vous avez fait de ce service un pole inaccessible a tous les niveaux   intellectuels  pratiques et geographiques  il est evident que je ne vais pas me deplacer de marseille a paris pour obtenir un rendez vous avec un conseiller spectacle en presentiel    rendez nous nos conseillers spectacle  s il vous plait ;1;0;['marseil', 'vain', 'raccroch', 'standard', 'estime', 'dix', 'poireaut', 'musiqu', 'boucl', 'profit', 'redig', 'dem', 'person', 'habilite', 'intermittent', 'dossi', 'marseil', 'centralis', 'paris', 'guerr', 'fil', 'intermittent', 'personnel', 'centralis', 'paris', 'marseil', 'marseil', 'disponibl', 'competent', 'servic', 'inaccessibl', 'niveau', 'intellectuel', 'pratiqu', 'geograph', 'marseil', 'paris', 'presentiel', 'plait'];marseil vain raccroch standard estime dix poireaut musiqu boucl profit redig dem person habilite intermittent dossi marseil centralis paris guerr fil intermittent personnel centralis paris marseil marseil disponibl competent servic inaccessibl niveau intellectuel pratiqu geograph marseil paris presentiel plait;-1
l ancienne version de l actualisation chomage pouvait etre sujette a des heures  depuis la nouvelle mise en page  c est le top  les questions sont claires  faciles a completer  bref une belle avancee dans la simplicite ;1;0;['chomag', 'top', 'clair', 'facil', 'avance', 'simplicit'];chomag top clair facil avance simplicit;4
alors  comment dire que ce nouveau machin d actualisation est anti ergonomique au possible   deja il faut faire plusieurs clics supplementaires pour arriver a la declaration en elle meme  dans un monde ou l acces a l informatique pose des problemes a certaines personnes  ce n est pas normal  ensuite     pourquoi ne pas prevenir des la page d accueil que le site de declaration a change     pourquoi les phrases questions sont en doublon    meme si je comprend le   qui doit donner des informations   pour les personnes qui ont du mal a lire  ca fait plus de choses a lire et a comprendre pour  au final  avoir 2 fois la meme information  vous voulez les decourager d aller jusqu au bout   ou les enerver     pourquoi on ne peut plus telecharger directement son attestation d actualisation   il faut faire plusieurs autres manipulations pour la recuperer  c est anti ergonomique au possible  proposez au moins le choix de telecharger aussitot plutot que d etre oblige d aller dans ses mails ou son espace personnel    et le justificatif en 3 pages sert a quoi serieusement   pour les gens qui impriment  cela fait 3 feuilles au lieu d une seule  c est ecrit ultra gros pour rien  et la 3eme page ne contient que des mentions legales   dans un contexte ou on demande a tous de faire des efforts pour la planete  vous prenez exactement le chemin inverse  le precedent modele fonctionnait tres bien  vous auriez meme pu ajouter les mentions legales en bas de page et ca n aurait toujours fait qu une seule feuille  et meme pour ceux qui n impriment pas  cela fait quelques ko supplementaires de stockage utilises  ne ricanez pas  tout le monde n a pas plusieurs to de stockage a disposition et le stockage google a ses limites  ;1;0;['machin', 'anti', 'ergonom', 'clic', 'supplementair', 'declar', 'person', 'preven', 'declar', 'phras', 'doublon', 'person', 'decourag', 'enerv', 'attest', 'manipul', 'recuper', 'anti', 'ergonom', 'aussitot', 'personnel', 'justif', 'impriment', 'ultra', '3em', 'contient', 'legal', 'context', 'effort', 'planet', 'pren', 'exact', 'chemin', 'invers', 'model', 'ajout', 'legal', 'impriment', 'ko', 'supplementair', 'stockag', 'rican', 'stockag', 'stockag', 'googl'];machin anti ergonom clic supplementair declar person preven declar phras doublon person decourag enerv attest manipul recuper anti ergonom aussitot personnel justif impriment ultra 3em contient legal context effort planet pren exact chemin invers model ajout legal impriment ko supplementair stockag rican stockag stockag googl;1
au lieu des 2min que je passais jusque la pour m actualiser  il m en a fallu plus de 10 dont 8 pour etre sure que je ne me trompais pas  bravo la simplification ;1;0;['2min', 'fallu', 'sur', 'tromp'];2min fallu sur tromp;4
bonjour   la nouvelle page internet d actualisation des droits est tres clair   realisee sur un ordinateur  je ne sais pas ce que cela donne sur une telephone mobile   les mots utilises sont justes  il faut prendre le temps de bien lire  voir d etre au calme  si besoin  pour realiser l actualisation  bonne journee ;0;1;['internet', 'realise', 'mobil', 'just', 'calm'];internet realise mobil just calm;0
je suis en recherche d emploi depuis le 1 11 2022  et je viens de m actualiser  pour etre eligible aux allocations chomage  la 1ere demarche d actualisation sur le site internet de pole emploi a ete   pour moi  rapide simple et accessible  les questions sont posees pour verifier si vous etes toujours reglementairement eligible a une indemnisation  il y a toutes les references reglementaires  pas certain que la  cela soit accessible a tous  les conseiller sont alors a solliciter   merci a pole emploi;1;0;['11', 'eligibl', 'alloc', 'chomag', '1er', 'demarch', 'internet', 'accessibl', 'pose', 'reglementair', 'eligibl', 'indemnis', 'reglementair', 'accessibl'];11 eligibl alloc chomag 1er demarch internet accessibl pose reglementair eligibl indemnis reglementair accessibl;-1
depuis que le pole emploi a mis en place le nouveau systeme d actualisation  il est impossible de declarer 0 heure travaillee  de plus  tout est incomprehensible  on ne redemande le nombre d heures effectuees sur les mois precedents alors que les declarations d heures avaient deja ete effectuees   ;1;1;['system', 'declar', 'incomprehensibl', 'redemand', 'declar'];system declar incomprehensibl redemand declar;1
service d actualisation devenu tres complique pour le travail en cesu avec de multiples employeurs  ce serai bien plus simple que pe obtienne des employeurs  fiches de paye ou attestation en passant directement par l urssaf  pe sait pourtant le faire ;1;0;['servic', 'employeur', 'obtien', 'employeur', 'pay', 'attest', 'urssaf'];servic employeur obtien employeur pay attest urssaf;2
demandeur d emploi  j ai repris une activite a temps partiel  a ce titre  je percois une avance sur indemnisation et le solde des que j ai transmis mon bulletin de salaire  pour octobre  c est fait depuis 8 jours mais toujours rien  pourquoi   parce que mon conseiller en charge de mon indemnisation est absent  on attend son retour demain  3 relances pour avoir l information  quand au passage de temoin et a l engagement de reponse dans les 48 heures  c est sans commentaire;1;0;['repr', 'percois', 'indemnis', 'sold', 'bulletin', 'salair', 'indemnis', 'absent', 'attend', 'demain', 'passag', 'temoin', 'engag', 'repons', '48', 'commentair'];repr percois indemnis sold bulletin salair indemnis absent attend demain passag temoin engag repons 48 commentair;2
j ai recu un tres bon accueil a l agence pole emploi d aubagne    je suis venue sans rendez vous en fin de matinee  un lundi  et il n y a eu aucune attente au guichet  l agent etait particulierement competente et sympathique  le site internet s est revele globalement pratique et rapide  aujourd hui  j ai donc pu obtenir un rendez vous en agence sous une quinzaine de jour  comme je le souhaitais  je suis donc extremement positive et motivee quant a la suite qui devrait etre donnee a ma demande de recherche d emploi et d allocation ;0;1;['agenc', 'aubagn', 'venu', 'matine', 'lund', 'guichet', 'agent', 'competent', 'sympath', 'internet', 'revel', 'global', 'agenc', 'quinzain', 'extrem', 'motive', 'donne', 'alloc'];agenc aubagn venu matine lund guichet agent competent sympath internet revel global agenc quinzain extrem motive donne alloc;-1
nouvelle ergonomie de l actualisation agreable a utiliser  references legales tres interessantes   pre remplissage de situation connue facilitant la demarche d actualisation  declaration  rassurante  parce que les  questions sont tres claires  j apprecie  merci ;1;0;['ergonom', 'legal', 'remplissag', 'demarch', 'declar', 'rassur', 'clair', 'apprec'];ergonom legal remplissag demarch declar rassur clair apprec;-1
le formulaire d actualisation sur le site pole emploi ne fonctionne pas a la 2e etape  situations particulieres    impossible de cliquer sur le bouton  valider et poursuivre  seul le bouton  finir plus tard  fonctionne   impossible donc de m actualiser en ligne a ce jour   grrrr   ;0;1;['formulair', '2e', 'etap', 'bouton', 'poursuivr', 'bouton', 'grrrr'];formulair 2e etap bouton poursuivr bouton grrrr;-1
bonjour  je trouve que votre appli et site pole emploi sont trop confus car les infos sont un peu trop et partout de facon assez desordonnees  ce serait mieux si vous aviez plus de couleurs pour chaque type d info  les definitions des mots soulignes en pointilles  quand on appuit sur ces pointilles une bulle apparait avec la ou les definitions du mot ou du terme pour pole emploi  merci ;1;1;['appli', 'confus', 'infos', 'partout', 'desordonne', 'couleur', 'info', 'definit', 'soulign', 'pointill', 'appuit', 'pointill', 'bull', 'appar', 'definit'];appli confus infos partout desordonne couleur info definit soulign pointill appuit pointill bull appar definit;-1
j ai decide d actualiser mon inscription au pole emploi  je travaille pour trois employeurs normalement  education nationale et deux societes privees pour des cours particuliers   arrive sur le site  je vois six  six    employeurs connus de pole emploi  pas connus par moi meme   mais sans aucune identification a part les numeros internes utilises par pole emploi  et sans aucune autre information ni concernant le nom de la societe  ni nombre d heures travailles  ni salaires  rien   et c est a moi de completer toutes ces fantaisies  ;1;1;['employeur', 'educ', 'national', 'societ', 'prive', 'vois', 'six', 'six', 'employeur', 'connus', 'connus', 'identif', 'numeros', 'intern', 'salair', 'fantais'];employeur educ national societ prive vois six six employeur connus connus identif numeros intern salair fantais;2
je pense qu au lieu de refondre le site tous les trois mois  les moyens devraient etre mis sur le traitement des dossiers en attente de reponse  12 jours sans reponse pour ma part ;0;1;['refondr', 'dossi', 'repons', 'repons'];refondr dossi repons repons;-1
je trouve aberrant que les conseillers pole emploi me disent   si vous avez travaille 0h  saisissez 1h car le site n accepte pas 0h   cela veut dire que pole emploi me force de mentir sur le nombre d heures travaille   mon nom apparait transforme dans la nouvelle fiche de confirmation de declaration  pole emploi m a invente un nom qui ne figure nul part dans mes documents  j aurai donc des difficultes si je presente ce justificatif quelque part car personne ne dira que c est mon justificatif   je trouve cela aberrant ;1;0;['aberr', 'disent', '0h', '1h', '0h', 'ment', 'appar', 'transform', 'declar', 'invent', 'figur', 'docu', 'justif', 'person', 'dir', 'justif', 'aberr'];aberr disent 0h 1h 0h ment appar transform declar invent figur docu justif person dir justif aberr;-1
obligation de declarer un minimum d activite superieur a 1h en tant qu auto entrepreneur inscrit a pole emploi  alors que cela en correspond pas necessairement a la realite  on peut ne pas avoir du tout travaille dans le mois ;0;1;['declar', 'superieur', '1h', 'auto', 'entrepreneur', 'inscrit'];declar superieur 1h auto entrepreneur inscrit;-1
bonjour   je suis ici pour partager mon experience avec le pole emploi de thoiry 01170  pour la premiere fois de ma vie  suite a une perte d emploi  je suis alle m inscrire au pole emploi pour esperer m inscrire au chomage  je dis bien  esperer  car a ce jour je n ai toujours pas pu m inscrire ni obtenir d allocations  ni etre aider dans ma recherche d emploi  j ai commence a effectuer mes demarches courant aout et aujourd hui le 2 decembre je n ai toujours pas finaliser mon inscription  je suis coince entre l incompetence hors du commun des conseillers de cette agence et le systeme informatique catastrophique du pole emploi  depuis aout  je me rends une fois par semaine dans cette agence avec l ensemble des documents requis pour mon inscription  chaque fois  je suis accueilli par des conseillers mal eduques  hautains et desagreables  chaque fois  on me fait comprendre que je suis un incapable et que mon dossier est ok  puis  chaque fois  au bout de quelques jours je recois une notification m informant que mon dossier d inscription est incomplet et bien sur sans la moindre explication   sans allocation et sans emploi  je me retrouve en difficulte financiere et a demander de l argent a mes proches  j ai rencontre beaucoup de personnes qui rencontrent les memes difficultes avec cette agence ;0;1;['partag', 'thoiry', '01170', 'chomag', 'alloc', 'demarch', 'coinc', 'incompetent', 'hor', 'agenc', 'system', 'agenc', 'ensembl', 'docu', 'requ', 'eduqu', 'hautain', 'dossi', 'ok', 'dossi', 'incomplet', 'alloc', 'argent', 'person', 'rencontrent', 'agenc'];partag thoiry 01170 chomag alloc demarch coinc incompetent hor agenc system agenc ensembl docu requ eduqu hautain dossi ok dossi incomplet alloc argent person rencontrent agenc;3
impossibilite de supprimer des activites cesu lors de l actulisation pole emploi  je suis depanneur informatique a domicile  si je fais bien mon travail  je n ai pas vocation a revoir les clients employeurs ;1;0;['impossibilit', 'actulis', 'depanneur', 'vocat', 'revoir', 'employeur'];impossibilit actulis depanneur vocat revoir employeur;2
je suis intermittente du spectacle depuis 30 ans a paris  j ai demande le transfert de mon dossier a nice en novembre 22  suite a mon demenagement  j ai declare pour novembre 4 cachets  j aurais du recevoir 24 jours d are soit 1411 20  or  non seulement la personne qui a saisi ma declaration s est trompee et m a octroye 15 jours d indemnisation aulique de 24  mais en plus pole emploi me demande de rembourser ces 15 jours indemnises au motif absurde    vous avez declare une activite salariee donc vous devez rembourser les are    evidemment  que j ai une activite salariee puisque je suis intermittente ;0;1;['intermittent', 'paris', 'transfert', 'dossi', 'nic', '22', 'demenag', 'declar', 'cachet', '24', '1411', 'person', 'declar', 'trompe', 'octroy', 'indemnis', 'auliqu', '24', 'rembours', 'indemnis', 'absurd', 'declar', 'salarie', 'rembours', 'salarie', 'intermittent'];intermittent paris transfert dossi nic 22 demenag declar cachet 24 1411 person declar trompe octroy indemnis auliqu 24 rembours indemnis absurd declar salarie rembours salarie intermittent;2
je viens de recevoir une lettre de menace de desinscription pour abandon d une formation qui ne m a jamais ete presentee  a laquelle je n ai  jamais ete inscrit  par une conseillere que je n ai jamais vue  dans une agence qui ne m a  jamais contacte depuis des annees   tout ceci est evidemment etaye de documents tous plus farfelus les uns que les autres dont j ai bien evidemment en tant qu ancien salarie de pole emploi garde la trace  je pense que cela se passe de commentaires lamentable ;0;1;['desinscript', 'abandon', 'format', 'presente', 'inscrit', 'agenc', 'contact', 'cec', 'etay', 'docu', 'farfelus', 'un', 'gard', 'trac', 'commentair'];desinscript abandon format presente inscrit agenc contact cec etay docu farfelus un gard trac commentair;1
j ai ete desinscrite de pole emploi sans notification le 26 septembre 2022 et admissible a l are le 27 septembre 2022 et plus de paiement depuis le 5 octobre 2022;1;0;['desinscrit', '26', 'admissibl', '27', 'pai'];desinscrit 26 admissibl 27 pai;4
pole emploi m impose un employeur alors que je ne connais absolument pas cette personne   c est bloquant  je ne peux pas continuer mon actualisation avec mes multiples employeurs reels  j enregistre 7 a 12 employeurs par mois  j ai tout complete mais je suis obligee d eteindre mon ordi puisque je ne peux pas faire l actualisation   impossible de joindre mon agence locale par telephone depuis 8h45 ce matin    ;1;0;['impos', 'employeur', 'person', 'bloqu', 'employeur', 'employeur', 'oblige', 'eteindr', 'ordi', 'agenc', '8h45'];impos employeur person bloqu employeur employeur oblige eteindr ordi agenc 8h45;2
interface plus longue a remplir  moins synthetique  fastidieux    la confirmation d actualisation ne recapitule plus les dates declarees  c est fort regrettable  svp reintegrez ces informations dans la confirmation d actualisation  merci;1;0;['interfac', 'synthet', 'fastidi', 'recapitul', 'svp', 'reintegr'];interfac synthet fastidi recapitul svp reintegr;-1
bonjour  moi je vais dire que je suis contente de la nouvelle actualisation de pole emploi  au moins la plus d erreur  ce que je trouve dommage c est que ca n a pas etait fait avant car quand ont a 3 employeurs  et qu on a que 2 fiches de paie  ont validait les 2 qu on a le 28 et vers le 1 on validait la derniere fiche de paie   mais voila  pole emploi versait une somme d argent provisoire et ne validait pas la derniere fiche de paie qu on avait valide sur le site  meme en les avisant il disait  il n y a pas erreur ces votre provisoire ces bien ce que vous devez avoir   et au moment d un licenciement la il vous dite il manque 6 fiches de paie vous nous devez 1933 euros de trop percu  la paritaire a pas voulu en prendre compte et dit que c est de notre fautes et pourtant ont a fais les choses correctement  quand on a les elements  au moins la pas d erreur ni de leurs parts ni de la notre  c est tres bien j aurais aime ca deja l annee derniere  la  je vais mettre 4 ans a les rembourser ;0;1;['content', 'employeur', 'pai', 'pai', 'somm', 'argent', 'provisoir', 'pai', 'avis', 'provisoir', 'licenci', 'pai', '1933', 'euros', 'paritair', 'compt', 'element', 'part', 'rembours'];content employeur pai pai somm argent provisoir pai avis provisoir licenci pai 1933 euros paritair compt element part rembours;3
actualisation claire  concise et rapide  la demarche dans mon souvenir en 2018 etait beaucoup plus longue  aujourd hui les questions vont a l essentiel et de fait ce n est pas une contrainte ;1;1;['concis', 'demarch', 'souven', '2018', 'essentiel', 'contraint'];concis demarch souven 2018 essentiel contraint;-1
mon compte a ete melange a un autre demandeur  malgre mes demarches aupres de l agence et les relances  depuis plus de trois mois je n ai toujours pas touche mes indemnites  honteux ;1;1;['compt', 'melang', 'demarch', 'agenc', 'indemnit'];compt melang demarch agenc indemnit;-1
bonjour  depuis la guyane  sur pole emploi  je n ai eu aucun probleme pour me connecter depuis un ordinateur afin d actualiser ma situation mensuelle  tout s est passe tres vite  j ai meme enregistre un pdf de mon recepisse d actualisation ;1;1;['guyan', 'connect', 'pdf', 'recep'];guyan connect pdf recep;1
cette saisie est totalement inadaptee aux formations longues  une date de debut et de fin nous sont demandees  elles doivent obligatoirement etre contenues dans le mois en cours  de plus  il nous est demande une attestation de fin de formation que nous n avons pas dans le cas d une formation dont la date de fin est posterieure au dernier jour du mois en cours   tres penible    ;1;1;['inadapte', 'format', 'demande', 'contenu', 'attest', 'format', 'format', 'posterieur', 'penibl'];inadapte format demande contenu attest format format posterieur penibl;1
en situation d alternance  j actualise chaque mois ma situation sur le site www pole emploi   cette declaration etait laborieuse  j ai du plusieurs fois appeler ma conseillere  pole emploi   pour savoir ce qu il fallait repondre tant les questions etaient parfois piegeuses   exemple 1  je suis en alternance  contrat de professionnalisation  question  etes vous toujours a la recherche d un emploi   reponse  non  forcement  je ne vais pas me faire embaucher par une autre entreprise  alors que je suis en alternance  consequence  radiation de pole emploi  exemple 2  je suis en alternance  contrat de professionnalisation  question  avez vous ete en formation   reponse  oui  forcement  j y vais 2 semaines par mois  et bien non  l alternance n est pas consideree comme une  formation   bref  ce n etait pas toujours simple    maintenant  les formulaires d actualisation ont ete completement revus  ils sont meme partiellement pre remplis  c est desormais parfaitement comprehensible  bravo pour cette evolution  meme si l alternance meriterait d etre traite comme un cas specifique  pour qu il n y ait aucune confusion quant aux questions  ex  avez vous ete en formation  recherchez vous actuellement un emploi    ;1;1;['altern', 'www', 'declar', 'labori', 'piegeux', 'altern', 'contrat', 'professionnalis', 'repons', 'altern', 'altern', 'contrat', 'professionnalis', 'format', 'repons', 'altern', 'considere', 'format', 'formulair', 'revus', 'partiel', 'comprehensibl', 'evolu', 'altern', 'merit', 'specif', 'confus', 'ex', 'format'];altern www declar labori piegeux altern contrat professionnalis repons altern altern contrat professionnalis format repons altern considere format formulair revus partiel comprehensibl evolu altern merit specif confus ex format;2
alors que des centaines et des centaines de personnes sont inscrit a pole emploi tout en touchant le rsa et avec aucun suivi   alors que moi j ai un suivi au cias avec un contrat d engagement  reciproque signe  le pole emploi me harcele pour des reunions d information depuis maintenant 3 mois  j ai appele la plateforme pour leur signifier que j avais deja suivi avec une conseillere d insertion  ils ne veulent rien entendre et s obstine a me donner des rendez vous apres chaque actualisation  j en ai vraiment marre  ;1;0;['centain', 'centain', 'person', 'inscrit', 'rsa', 'contrat', 'engag', 'reciproqu', 'harcel', 'plateform', 'signifi', 'insert', 'veulent', 'entendr', 'obstin', 'marr'];centain centain person inscrit rsa contrat engag reciproqu harcel plateform signifi insert veulent entendr obstin marr;2
lors de ma tentative de reinscription en ligne  je n ai pas pu valider mon inscription  je n ai ni la meme adresse postale  ni acces a mon ancienne adresse mail qui est bloque  prevoire de rendre le service accessible svp  cordialement garcia;1;0;['tentat', 'reinscript', 'postal', 'prevoir', 'servic', 'accessibl', 'svp', 'garci'];tentat reinscript postal prevoir servic accessibl svp garci;0
bonjour  je suis a la recherche d un emploi depuis 1 ans et demi je postule sur pole emploi toutes mes candidatures sont refuses  on vous change de conseillers du jour au lendemain je trouve que c est contre productif  pas de suivi derriere  les nouveaux conseillers ne connaissent pas le dossier  c est comme sa quand  je postule a des candidatures  on n a jamais de retour on passe des entretiens  pas de retour  je ne sais pas deposer le cv et lm sur place  par mails  zero retour ile de la reunion ;1;0;['dem', 'lendemain', 'product', 'derrier', 'connaissent', 'dossi', 'lm', 'ile'];dem lendemain product derrier connaissent dossi lm ile;-1
bonjour  je regrette que vous ne donniez pas la possibilite de joindre la lettre de motivation en pdf  sa presentation compte beaucoup dans l image que l on souhaite donner de nous   j ai contourne le probleme en fusionnant les 2 pdf  cv   lm   mais tout le monde ne sait pas forcement se debrouiller avec adobe  vous devriez nous proposer la possibilite d attacher plusieurs pj  courrier de recommandation  diplomes  attestation mdph       merci pour votre ecoute ;1;0;['pdf', 'compt', 'imag', 'contourn', 'fusion', 'pdf', 'lm', 'debrouill', 'adob', 'attach', 'pj', 'courri', 'recommand', 'attest', 'mdph'];pdf compt imag contourn fusion pdf lm debrouill adob attach pj courri recommand attest mdph;1
pole emploi  quand on les appelles  indique qu ils ont une information pour tous les interimaire  que meme  ils ont essaye de mettre 1euros  1heure ca ne fonctionne pas  pour tous les interimaire  il y a un beug  fin de contrat bien mis depuis fin sept par l agence d interim mais que pour l instant ils n ont pas de maniere detourne pour resoudre ce beug informatique que ce soit pour les interimaires qui travaillent ou qui n ont pas travaille comme moi et d autres personnes  ils attendent depuis fin novembre 2022 la marche a suivre    nous demande de reessayer sur site et de rappeler les apres midi    ca serait sympa qu ils se bougent  les factures n attendent pas     meme si effectivement les beug informatiques  ca arrivent mais quand on sait et cela est remonte nationalement  une solution rapide doit etre envisage  une manipulation manuelle en interne est je pense possible par un gestionnaire  merci;1;0;['interimair', '1euros', '1heur', 'interimair', 'beug', 'contrat', 'sept', 'agenc', 'interim', 'instant', 'detourn', 'resoudr', 'beug', 'interimair', 'travaillent', 'person', 'attendent', 'bougent', 'attendent', 'effect', 'beug', 'arrivent', 'remont', 'national', 'envisag', 'manipul', 'manuel', 'intern', 'gestionnair'];interimair 1euros 1heur interimair beug contrat sept agenc interim instant detourn resoudr beug interimair travaillent person attendent bougent attendent effect beug arrivent remont national envisag manipul manuel intern gestionnair;-1
bonjour   de mon cote  je ne sais pas encore trop quoi en penser  pour l instant ca cree un peu de confusion  un temps d adaptation est necessaire  j ai remarque que cela fait 2 3 mois que pole emploi me demande systematiquement d envoyer mes aem justifiant mon actualisation sur mon espace personnel  ca prend beaucoup voire trop de temps et je ne suis pas sur que ce soit tres utile car elles seront transmises par l employeurs peu de temps apres  est ce que cela fait parti du nouveau fonctionnement de l actualisation    est ce qu a partir de maintenant il faudra automatiquement faire parvenir ses aems chaque mois   j ai vu que le site de pole emploi le suggerait mais je ne sais pas si c est une obligation en realite  en vous remerciant;1;0;['instant', 'confus', 'remarqu', 'aem', 'justifi', 'personnel', 'util', 'employeur', 'part', 'parven', 'aem', 'sugg', 'remerci'];instant confus remarqu aem justifi personnel util employeur part parven aem sugg remerci;-1
quand on est assistante maternelle on a souvent 1 parent employeur pour 2 enfants en garde  avant il suffisait de noter le nom du parent employeur suivi du prenom de ses enfants gardes  ainsi il y avait 2 lignes  1 par enfant   or la  pourquoi un numero d employeur pour identifier un parent employeur   car comment on va pouvoir ajouter un meme parent employeur pour un deuxieme enfant a garder qui est ne entre temps    de plus  avec zen pole emploi  on notait reellement le salaire brut  sans arrondi mais avec les centimes  ainsi cela evitait les risques d erreur de saisie sur les salaires bruts declares  et maintenant on oublie les virgules  donc on renouvelle a nouveau les risques d erreur de saisie c est bien dommage  ;1;0;['maternel', 'employeur', 'gard', 'employeur', 'prenom', 'gard', 'employeur', 'identifi', 'employeur', 'ajout', 'employeur', 'gard', 'zen', 'salair', 'arrond', 'centim', 'salair', 'brut', 'declar', 'virgul', 'renouvel'];maternel employeur gard employeur prenom gard employeur identifi employeur ajout employeur gard zen salair arrond centim salair brut declar virgul renouvel;2
je dois declarer heure par heure  employeur par employeur mes heures effectuees aupres des particuliers a pole emploi  cela consume beaucoup de temps  et ma remuneration est deshonorante ;0;1;['declar', 'employeur', 'employeur', 'consum', 'remuner', 'deshonor'];declar employeur employeur consum remuner deshonor;2
ce type de changement est inutile  l actualisation est devenue plus complexe;1;0;[];;4
bonjour  je suis micro entrepreneur et sur la nouvelle page d actualisation de pole emploi il est impossible de declarer  0  heure dans la case correspondante  le dispositif exige de declarer au moins  1  heure de travail effectuee alors que ce n est pas du tout mon cas  pole emploi songe a corriger cela  ou alors  allon nous accumuler des fausses heures travaillees lorsqu on a pas des contrats signes dans le mois  en attendant  isabelle  l inteligence artificelle du service public  nous repondra gentiement qu ils sont navres et que nous devrons nous debrouiller autrement   ;0;1;['micro', 'entrepreneur', 'declar', 'declar', 'effectue', 'song', 'allon', 'accumul', 'lorsqu', 'contrat', 'attend', 'isabel', 'inteligent', 'artificel', 'servic', 'genti', 'navr', 'devron', 'debrouill', 'autr'];micro entrepreneur declar declar effectue song allon accumul lorsqu contrat attend isabel inteligent artificel servic genti navr devron debrouill autr;-1
apres avoir rentre  plus d une vingtaine de date  nom employeur  salaire  pendant 30 mn     j ai valide et une deconnection  m a fait perdre toutes mes infos  c est beaucoup trop long a remplir   je ne comprend pas les modifications faites  elles compliquent l actualisation  et est source d erreur  la version precedente etaient largement plus simple  bref  une usine a gaz       une perte de temps pour les utilisateurs ;1;0;['vingtain', 'employeur', 'salair', 'mn', 'deconnect', 'infos', 'compliquent', 'sourc', 'larg', 'usin', 'gaz'];vingtain employeur salair mn deconnect infos compliquent sourc larg usin gaz;2
bonjour  dans la rubrique ci dessus  vous ecrivez   pour chaque mois  les remunerations prises en compte ne peuvent pas depasser 13712     cette information n est validee ni par pole emploi  ni par unedic  ni meme par les textes de loi qu ils fournissent  en effet  il existe bien un plafond de remuneration a prendre en compte egal a 4 x le pass  mais il n est pas specifie que celui ci doit etre considere mensuellement ou annuellement  merci d avance pour votre confirmation  tres cordialement ;1;0;['dessus', 'ecriv', 'remuner', 'pris', 'compt', 'depass', '13712', 'valide', 'unedic', 'plafond', 'remuner', 'compt', 'egal', 'x', 'specif', 'annuel'];dessus ecriv remuner pris compt depass 13712 valide unedic plafond remuner compt egal x specif annuel;-1
j ai voulu actualiser mon statut a pole emploi sur le site mais la nouvelle actualisation intermitents est carrement moins fluide qu avant  ;0;1;['intermitent', 'carr', 'fluid'];intermitent carr fluid;-1
aujourd hui  il y a 24283 offres d aide menager sur pole emploi  je cherche sur montpellier  il y a une carte interactive  elle indique 4 offres  alors que pour   livreur  j ai vu apparaitre sur la carte interactive  une offre precise et detaillee  pour aide menager    rien  il est impossible sur la page comme sur la carte  de trier les offres par pertinence geographique  je suis interesse par 4 offres sur 24283   faut il vraiment les passer toutes une par une ;1;0;['24283', 'offre', 'menag', 'montpelli', 'interact', 'offre', 'livreur', 'apparaitr', 'interact', 'offre', 'detaille', 'menag', 'tri', 'offre', 'pertinent', 'geograph', 'offre', '24283'];24283 offre menag montpelli interact offre livreur apparaitr interact offre detaille menag tri offre pertinent geograph offre 24283;-1
le systeme precedent etait beaucoup clair et simple a remplir  celui ci est beaucoup plus propice a l erreur de saisie  il serait mieux de revenir a l ancien systeme  si evoluer est synonyme de complication alors autant ne pas evoluer ;1;0;['system', 'propic', 'reven', 'system', 'evolu', 'synonym', 'evolu'];system propic reven system evolu synonym evolu;-1
il est difficile de poser une question directement sur le site  nous devons envoyer un mail  pourquoi ne pas mettre dans notre espace une possibilite de contact avec nos conseillers   le refus de document n est pas argumente  merci  cordialement ;0;1;['pos', 'devon', 'contact', 'docu', 'argument'];pos devon contact docu argument;-1
