Description;accueil;Description_2;Description_3;clusters
le pole emploi invite les demandeurs d emploi a s inscrire a un evenement en envoyant un courriel a l adresse e mail ape 9771 pole emploi fr  cette adresse courriel est erronee et ne recoit pas mes courriels ;1;['invit', 'even', 'courriel', 'e', 'ape', '9771', 'courriel', 'errone', 'recoit', 'courriel'];invit even courriel e ape 9771 courriel errone recoit courriel;-1
bonjour  j ai malheureusement dans ma vie professionnelle eu a utiliser vos services  en toute honnetete je ne trouve absolument rien a critiquer  ecoute  disponibilite et competence sans l ombre d un doute   bravo et merci pour votre serieux et votre professionnalisme ;1;['servic', 'honnetet', 'critiqu', 'disponibilit', 'competent', 'ombre', 'professionnal'];servic honnetet critiqu disponibilit competent ombre professionnal;1
dans le cadre du suivi de ma recherche d emploi  j ai participe a une reunion d information  seniors  animee par l agence de pornic  44    j ai rencontre des agents accueillants  bienveillants  qui vont au dela de l ecoute  et que l on sent prets a faire le maximum pour nous assister  nous guider et nous suivre avec consideration et respect  je tiens a leur exprimer ma reconnaissance  une des phrases  choc  etait  vous n etes pas seul   c est une realite dont je voulais temoigner;1;['senior', 'anime', 'agenc', 'pornic', '44', 'agent', 'pret', 'maximum', 'guid', 'respect', 'exprim', 'reconnaiss', 'phras', 'choc', 'temoign'];senior anime agenc pornic 44 agent pret maximum guid respect exprim reconnaiss phras choc temoign;-1
les offres d emploi a pole emploi sont plus detaillees et plus explicites  concernant les poste et les horaires  les interlocuteurs a contacter  les jours et heures sont bien definis  maintenant  on y repond dans l attente d etre appele pour un entretien  le plus stressant c est la reponse d un rendez vous pour aboutir a une offre de poste de travail ;1;['offre', 'detaille', 'explicit', 'horair', 'interlocuteur', 'contact', 'defin', 'stress', 'repons', 'about', 'offre'];offre detaille explicit horair interlocuteur contact defin stress repons about offre;-1
j etais convoque a l agence pole emploi de cosne cours loire qui se trouve a 72 km  1h20 de route  de mon domicile  alors qu il y a avallon 35 km  35 min  ou chateau chinon  50 km   je suis persuade qu une personne intelligente pourra reorganise ces problemes   ;1;['convoqu', 'agenc', 'cosn', 'loir', '72', 'km', '1h20', 'rout', 'avallon', '35', 'km', '35', 'min', 'chateau', 'chinon', '50', 'km', 'persuad', 'person', 'intelligent', 'reorganis'];convoqu agenc cosn loir 72 km 1h20 rout avallon 35 km 35 min chateau chinon 50 km persuad person intelligent reorganis;-1
indemnise a hauteur de 12  par jour soit 320  mois pendant 500 jours   quelle inutilite  ne serait il pas plus judicieux d indemniser plus  mais moins longtemps   evidemment    un demandeur d emploi a d abord besoin de protection  voire de temps pour se former    egalement scandaleux  quand il y a une erreur  soit de la part du demandeur  soit de la part de  pole emploi  c est toujours le demandeur qui trinque   on est prive pendant un mois d indemnisation  et en plus on est somme de rembourser les soi disant trop percus    quel est le projet   un retour digne a l emploi   ou une precarisation a l extreme des demandeurs pour qu ils soient pret a accepter n importe quoi  ;1;['indemnis', 'hauteur', '320', '500', 'inutilit', 'judici', 'indemnis', 'longtemp', 'abord', 'protect', 'scandal', 'trinqu', 'indemnis', 'somm', 'rembours', 'soi', 'percus', 'dign', 'precaris', 'extrem', 'pret'];indemnis hauteur 320 500 inutilit judici indemnis longtemp abord protect scandal trinqu indemnis somm rembours soi percus dign precaris extrem pret;-1
j ai une rqth et dependant de cap emploi  j ai eu un rendez vous au pole emploi sans motif ni objet du rendez vous  j apprends sur le tas que la reunion doit durer l apres midi  avec une partie collective  et une partie individuelle  j avais un autre rendez vous une heure plus tard  le pole emploi m a redirige vers un conseiller pour ecourter et passer directement a la partie individuelle  a partir de ce moment la  j ai eu le droit a une caricature de l interrogatoire  jugement   vous n avez pas travaille depuis tres longtemps  je dirai meme trop longtemps    menace     les demarches que vous avez faites sont insuffisantes  vous risquez la radiation   devalorisation     le pole emploi ne voit plus les demandeurs d emploi comme des gens mais comme des numeros  et si vous ne rentrez pas dans les cases  vous degagez    j ai explique que j avais une rqth et que pour moi il n etait pas evident d acceder a l emploi  on m a repondu que les troubles  quels qu ils puissent etre  n etaient pas pris en compte  que c etait ou tout noir ou tout blanc  on m a bien fait comprendre que c etait pour baisser la statistique de chomage au niveau national   heureusement pour moi je ne me suis pas laisse demoraliser  j ai vu le coup venir  ces methodes douteuses sont aux antipodes de mes croyances  de mes convictions  c est vraiment ridicule  ce n est pas en cachant la poussiere sous le tapis qu il y en aura moins ;1;['rqth', 'depend', 'cap', 'objet', 'apprend', 'tas', 'collect', 'individuel', 'redirig', 'ecourt', 'individuel', 'caricatur', 'interrogatoir', 'jug', 'longtemp', 'dir', 'longtemp', 'demarch', 'insuffis', 'devaloris', 'voit', 'numeros', 'cas', 'degag', 'rqth', 'troubl', 'puissent', 'compt', 'noir', 'blanc', 'baiss', 'statist', 'chomag', 'national', 'demoralis', 'douteux', 'antipod', 'croyanc', 'convict', 'ridicul', 'cach', 'poussier', 'tapis'];rqth depend cap objet apprend tas collect individuel redirig ecourt individuel caricatur interrogatoir jug longtemp dir longtemp demarch insuffis devaloris voit numeros cas degag rqth troubl puissent compt noir blanc baiss statist chomag national demoralis douteux antipod croyanc convict ridicul cach poussier tapis;3
j ai demenage  enfin je suis retourne chez mes parents et je n ai pas eu de rsa entre le gard et le jura  j ai un traitement medical et je n ai pas pu me soigner  dentiste   je n ai pas pu demenager mon studio  j ai perdu mon velo  scooter  voiture  ordinateur  photos  bijoux  vetements   tout  pole emploi et les assistantes sociales ne me donnaient pas de rdv  j ai du les intimider par courrier  aujourd hui j ai des dettes et meme le mediateur ne m aide pas ;1;['demenag', 'rsa', 'gard', 'jur', 'medical', 'soign', 'dentist', 'demenag', 'studio', 'velo', 'scoot', 'voitur', 'photos', 'bijoux', 'vet', 'rdv', 'intimid', 'courri', 'det', 'mediateur'];demenag rsa gard jur medical soign dentist demenag studio velo scoot voitur photos bijoux vet rdv intimid courri det mediateur;-1
peu de delai d attente  par contre dans un espace peu adapte a la confidentialite  bon accueil initial  et professionnalisme  dans la pedagogie egalement  proposition totale des servives a rendre  politesse et amabilite   conseillere indemnisation  reactivite aux envois de courriers  point d amelioration   bureau ferme ;1;['confidentialit', 'initial', 'professionnal', 'pedagog', 'total', 'serviv', 'politess', 'amabilit', 'indemnis', 'reactivit', 'envois', 'courri', 'bureau', 'ferm'];confidentialit initial professionnal pedagog total serviv politess amabilit indemnis reactivit envois courri bureau ferm;-1
je suis suivit depuis 2017 par cap emploi  mon principal frein est mon handicap   sauf qu ils s agit d un handicap non visible donc pour beaucoup de conseillers je ne suis pas handicape   entre aout et novembre je n ai pas eu de conseiller cap emploi  j ai du me tourner vers accelr emploi qui n est pas adapte a ma situation  le handicap n est pas pris en compte et en plus comme il n y avait pas assez de personnes sur le site  on nous a envoyer vers un autre site inadapte a mon handicap j ai ete oblige de suivre la prestation en visio et ce n etait pas du tout adapte    normalement j aurai du beneficier de la prestation includ pro insertion de l agefiph mais comme je n avait pas de conseiller en septembre je n ai pas pu avoir de place maintenant que j ai un conseiller  il n y a plus de places disponibles ;1;['2017', 'cap', 'frein', 'handicap', 'agit', 'handicap', 'visibl', 'handicap', 'cap', 'accelr', 'handicap', 'compt', 'person', 'inadapt', 'handicap', 'visio', 'includ', 'pro', 'insert', 'agefiph', 'plac', 'disponibl'];2017 cap frein handicap agit handicap visibl handicap cap accelr handicap compt person inadapt handicap visio includ pro insert agefiph plac disponibl;3
je contacte des personnes par telephone  ou je vais directement les voir suite a des annonces vues sur le site de pole emploi  et chaque fois le meme refrain    desole mais nous n avons pas publie d annonce depuis longtemps  nous ne cherchons personne  a chaque fois ca me deprime    le site sert juste a faire une actualisation mensuelle de notre situation et rien d autre  enormement d annonces fantomes  aberrant   et le nombres de spam depuis l inscription sur la bonne boite  etc   ce site devient n importe quoi ;1;['contact', 'person', 'vu', 'refrain', 'desol', 'publ', 'longtemp', 'cherchon', 'person', 'deprim', 'fantom', 'aberr', 'nombr', 'spam'];contact person vu refrain desol publ longtemp cherchon person deprim fantom aberr nombr spam;3
j ai ete licencie pour inaptitude professionnel apres 40 ans a travaille dans le batiment carreleur  je me suis inscrit a pole emploi  aucun rdv  demande de document permanent alors que mon employeur a fait le necessaire  j ai appele pour savoir si c etait possible de rencontrer ma referente   donne d office  on me dit que non un rdv telephonique uniquement pour l instant  inscrit depuis le 11 octobre et je ne sais toujours pas combien je vais etre remunere  les offres d emploi sont toujours les memes   a 58 ans j aimerais me reconvertir dans le service a domicile  pour faire des stages il faut attendre des mois     je me sent pas du tout aide pour pouvoir rebondir   j ai toujours travaille et j ai encore envi de continuer  on nous dit qu il y a du travail dans plein de secteur mais on est mal accompagne  c est deshumanisant  je ne demande qu a etre accompagne pour me reinserer  c est long;1;['licenc', 'inaptitud', '40', 'carreleur', 'inscrit', 'rdv', 'docu', 'permanent', 'employeur', 'offic', 'rdv', 'instant', 'inscrit', '11', 'combien', 'remuner', 'offre', '58', 'reconvert', 'servic', 'rebond', 'deshumanis', 'reinser'];licenc inaptitud 40 carreleur inscrit rdv docu permanent employeur offic rdv instant inscrit 11 combien remuner offre 58 reconvert servic rebond deshumanis reinser;3
je postule depuis plus d un an pour un poste d  assistant funeraire  hors   ma  conseillere me propose des postes de commercial  poseur de fenetres  vendeur de voitures  commercial en charpente metalliques    on est bien d accord  rien a voir avec le funeraire    mais rassurez vous  j ai trouve mon cdi tout seul comme un grand et j attends toujours des nouvelles de mes precedentes demandes et questions aupres de vos services  bref  vous allez droit dans le mur si vous continuez comme ca  revoyez completement votre copie  comme on me le disait a l ecole    a bon entendeur    salut;1;['funerair', 'hor', 'commercial', 'poseur', 'fenetr', 'vendeur', 'voitur', 'commercial', 'charpent', 'metall', 'accord', 'funerair', 'rassur', 'cdi', 'attend', 'servic', 'mur', 'revoi', 'ecol', 'entendeur', 'salut'];funerair hor commercial poseur fenetr vendeur voitur commercial charpent metall accord funerair rassur cdi attend servic mur revoi ecol entendeur salut;2
    c est le service a contacter  malheureusement  il s agit d un passage oblige lorsque l on est demandeur d emploi   pole emploi  c est la deshumanisation du marche du travail  lorsque vous allez en agence  l accueil est assure par une tablette et lorsque l on echange avec un  conseiller  il se comporte en robot   peu leur importe que vous soyez actif dans votre recherche d emploi ou votre reconversion  il ne faut surtout pas leur prendre trop de temps    si votre mail fait plus de 4 lignes   il n est pas lu integralement  si vous n entrez pas dans le moule   vous etes une gene   lors de mon inscription  je leur indique que je suis dans une demarche de creation d entreprise donc la semaine suivante je recois un coup de telephone d un prestataire prive  certainement paye a prix d or  pour mes demarches    de retour a un emploi salarie   je ne prendrai qu un exemple mais malheureusement  il ne s agit pas d un evenement isole mais bien d une constante dans mon experience aupres de ce service ;1;['servic', 'contact', 'agit', 'passag', 'deshumanis', 'agenc', 'assur', 'tablet', 'robot', 'actif', 'reconvers', 'lu', 'integral', 'entrez', 'moul', 'demarch', 'prestatair', 'pay', 'prix', 'demarch', 'prendr', 'agit', 'even', 'isol', 'const', 'servic'];servic contact agit passag deshumanis agenc assur tablet robot actif reconvers lu integral entrez moul demarch prestatair pay prix demarch prendr agit even isol const servic;-1
bonjour je suis maintenant en ass depuis 5 ans de chomage  je me bats pour reconquerir le marche du travail  ayant ete cassee dans ma carriere  a 52 ans passes  je me suis presentee et inscrite a une reunion d information au lycee etienne legrand afin de parfaire mes competences et valider mes remplacements par un diplome d etat  lors de la reunion au greta avec pole emploi  on a refuse ma candidature pour demarrer cette formation sans motif  je vous demande d intervenir au plus vite  je n accepte pas une fois de plus la decision de pole emploi  de plus je candidate et une fois sur deux   l offre est cloturee  ;1;['ass', 'chomag', 'reconquer', 'casse', '52', 'presente', 'inscrit', 'lyce', 'etien', 'legrand', 'parfair', 'remplac', 'gret', 'demarr', 'format', 'interven', 'decis', 'offre', 'cloture'];ass chomag reconquer casse 52 presente inscrit lyce etien legrand parfair remplac gret demarr format interven decis offre cloture;0
lors du dernier confinement et apres un bilan de competences j ai choisi de m orienter vers le metier de l evolution professionnelle  a l issu de la formation de huit mois dont j ai obtenu un titre reconnu au niveau 5 du rncp  j ai passe les epreuves de test de selection chez pole emploi  que j ai reussi  j ai passe plusieurs entretiens en viso avec les rh  mais je n ai eu le droit qu a de la mefiance  ce qui est encore plus grave c est qu etant au rsa je suis cense etre suivi regulierement par pole emploi hors ca fait plus de trois mois que pole emploi est cense me contacter et que rien n est fait dans ce sens si ca continue j envoie un courrier au president de la republique ;1;['confin', 'orient', 'evolu', 'issu', 'format', 'huit', 'obtenu', 'reconnu', 'rncp', 'epreuv', 'test', 'select', 'viso', 'rh', 'mefianc', 'grav', 'rsa', 'regulier', 'hor', 'contact', 'courri', 'president', 'republ'];confin orient evolu issu format huit obtenu reconnu rncp epreuv test select viso rh mefianc grav rsa regulier hor contact courri president republ;0
bonjour  depuis plusieurs jours  il est impossible de s inscrire a pole emploi pour la 1ere fois   probleme technique   merci de reessayer ulterieurement      apres un passage en agence  il s avere que le probleme technique est serieux et dure depuis quelques jours  comment on fait maintenant   merci ;1;['1er', 'ulterieur', 'passag', 'agenc', 'aver'];1er ulterieur passag agenc aver;1
j ai ete convoque par pole emploi dans le cadre de mon suivi de recherche d emploi  je me suis rendu a cette convocation  le conseiller m a propose une formation de trois mois a 30 km de chez moi  alors que je ne dispose d aucun moyen de transport personnel et que mon village n est pas desservi par des transports en commun  j ai indique ces informations au conseiller qui m a repondu que je serai heberge sur site pendant la formation  mais quand j ai recu la convocation a la formation aucune information d hebergement n etait precisee  j ai donc retourne le formulaire fourni en indiquant que mes difficultes materielles ne me permettaient pas d assister a la formation  j ai recu un avertissement avant sanction  j ai repondu en rappelant tous ces faits  resultats   je suis radie pendant un mois  belle manuvre juste pour faire baisser les statistiques du chomage  je suis degoute ;1;['convoqu', 'convoc', 'format', 'km', 'dispos', 'transport', 'personnel', 'villag', 'desserv', 'transport', 'heberg', 'format', 'convoc', 'format', 'heberg', 'precise', 'formulair', 'materiel', 'format', 'avert', 'sanction', 'manuvr', 'baiss', 'statist', 'chomag', 'degout'];convoqu convoc format km dispos transport personnel villag desserv transport heberg format convoc format heberg precise formulair materiel format avert sanction manuvr baiss statist chomag degout;0
les conseillers inventent des entretiens et ne servent strictement a rien si ce n est vous bloquer dans vos demarches administratives   la conseillere m a cree un bazar dans mon dossier et enfin    la direction      est passee aux menaces en tout genre  pour finir mon dossier est actuellement suivi par un conseiller  je dois 1800 euros a cause des erreurs de la conseillere et tous les mois je suis ponctionne sur mes allocations  sans meme avoir donne mon avis   conclusion   a pole emploi de nogent sur oise certaines personnes se sentent au dessus des lois    ;1;['inventent', 'strict', 'bloqu', 'demarch', 'administr', 'bazar', 'dossi', 'passe', 'dossi', '1800', 'euros', 'ponction', 'alloc', 'conclus', 'nogent', 'ois', 'person', 'sentent', 'dessus', 'lois'];inventent strict bloqu demarch administr bazar dossi passe dossi 1800 euros ponction alloc conclus nogent ois person sentent dessus lois;-1
apres avoir recu un courrier disant que ma derniere periode de travail m ouvrait des droits a l assurance chomage pour une periode de 11 mois   j ai percu un mois d indemnisation puis rien pour le mois suivant  sur pole emploi  fr il est maintenant note que je ne suis pas indemnise  au guichet pole emploi on me dit que l on ne peut pas me repondre  j  ai donc envoye un message via pole emploi  fr  pas de reponse apres 10 jours j appelle le 3949 qui me dit qu il  n y a pas trace de mon message  que je dois envoyer un mail a ma conseillere qui me repondra sous 15 jours a 3 semaines  tout cela sans me prevenir  je suis donc actuellement sans indemnite depuis le 15 octobre et dois encore attendre 3 semaines dans l espoir d avoir une reponse sur le pourquoi du comment  ce qui veut dire deux mois sans rien et pas d assurance de reprise    bon  et bien sur tout cela sans etre prevenu  ni tenu au courant     ;1;['courri', 'assur', 'chomag', '11', 'indemnis', 'indemnis', 'guichet', 'repons', '3949', 'trac', 'preven', 'indemnit', 'espoir', 'repons', 'assur', 'prevenu', 'tenu'];courri assur chomag 11 indemnis indemnis guichet repons 3949 trac preven indemnit espoir repons assur prevenu tenu;-1
j ai recu un tres bon accueil a l agence pole emploi d aubagne    je suis venue sans rendez vous en fin de matinee  un lundi  et il n y a eu aucune attente au guichet  l agent etait particulierement competente et sympathique  le site internet s est revele globalement pratique et rapide  aujourd hui  j ai donc pu obtenir un rendez vous en agence sous une quinzaine de jour  comme je le souhaitais  je suis donc extremement positive et motivee quant a la suite qui devrait etre donnee a ma demande de recherche d emploi et d allocation ;1;['agenc', 'aubagn', 'venu', 'matine', 'lund', 'guichet', 'agent', 'competent', 'sympath', 'internet', 'revel', 'global', 'agenc', 'quinzain', 'extrem', 'motive', 'donne', 'alloc'];agenc aubagn venu matine lund guichet agent competent sympath internet revel global agenc quinzain extrem motive donne alloc;1
bonjour   je suis ici pour partager mon experience avec le pole emploi de thoiry 01170  pour la premiere fois de ma vie  suite a une perte d emploi  je suis alle m inscrire au pole emploi pour esperer m inscrire au chomage  je dis bien  esperer  car a ce jour je n ai toujours pas pu m inscrire ni obtenir d allocations  ni etre aider dans ma recherche d emploi  j ai commence a effectuer mes demarches courant aout et aujourd hui le 2 decembre je n ai toujours pas finaliser mon inscription  je suis coince entre l incompetence hors du commun des conseillers de cette agence et le systeme informatique catastrophique du pole emploi  depuis aout  je me rends une fois par semaine dans cette agence avec l ensemble des documents requis pour mon inscription  chaque fois  je suis accueilli par des conseillers mal eduques  hautains et desagreables  chaque fois  on me fait comprendre que je suis un incapable et que mon dossier est ok  puis  chaque fois  au bout de quelques jours je recois une notification m informant que mon dossier d inscription est incomplet et bien sur sans la moindre explication   sans allocation et sans emploi  je me retrouve en difficulte financiere et a demander de l argent a mes proches  j ai rencontre beaucoup de personnes qui rencontrent les memes difficultes avec cette agence ;1;['partag', 'thoiry', '01170', 'chomag', 'alloc', 'demarch', 'coinc', 'incompetent', 'hor', 'agenc', 'system', 'agenc', 'ensembl', 'docu', 'requ', 'eduqu', 'hautain', 'dossi', 'ok', 'dossi', 'incomplet', 'alloc', 'argent', 'person', 'rencontrent', 'agenc'];partag thoiry 01170 chomag alloc demarch coinc incompetent hor agenc system agenc ensembl docu requ eduqu hautain dossi ok dossi incomplet alloc argent person rencontrent agenc;3
je suis allee deux fois a pole emploi avec rendez vous et les conseillers ont dit que je devais amener quelqu un qui parle francais  je peux comprendre et parler un peu le francais et avec l aide d un traducteur  je peux communiquer avec eux  ils ont refuse d utiliser un traducteur et m ont donne un troisieme rendez vous  mes amis travaillent et ne peuvent pas m accompagner  je trouve ce processus difficile parce que je continue de venir et ils me renvoient et je ne recois pas l aide dont j ai besoin ;1;['amen', 'traducteur', 'communiqu', 'traducteur', 'troisiem', 'amis', 'travaillent', 'processus', 'renvoient'];amen traducteur communiqu traducteur troisiem amis travaillent processus renvoient;-1
alors que des centaines et des centaines de personnes sont inscrit a pole emploi tout en touchant le rsa et avec aucun suivi   alors que moi j ai un suivi au cias avec un contrat d engagement  reciproque signe  le pole emploi me harcele pour des reunions d information depuis maintenant 3 mois  j ai appele la plateforme pour leur signifier que j avais deja suivi avec une conseillere d insertion  ils ne veulent rien entendre et s obstine a me donner des rendez vous apres chaque actualisation  j en ai vraiment marre  ;1;['centain', 'centain', 'person', 'inscrit', 'rsa', 'contrat', 'engag', 'reciproqu', 'harcel', 'plateform', 'signifi', 'insert', 'veulent', 'entendr', 'obstin', 'marr'];centain centain person inscrit rsa contrat engag reciproqu harcel plateform signifi insert veulent entendr obstin marr;-1
bonjour  je suis a la recherche d un emploi depuis 1 ans et demi je postule sur pole emploi toutes mes candidatures sont refuses  on vous change de conseillers du jour au lendemain je trouve que c est contre productif  pas de suivi derriere  les nouveaux conseillers ne connaissent pas le dossier  c est comme sa quand  je postule a des candidatures  on n a jamais de retour on passe des entretiens  pas de retour  je ne sais pas deposer le cv et lm sur place  par mails  zero retour ile de la reunion ;1;['dem', 'lendemain', 'product', 'derrier', 'connaissent', 'dossi', 'lm', 'ile'];dem lendemain product derrier connaissent dossi lm ile;-1
il y a trois moins j ai demissionne en region parisienne  pour suivre mon conjoint  j ai effectue ma demande pour avoir le chomage qui m a ete refuse sans aucune explications  j ai alors envoye une dizaine email a ma conseillere via la plateforme pole emploi sans obtenir de reponse  je me suis deplacee et on m a indique que personne ne pouvait me recevoir  j ai effectue une reclamation  trois mois plus tard et 5 reclamations apres je n ai toujours pas de reponse et pas de ressource pour vivre  je ne commence mon nouveau travail qu a la fin du mois ;1;['demission', 'region', 'parisien', 'conjoint', 'chomag', 'dizain', 'plateform', 'repons', 'deplace', 'person', 'reclam', 'reclam', 'repons', 'ressourc'];demission region parisien conjoint chomag dizain plateform repons deplace person reclam reclam repons ressourc;-1
travaillant a mi temps benevolement au sein de mon association xxxxxxxxxx  a mon domicile  j ai ete recu une fois a pole emploi spectacle aux cascades pour un entretien sans qu aucune perspective de soutient ou de pistes  d orientation  de conseil  a mon developpement ne me soit proposee  la personne devant me recevoir absente ce jour la et remplacee par une autre n a pas daigne me rappeler malgre ma demande sur place   comment declarer cette activite   y a t il un suivi ou soutient humain pour les artistes ayant mon profil   j ose le supposer  l agence de kerlys non specialisee en la matiere  y ayant pourtant mis beaucoup de bonne volonte dans un premier temps  une premiere experience non tracee par ecrit il y a quelques annees dans cette agence m ayant deja ete prejudiciable ;1;['mi', 'benevol', 'sein', 'associ', 'xxxxxxxxxx', 'cascad', 'perspect', 'soutient', 'pist', 'orient', 'developp', 'propose', 'person', 'absent', 'remplace', 'daign', 'declar', 'soutient', 'artist', 'profil', 'ose', 'suppos', 'agenc', 'kerly', 'specialise', 'matier', 'volont', 'trace', 'agenc', 'prejudici'];mi benevol sein associ xxxxxxxxxx cascad perspect soutient pist orient developp propose person absent remplace daign declar soutient artist profil ose suppos agenc kerly specialise matier volont trace agenc prejudici;-1
experience desastreuse  le site est complique  tout porte a croire qu il est concu afin de ne pas pouvoir s inscrire  les conseillers en agence  annecy  sont desagreables et hautains  zero empathie   et dire  que ces personnes sont payees grace a nos impots     on comprend mieux la decheance de notre pays ;1;['desastr', 'concu', 'agenc', 'annecy', 'hautain', 'empath', 'person', 'paye', 'impot', 'decheanc', 'pay'];desastr concu agenc annecy hautain empath person paye impot decheanc pay;3
bonjour  sur le papier pole emploi  la mission locale est censee nous aider pour mettre en place nos projets professionnels  ou nous accompagner a nous reinserer dans le monde du travail  mais dans la realite c est tout autre   pour mon cas j ai toujours voulu devenir ingenieur informaticien   je n ai pas eu un cursus scolaire incroyable  au vu de mon orientation non choisie  et de mon milieu social  a la sortie de l ecole j ai rejoint la mission locale avec un projet bien en tete  devenir informaticien technicien  j ai perdu 4 ans  essayant de me balader un peu partout sans savoir comment m aider   pour ce qui est de pole emploi  cet organisme ne nous accompagne pas dans nos demandes de projets professionnels  et n est pas competent pour ca  parce que leur unique but est de nous fourguer toujours dans les memes secteurs d activites peu attrayants  ou de remplir les demandes d employeur en remplissant des quotas n ayant aucun rapport avec nos demandes ou nos competences   donc je suis oblige de me former par moi meme  l etiquette cliche du faignant qui ne veut pas travailler est tres facile a donner afin de ne pas trouver de vraies solutions   a l heure actuelle  j ai 29 ans  je suis sans emplois  sans bac   si je pouvais trouver un cursus qui me permettrait de trouver une formation en lien avec mes recherches  afin de sortir enfin de cet engrenage je le ferais  sauf que je n ai rien trouve qui puisse m aider dans mon parcours   je serais meme capable de demenager a l autre bout de la france   j ai l impression que des que nous sommes sorties du systeme scolaire sans etre formees  cela scelle un peu notre avenir  puisqu il est presque impossible de rejoindre des centres de formation  parce que soit nous n avons pas les diplome  soit nous n avons pas d argent   les valeurs de la republique sont un peu ecornees    j ai le meme retour avec un ami qui aimerait devenir boulanger  donc qui est bien moins ambitieux que moi  mais les resultats sont les memes ;1;['cense', 'reinser', 'deven', 'ingenieur', 'informaticien', 'cursus', 'scolair', 'orient', 'milieu', 'ecol', 'rejoint', 'tet', 'deven', 'informaticien', 'technicien', 'balad', 'partout', 'competent', 'uniqu', 'but', 'fourgu', 'secteur', 'attrai', 'employeur', 'quot', 'etiquet', 'clich', 'faign', 'vrai', 'solut', 'actuel', '29', 'bac', 'cursus', 'permettr', 'format', 'lien', 'engrenag', 'capabl', 'demenag', 'impress', 'system', 'scolair', 'forme', 'scel', 'aven', 'puisqu', 'rejoindr', 'format', 'argent', 'valeur', 'republ', 'ecorne', 'ami', 'deven', 'boulang', 'ambiti'];cense reinser deven ingenieur informaticien cursus scolair orient milieu ecol rejoint tet deven informaticien technicien balad partout competent uniqu but fourgu secteur attrai employeur quot etiquet clich faign vrai solut actuel 29 bac cursus permettr format lien engrenag capabl demenag impress system scolair forme scel aven puisqu rejoindr format argent valeur republ ecorne ami deven boulang ambiti;3
  demande rqth a la mdph en 2015  retour du dossier a poleemploi  avec avis vers orientation prof  par capemploi  et rqth valide 5 ans    ce type de dossier repasse par poleemploi pour etre adresse a capemploi  theoriquement  au bout de 5 ans  par ou passe ce dossier   mystere   les problemes     la conseillere pole emploi a  sedimente  le dossier   il n a jamais ete transmis de suite a capemploi  elle ne savait pas quoi en faire  et n a pas demande autour d elle  surrealiste    au bout de plusieurs tentatives je parviens a joindre capemploi  serveurs vocaux c est super      ou on m apprend que je dois attendre qu on me contacte  plusieurs mois etant passe  j insiste aupres de polemploi  ou  on  decouvre que le dossier n a jamais ete transmis    re attente apres capemploi  4 mois  au final  plus d un an entre demande mdph et prise en charge capemploi toulouse  aucune transparence  etat du dossier  depositaire en cours  etc    idem au bout de 5 ans  personne ne sait qui m a en charge  je suis encore convoque par les ordis de capemploi et polemploi a la fois  situation qui a dure un an et demi  avec divers avis de radiations  ateliers tjs les memes par x referents et intervenants differents etc  ubuesque ;1;['rqth', 'mdph', '2015', 'dossi', 'poleemploi', 'orient', 'prof', 'capemploi', 'rqth', 'dossi', 'rep', 'poleemploi', 'capemploi', 'theoriqu', 'dossi', 'myster', 'sediment', 'dossi', 'capemploi', 'sav', 'autour', 'surreal', 'tentat', 'parvien', 'capemploi', 'serveur', 'vocal', 'apprend', 'contact', 'insist', 'polemploi', 'decouvr', 'dossi', 're', 'capemploi', 'mdph', 'capemploi', 'toulous', 'transparent', 'dossi', 'depositair', 'idem', 'person', 'convoqu', 'ordis', 'capemploi', 'polemploi', 'dem', 'diver', 'radiat', 'tj', 'x', 'interven', 'ubuesqu'];rqth mdph 2015 dossi poleemploi orient prof capemploi rqth dossi rep poleemploi capemploi theoriqu dossi myster sediment dossi capemploi sav autour surreal tentat parvien capemploi serveur vocal apprend contact insist polemploi decouvr dossi re capemploi mdph capemploi toulous transparent dossi depositair idem person convoqu ordis capemploi polemploi dem diver radiat tj x interven ubuesqu;3
madame  monsieur   veuillez accepter d avance mes remerciements pour votre comprehension  sinon votre ecoute   je n ai pas du tout aime l injuste froideur  le mepris gratuit au pole emploi de tours nord  37100  ce jeudi 22 decembre 2022 08h45  je ne merite pas ca  ce n est pas du tout un  ressenti   mais une experience gratuitement negative vecue   sincerement ;1;['injust', 'froideur', 'mepr', 'gratuit', 'tour', 'nord', '37100', 'jeud', '22', '08h45', 'merit', 'gratuit', 'vecu', 'sincer'];injust froideur mepr gratuit tour nord 37100 jeud 22 08h45 merit gratuit vecu sincer;2
